Assembly	Best match locus	Best match type	Match confidence	Problems	Coverage	Identity	Length discrepancy	Expected genes in locus	Expected genes in locus, details	Missing expected genes	Other genes in locus	Other genes in locus, details	Expected genes outside locus	Expected genes outside locus, details	Other genes outside locus	Other genes outside locus, details
GCA_900452055.1_37277_A01_genomic	O1/O2v2	O1ab	Perfect		100.00%	100.00%	0 bp	10 / 10 (100%)	O1/O2v2_01_wzm,100.0%;O1/O2v2_02_wzt,100.0%;O1/O2v2_03_wbbM,100.0%;O1/O2v2_04_glf,100.0%;O1/O2v2_05_wbbN,100.0%;O1/O2v2_06_wbbO,100.0%;O1/O2v2_07_kfoC,100.0%;O1/O2v2_08_gmlC,100.0%;O1/O2v2_09_gmlB,100.0%;O1/O2v2_10_gmlA,100.0%		0		0 / 10 (0%)		6	Extra_genes_wbbY_01_wbbY,99.73%;OL13_03_rfbD,98.316%;OL13_02_rfbA,97.917%;Extra_genes_wbbZ_01_wbbZ,99.63%;O12_04_rfbC,97.838%;OL102_01_rfbB,94.857%
GCA_900452065.1_37554_F01_genomic	O1/O2v1	unknown (O1/O2v1)	None	-*	96.39%	72.10%	+3 bp	2 / 7 (28.6%)	O1/O2v1_04_glf,86.234%;O1/O2v1_06_wbbO,83.862%	O1/O2v1_01_wzm;O1/O2v1_02_wzt;O1/O2v1_03_wbbM;O1/O2v1_05_wbbN;O1/O2v1_07_kfoC	0		0 / 7 (0%)		3	O12_01_rfbB,91.94%;Extra_genes_wbbZ_01_wbbZ,88.889%;O12_04_rfbC,91.713%
GCA_900452075.1_31701_A02_genomic	O1/O2v2	unknown (O1/O2v2)	High	-*	100.00%	99.31%	-11 bp	7 / 10 (70%)	O1/O2v2_01_wzm,100.0%;O1/O2v2_02_wzt,99.595%;O1/O2v2_03_wbbM,99.525%;O1/O2v2_04_glf,98.961%;O1/O2v2_07_kfoC,82.809%;O1/O2v2_09_gmlB,99.67%;O1/O2v2_10_gmlA,100.0%	O1/O2v2_05_wbbN;O1/O2v2_06_wbbO;O1/O2v2_08_gmlC	0		0 / 10 (0%)		1	Extra_genes_wbbZ_01_wbbZ,98.833%
GCA_900452085.1_41315_H02_genomic	O1/O2v1	unknown (O1/O2v1)	Very high		100.00%	98.40%	+8 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,99.19%;O1/O2v1_03_wbbM,99.209%;O1/O2v1_04_glf,98.701%;O1/O2v1_05_wbbN,100.0%;O1/O2v1_06_wbbO,98.413%;O1/O2v1_07_kfoC,98.633%		0		0 / 7 (0%)		5	Extra_genes_wbmVW_02_wbmW,100.0%;O3/O3a_01_manC,99.576%;O3/O3a_02_manB,98.246%;Extra_genes_wbmVW_01_wbmV,100.0%;Extra_genes_wbbZ_01_wbbZ,99.259%
GCA_900452095.1_37430_A01_genomic	O1/O2v1	O1ab	Very high		100.00%	98.64%	-2 bp	7 / 7 (100%)	O1/O2v1_01_wzm,99.609%;O1/O2v1_02_wzt,100.0%;O1/O2v1_03_wbbM,100.0%;O1/O2v1_04_glf,99.481%;O1/O2v1_05_wbbN,99.329%;O1/O2v1_06_wbbO,98.413%;O1/O2v1_07_kfoC,97.494%		0		0 / 7 (0%)		4	Extra_genes_wbbY_01_wbbY,100.0%;O3b_01_manC,99.788%;O3/O3a_02_manB,99.123%;Extra_genes_wbbZ_01_wbbZ,99.63%
GCA_900452115.1_36252_A01_genomic	O5	O5	High	-	100.00%	94.35%	+2 bp	6 / 8 (75%)	O5_02_manB,99.564%;O5_03_wzm,99.245%;O5_04_wzt,98.765%;O5_06_wbdA,95.387%;O5_07_wbdB,99.741%;O5_08_wbdC,100.0%	O5_05_wbdD	0		1 / 8 (12.5%)	O5_01_manC,99.364%	1	O3/O3a_02_manB,99.123%
GCA_900452125.1_31289_F01_genomic	O1/O2v2	O2afg	None	?-*	99.90%	98.27%	n/a	3 / 10 (30%)	O1/O2v2_02_wzt,87.449%;O1/O2v2_04_glf,98.961%;O1/O2v2_10_gmlA,99.206%	O1/O2v2_01_wzm;O1/O2v2_03_wbbM;O1/O2v2_05_wbbN;O1/O2v2_06_wbbO;O1/O2v2_07_kfoC;O1/O2v2_08_gmlC;O1/O2v2_09_gmlB	0		0 / 10 (0%)		2	O3/O3a_01_manC,98.305%;O3/O3a_02_manB,99.123%
GCA_900452135.1_52579_E01_genomic	O1/O2v2	O2afg	Good	?-	99.90%	98.51%	n/a	8 / 10 (80%)	O1/O2v2_01_wzm,99.609%;O1/O2v2_02_wzt,99.19%;O1/O2v2_03_wbbM,98.576%;O1/O2v2_04_glf,98.701%;O1/O2v2_05_wbbN,98.322%;O1/O2v2_06_wbbO,99.469%;O1/O2v2_07_kfoC,99.007%;O1/O2v2_10_gmlA,99.206%	O1/O2v2_08_gmlC;O1/O2v2_09_gmlB	0		0 / 10 (0%)		2	O3/O3a_01_manC,98.305%;O3/O3a_02_manB,99.123%
GCA_900452145.2_36252_E01_genomic	O4	O4	Very high	*	100.00%	99.72%	+1 bp	6 / 6 (100%)	O4_01_hydrolase,99.833%;O4_02_hypothetical,92.947%;O4_03_hypothetical,99.858%;O4_04_wzt,100.0%;O4_05_wzm,98.77%;O4_06_glycosyltransferase,99.476%		0		0 / 6 (0%)		4	O12_01_rfbB,97.465%;OL13_03_rfbD,98.653%;OL13_02_rfbA,97.917%;O12_04_rfbC,97.838%
GCA_900452155.1_36725_F01_genomic	O3/O3a	O3/O3a	High	-	100.00%	98.14%	+1 bp	6 / 8 (75%)	O3/O3a_03_wzm,98.473%;O3/O3a_04_wzt,99.769%;O3/O3a_05_wbdD,99.013%;O3/O3a_06_wbdA,99.762%;O3/O3a_07_wbdB,99.738%;O3/O3a_08_wbdC,100.0%	O3/O3a_01_manC;O3/O3a_02_manB	0		0 / 8 (0%)		0	
GCA_900452165.1_41315_F02_genomic	O1/O2v1	unknown (O1/O2v1)	None	-	100.00%	98.14%	-1 bp	3 / 7 (42.9%)	O1/O2v1_02_wzt,100.0%;O1/O2v1_05_wbbN,98.582%;O1/O2v1_06_wbbO,99.206%	O1/O2v1_01_wzm;O1/O2v1_03_wbbM;O1/O2v1_04_glf;O1/O2v1_07_kfoC	0		0 / 7 (0%)		1	Extra_genes_wbbZ_01_wbbZ,99.63%
GCA_900452175.1_36252_F01_genomic	O1/O2v1	O1ab	Very high		100.00%	98.31%	-2 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,99.595%;O1/O2v1_03_wbbM,99.367%;O1/O2v1_04_glf,98.701%;O1/O2v1_05_wbbN,99.664%;O1/O2v1_06_wbbO,99.206%;O1/O2v1_07_kfoC,98.405%		0		0 / 7 (0%)		6	Extra_genes_wbbY_01_wbbY,99.865%;O12_01_rfbB,97.746%;OL13_03_rfbD,98.653%;OL13_02_rfbA,97.917%;Extra_genes_wbbZ_01_wbbZ,99.63%;O12_04_rfbC,97.838%
GCA_900452185.1_31769_G01_genomic	O1/O2v2	unknown (O1/O2v2)	High	-	100.00%	99.12%	-2 bp	8 / 10 (80%)	O1/O2v2_01_wzm,100.0%;O1/O2v2_02_wzt,99.595%;O1/O2v2_04_glf,98.442%;O1/O2v2_05_wbbN,98.658%;O1/O2v2_06_wbbO,100.0%;O1/O2v2_07_kfoC,99.007%;O1/O2v2_09_gmlB,99.694%;O1/O2v2_10_gmlA,100.0%	O1/O2v2_03_wbbM;O1/O2v2_08_gmlC	0		0 / 10 (0%)		1	Extra_genes_wbbZ_01_wbbZ,99.63%
GCA_900452195.1_36603_F01_genomic	O3/O3a	O3/O3a	High	-*	100.00%	98.71%	+2 bp	5 / 8 (62.5%)	O3/O3a_01_manC,99.788%;O3/O3a_02_manB,98.595%;O3/O3a_03_wzm,93.281%;O3/O3a_04_wzt,100.0%;O3/O3a_06_wbdA,99.762%	O3/O3a_05_wbdD;O3/O3a_07_wbdB;O3/O3a_08_wbdC	0		0 / 8 (0%)		2	O3b_01_manC,99.788%;O3/O3a_02_manB,99.123%
GCA_900452205.1_36252_C01_genomic	O1/O2v1	O1ab	Very high		100.00%	98.30%	-2 bp	7 / 7 (100%)	O1/O2v1_01_wzm,99.609%;O1/O2v1_02_wzt,99.595%;O1/O2v1_03_wbbM,99.367%;O1/O2v1_04_glf,98.701%;O1/O2v1_05_wbbN,99.664%;O1/O2v1_06_wbbO,99.206%;O1/O2v1_07_kfoC,98.405%		0		0 / 7 (0%)		6	Extra_genes_wbbY_01_wbbY,99.865%;O12_01_rfbB,97.746%;OL13_03_rfbD,98.653%;OL13_02_rfbA,97.917%;Extra_genes_wbbZ_01_wbbZ,99.63%;O12_04_rfbC,97.838%
GCA_900452235.1_38109_H02_genomic	O1/O2v1	unknown (O1/O2v1)	Very high		100.00%	98.90%	+1 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,100.0%;O1/O2v1_03_wbbM,99.842%;O1/O2v1_04_glf,99.221%;O1/O2v1_05_wbbN,98.322%;O1/O2v1_06_wbbO,98.942%;O1/O2v1_07_kfoC,98.405%		0		0 / 7 (0%)		1	Extra_genes_wbbZ_01_wbbZ,99.259%
GCA_900452315.1_38187_F01_genomic	O1/O2v1	O1ab	High	-	100.00%	98.25%	+1066 bp	6 / 7 (85.7%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,99.595%;O1/O2v1_03_wbbM,99.525%;O1/O2v1_04_glf,97.662%;O1/O2v1_05_wbbN,98.322%;O1/O2v1_07_kfoC,99.089%	O1/O2v1_06_wbbO	0		0 / 7 (0%)		2	Extra_genes_wbbY_01_wbbY,99.865%;Extra_genes_wbbZ_01_wbbZ,99.259%
GCA_900452335.1_37637_H02_genomic	O5	O5	Very high		100.00%	99.56%	0 bp	8 / 8 (100%)	O5_01_manC,99.364%;O5_02_manB,99.782%;O5_03_wzm,99.623%;O5_04_wzt,99.753%;O5_05_wbdD,100.0%;O5_06_wbdA,99.835%;O5_07_wbdB,99.482%;O5_08_wbdC,100.0%		0		0 / 8 (0%)		4	O12_01_rfbB,97.183%;OL13_03_rfbD,99.663%;OL13_02_rfbA,99.31%;OL13_04_rfbC,97.838%
GCA_900452365.1_37637_A01_genomic	O1/O2v1	O1ab	Very high		100.00%	97.67%	-2 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,99.19%;O1/O2v1_03_wbbM,99.367%;O1/O2v1_04_glf,98.442%;O1/O2v1_05_wbbN,97.651%;O1/O2v1_06_wbbO,98.677%;O1/O2v1_07_kfoC,96.583%		0		0 / 7 (0%)		6	Extra_genes_wbbY_01_wbbY,99.73%;O12_01_rfbB,98.028%;OL13_03_rfbD,98.653%;OL13_02_rfbA,98.264%;Extra_genes_wbbZ_01_wbbZ,99.63%;O12_04_rfbC,96.757%
GCA_900452445.1_37637_G02_genomic	O1/O2v1	O1ab	High	-	100.00%	98.67%	-1 bp	6 / 7 (85.7%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,99.595%;O1/O2v1_03_wbbM,99.525%;O1/O2v1_04_glf,98.701%;O1/O2v1_05_wbbN,100.0%;O1/O2v1_07_kfoC,98.633%	O1/O2v1_06_wbbO	0		0 / 7 (0%)		4	Extra_genes_wbbY_01_wbbY,99.865%;O3b_01_manC,99.788%;O3/O3a_02_manB,98.904%;Extra_genes_wbbZ_01_wbbZ,99.259%
GCA_900452485.1_37554_C01_genomic	O1/O2v2	O1ab	High	-	100.00%	99.37%	-2 bp	7 / 10 (70%)	O1/O2v2_02_wzt,99.595%;O1/O2v2_04_glf,98.961%;O1/O2v2_06_wbbO,99.735%;O1/O2v2_07_kfoC,99.504%;O1/O2v2_08_gmlC,100.0%;O1/O2v2_09_gmlB,100.0%;O1/O2v2_10_gmlA,100.0%	O1/O2v2_01_wzm;O1/O2v2_03_wbbM;O1/O2v2_05_wbbN	0		0 / 10 (0%)		2	Extra_genes_wbbY_01_wbbY,99.73%;Extra_genes_wbbZ_01_wbbZ,99.259%
GCA_900452505.1_42842_G01_genomic	O1/O2v1	O1ab	Very high		100.00%	98.65%	0 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,100.0%;O1/O2v1_03_wbbM,99.367%;O1/O2v1_04_glf,97.922%;O1/O2v1_05_wbbN,97.315%;O1/O2v1_06_wbbO,99.206%;O1/O2v1_07_kfoC,99.772%		0		0 / 7 (0%)		8	Extra_genes_wbbY_01_wbbY,100.0%;O3b_01_manC,100.0%;O3/O3a_02_manB,98.681%;O12_01_rfbB,97.746%;OL13_03_rfbD,98.653%;OL13_02_rfbA,97.222%;Extra_genes_wbbZ_01_wbbZ,99.259%;O12_04_rfbC,96.757%
GCA_900452525.1_37509_C01_genomic	O1/O2v1	O1ab	High	-	100.00%	98.47%	-4 bp	5 / 7 (71.4%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,99.595%;O1/O2v1_05_wbbN,100.0%;O1/O2v1_06_wbbO,96.448%;O1/O2v1_07_kfoC,98.633%	O1/O2v1_03_wbbM;O1/O2v1_04_glf	0		0 / 7 (0%)		3	Extra_genes_wbbY_01_wbbY,99.865%;O3/O3a_02_manB,98.904%;Extra_genes_wbbZ_01_wbbZ,98.889%
GCA_900452625.1_37430_G01_genomic	O1/O2v1	O1ab	Very high		100.00%	98.59%	0 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,99.595%;O1/O2v1_03_wbbM,99.367%;O1/O2v1_04_glf,98.701%;O1/O2v1_05_wbbN,100.0%;O1/O2v1_06_wbbO,98.677%;O1/O2v1_07_kfoC,98.633%		0		0 / 7 (0%)		4	Extra_genes_wbbY_01_wbbY,99.865%;O3b_01_manC,99.576%;O3/O3a_02_manB,98.904%;Extra_genes_wbbZ_01_wbbZ,98.889%
GCA_900452635.1_37430_F01_genomic	O1/O2v1	unknown (O1/O2v1)	Good	-+*	96.12%	72.31%	+13 bp	4 / 7 (57.1%)	O1/O2v1_01_wzm,91.406%;O1/O2v1_02_wzt,93.522%;O1/O2v1_04_glf,86.234%;O1/O2v1_06_wbbO,84.127%	O1/O2v1_03_wbbM;O1/O2v1_05_wbbN;O1/O2v1_07_kfoC	1	O1/O2v3_03_wbbM,83.228%	0 / 7 (0%)		3	OL104_01_manC,98.305%;OL104_02_manB,97.149%;Extra_genes_wbbZ_01_wbbZ,88.889%
GCA_900452725.1_38273_F01_genomic	O3/O3a	O3/O3a	Very high		100.00%	98.07%	-1 bp	8 / 8 (100%)	O3/O3a_01_manC,99.576%;O3/O3a_02_manB,100.0%;O3/O3a_03_wzm,99.237%;O3/O3a_04_wzt,99.769%;O3/O3a_05_wbdD,97.32%;O3/O3a_06_wbdA,99.762%;O3/O3a_07_wbdB,99.476%;O3/O3a_08_wbdC,100.0%		0		0 / 8 (0%)		4	O12_01_rfbB,98.028%;OL13_03_rfbD,98.316%;OL13_02_rfbA,97.222%;O12_04_rfbC,96.216%
GCA_900461375.1_44787_C01_genomic	O1/O2v1	O1ab	Very high		100.00%	98.59%	0 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,99.595%;O1/O2v1_03_wbbM,99.367%;O1/O2v1_04_glf,98.701%;O1/O2v1_05_wbbN,100.0%;O1/O2v1_06_wbbO,98.677%;O1/O2v1_07_kfoC,98.633%		0		0 / 7 (0%)		4	Extra_genes_wbbY_01_wbbY,100.0%;O3b_01_manC,99.576%;O3/O3a_02_manB,98.904%;Extra_genes_wbbZ_01_wbbZ,98.889%
GCA_900461445.1_44503_B02_genomic	O1/O2v1	O1ab	Very high		100.00%	98.59%	0 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,99.595%;O1/O2v1_03_wbbM,99.367%;O1/O2v1_04_glf,98.701%;O1/O2v1_05_wbbN,100.0%;O1/O2v1_06_wbbO,98.677%;O1/O2v1_07_kfoC,98.633%		0		0 / 7 (0%)		4	Extra_genes_wbbY_01_wbbY,99.865%;O3b_01_manC,99.576%;O3/O3a_02_manB,98.904%;Extra_genes_wbbZ_01_wbbZ,98.889%
GCA_900461465.1_33119_A02_genomic	O3/O3a	O3/O3a	High	-	100.00%	97.65%	0 bp	6 / 8 (75%)	O3/O3a_01_manC,99.558%;O3/O3a_02_manB,99.783%;O3/O3a_03_wzm,98.473%;O3/O3a_05_wbdD,96.333%;O3/O3a_06_wbdA,99.762%;O3/O3a_08_wbdC,100.0%	O3/O3a_04_wzt;O3/O3a_07_wbdB	0		0 / 8 (0%)		0	
GCA_900461475.1_44787_F01_genomic	O1/O2v1	O1ab	Very high		100.00%	98.59%	0 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,99.595%;O1/O2v1_03_wbbM,99.367%;O1/O2v1_04_glf,98.701%;O1/O2v1_05_wbbN,100.0%;O1/O2v1_06_wbbO,98.677%;O1/O2v1_07_kfoC,98.633%		0		0 / 7 (0%)		4	Extra_genes_wbbY_01_wbbY,99.865%;O3b_01_manC,99.576%;O3/O3a_02_manB,98.904%;Extra_genes_wbbZ_01_wbbZ,98.889%
GCA_900461485.1_31136_D01_genomic	O1/O2v1	O2a	High	-	100.00%	98.24%	+13 bp	5 / 7 (71.4%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,99.19%;O1/O2v1_05_wbbN,100.0%;O1/O2v1_06_wbbO,98.942%;O1/O2v1_07_kfoC,98.405%	O1/O2v1_03_wbbM;O1/O2v1_04_glf	0		0 / 7 (0%)		1	O3/O3a_02_manB,89.059%
GCA_900461495.1_36672_G01_genomic	O1/O2v1	O2a	None	?-	91.68%	73.12%	n/a	0 / 7 (0%)		O1/O2v1_01_wzm;O1/O2v1_02_wzt;O1/O2v1_03_wbbM;O1/O2v1_04_glf;O1/O2v1_05_wbbN;O1/O2v1_06_wbbO;O1/O2v1_07_kfoC	0		0 / 7 (0%)		0	
GCA_900461505.1_37554_D01_genomic	O1/O2v1	O1ab	High	-	100.00%	97.80%	+10 bp	4 / 7 (57.1%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,99.595%;O1/O2v1_04_glf,97.245%;O1/O2v1_07_kfoC,97.039%	O1/O2v1_03_wbbM;O1/O2v1_05_wbbN;O1/O2v1_06_wbbO	0		0 / 7 (0%)		4	Extra_genes_wbbY_01_wbbY,100.0%;O3b_01_manC,99.788%;O3/O3a_02_manB,98.465%;Extra_genes_wbbZ_01_wbbZ,99.63%
GCA_900461515.1_37419_G01_genomic	O1/O2v1	unknown (O1/O2v1)	None	-+*	96.83%	72.22%	+12 bp	2 / 7 (28.6%)	O1/O2v1_02_wzt,93.522%;O1/O2v1_04_glf,86.753%	O1/O2v1_01_wzm;O1/O2v1_03_wbbM;O1/O2v1_05_wbbN;O1/O2v1_06_wbbO;O1/O2v1_07_kfoC	1	O1/O2v3_03_wbbM,81.933%	0 / 7 (0%)		2	OL104_02_manB,97.149%;Extra_genes_wbbZ_01_wbbZ,90.0%
GCA_900478285.1_36005_G01_genomic	OL104	unknown (OL104)	High	-	100.00%	98.97%	+2 bp	6 / 8 (75%)	OL104_01_manC,99.576%;OL104_02_manB,99.132%;OL104_03_wzm,100.0%;OL104_04_wzt,100.0%;OL104_06_wbdA,98.874%;OL104_07_wbdB,99.476%	OL104_05_wbdD;OL104_08_wbdC	0		0 / 8 (0%)		2	OL104_01_manC,99.576%;OL104_02_manB,98.465%
GCA_900635105.1_36109_D01_genomic	OL104	unknown (OL104)	High	-	100.00%	98.99%	+2 bp	7 / 8 (87.5%)	OL104_01_manC,99.576%;OL104_02_manB,99.132%;OL104_03_wzm,100.0%;OL104_04_wzt,100.0%;OL104_06_wbdA,98.874%;OL104_07_wbdB,99.476%;OL104_08_wbdC,98.925%	OL104_05_wbdD	0		0 / 8 (0%)		2	OL104_01_manC,99.576%;OL104_02_manB,98.465%
GCA_900635125.1_36252_B01_genomic	O12	O12	Good	-+*	99.87%	74.92%	+34 bp	6 / 8 (75%)	O12_01_rfbB,92.113%;O12_02_rfbA,93.772%;O12_03_rfbD,88.552%;O12_04_rfbC,90.27%;O12_06_wzm,87.41%;O12_07_wzt,89.842%	O12_05_wbbL;O12_08_wbbB	1	OL13_05_wbbL,81.752%	0 / 8 (0%)		0	
GCA_900635435.1_28021_A02_genomic	OL102	unknown (OL102)	None	-*	45.90%	82.68%	+2 bp	3 / 8 (37.5%)	OL102_01_rfbB,94.375%;OL102_02_rfbA,94.138%;OL102_04_rfbC,88.649%	OL102_03_rfbD;OL102_05_wbbL;OL102_06_rhamnan;OL102_07_wzm;OL102_08_wzt	0		0 / 8 (0%)		1	OL13_02_rfbA,95.47%
GCA_900635735.1_32875_B01_genomic	O1/O2v1	O2a	None	-	100.00%	98.12%	+22 bp	0 / 7 (0%)		O1/O2v1_01_wzm;O1/O2v1_02_wzt;O1/O2v1_03_wbbM;O1/O2v1_04_glf;O1/O2v1_05_wbbN;O1/O2v1_06_wbbO;O1/O2v1_07_kfoC	0		0 / 7 (0%)		1	O3/O3a_02_manB,98.904%
GCA_900635925.1_36109_E01_genomic	O12	O12	Very high		100.00%	98.88%	+1 bp	8 / 8 (100%)	O12_01_rfbB,99.437%;O12_02_rfbA,98.966%;O12_03_rfbD,99.327%;O12_04_rfbC,100.0%;O12_05_wbbL,100.0%;O12_06_wzm,98.921%;O12_07_wzt,100.0%;O12_08_wbbB,99.355%		0		0 / 8 (0%)		6	O3b_01_manC,99.576%;O3/O3a_02_manB,98.253%;OL13_01_rfbB,98.873%;OL13_03_rfbD,99.327%;O12_02_rfbA,98.276%;O12_04_rfbC,98.919%
GCA_900635945.1_37430_C01_genomic	O5	O5	High	*	100.00%	94.03%	-2 bp	8 / 8 (100%)	O5_01_manC,99.364%;O5_02_manB,99.564%;O5_03_wzm,99.245%;O5_04_wzt,99.259%;O5_05_wbdD,94.131%;O5_06_wbdA,95.058%;O5_07_wbdB,99.482%;O5_08_wbdC,99.194%		0		0 / 8 (0%)		2	O3b_01_manC,99.788%;O3/O3a_02_manB,99.123%
GCA_900635975.1_37509_E01_genomic	O3b	O3b	High	-	100.00%	99.02%	-2 bp	6 / 8 (75%)	O3b_01_manC,99.788%;O3b_02_manB,99.783%;O3b_03_wzm,99.237%;O3b_04_wzt,99.769%;O3b_06_wbdA,99.762%;O3b_07_wbdB,99.476%	O3b_05_wbdD;O3b_08_wbdC	0		0 / 8 (0%)		2	O3b_01_manC,99.788%;O3b_02_manB,98.904%
GCA_900635995.1_38273_C01_genomic	O1/O2v2	O1ab	High	-	100.00%	98.97%	+1 bp	9 / 10 (90%)	O1/O2v2_01_wzm,100.0%;O1/O2v2_02_wzt,99.595%;O1/O2v2_03_wbbM,100.0%;O1/O2v2_04_glf,98.961%;O1/O2v2_06_wbbO,99.469%;O1/O2v2_07_kfoC,99.256%;O1/O2v2_08_gmlC,98.768%;O1/O2v2_09_gmlB,98.777%;O1/O2v2_10_gmlA,99.206%	O1/O2v2_05_wbbN	0		0 / 10 (0%)		4	Extra_genes_wbbY_01_wbbY,99.73%;O3/O3a_01_manC,99.576%;O3/O3a_02_manB,99.123%;Extra_genes_wbbZ_01_wbbZ,99.63%
GCA_900636025.1_38502_D01_genomic	O1/O2v2	O2afg	Very high		100.00%	98.74%	0 bp	10 / 10 (100%)	O1/O2v2_01_wzm,100.0%;O1/O2v2_02_wzt,98.785%;O1/O2v2_03_wbbM,99.209%;O1/O2v2_04_glf,99.221%;O1/O2v2_05_wbbN,98.322%;O1/O2v2_06_wbbO,99.735%;O1/O2v2_07_kfoC,99.504%;O1/O2v2_08_gmlC,97.741%;O1/O2v2_09_gmlB,99.083%;O1/O2v2_10_gmlA,100.0%		0		0 / 10 (0%)		2	O3/O3a_01_manC,98.305%;O3b_02_manB,98.904%
GCA_900636185.1_39282_B01_genomic	O3/O3a	O3/O3a	Very high		100.00%	99.29%	0 bp	8 / 8 (100%)	O3/O3a_01_manC,100.0%;O3/O3a_02_manB,100.0%;O3/O3a_03_wzm,100.0%;O3/O3a_04_wzt,100.0%;O3/O3a_05_wbdD,99.013%;O3/O3a_06_wbdA,99.881%;O3/O3a_07_wbdB,100.0%;O3/O3a_08_wbdC,100.0%		0		0 / 8 (0%)		2	O3/O3a_01_manC,100.0%;O3/O3a_02_manB,98.904%
GCA_900636455.1_42166_D01_genomic	O1/O2v2	O1ab	Very high		100.00%	98.45%	0 bp	10 / 10 (100%)	O1/O2v2_01_wzm,100.0%;O1/O2v2_02_wzt,99.19%;O1/O2v2_03_wbbM,98.576%;O1/O2v2_04_glf,98.961%;O1/O2v2_05_wbbN,98.322%;O1/O2v2_06_wbbO,99.735%;O1/O2v2_07_kfoC,99.256%;O1/O2v2_08_gmlC,97.331%;O1/O2v2_09_gmlB,99.388%;O1/O2v2_10_gmlA,99.206%		0		0 / 10 (0%)		2	Extra_genes_wbbY_01_wbbY,100.0%;Extra_genes_wbbZ_01_wbbZ,99.63%
GCA_900636985.1_45889_C01_genomic	OL104	unknown (OL104)	Very high		100.00%	99.01%	+1 bp	8 / 8 (100%)	OL104_01_manC,100.0%;OL104_02_manB,99.132%;OL104_03_wzm,100.0%;OL104_04_wzt,99.768%;OL104_05_wbdD,99.271%;OL104_06_wbdA,99.249%;OL104_07_wbdB,99.738%;OL104_08_wbdC,98.925%		0		0 / 8 (0%)		2	OL104_01_manC,99.576%;OL104_02_manB,98.465%
GCA_900637945.1_53421_E01_genomic	OL102	unknown (OL102)	None	-*	45.91%	82.01%	-2 bp	4 / 8 (50%)	OL102_01_rfbB,94.857%;OL102_02_rfbA,92.069%;OL102_03_rfbD,90.909%;OL102_04_rfbC,85.946%	OL102_05_wbbL;OL102_06_rhamnan;OL102_07_wzm;OL102_08_wzt	0		0 / 8 (0%)		2	OL104_01_manC,86.653%;O3/O3a_02_manB,88.158%
GCA_900707015.1_38187_C01_genomic	O1/O2v2	O1ab	Very high		100.00%	98.81%	0 bp	10 / 10 (100%)	O1/O2v2_01_wzm,100.0%;O1/O2v2_02_wzt,99.19%;O1/O2v2_03_wbbM,98.576%;O1/O2v2_04_glf,99.221%;O1/O2v2_05_wbbN,98.322%;O1/O2v2_06_wbbO,99.735%;O1/O2v2_07_kfoC,98.759%;O1/O2v2_08_gmlC,99.179%;O1/O2v2_09_gmlB,99.694%;O1/O2v2_10_gmlA,100.0%		0		0 / 10 (0%)		4	Extra_genes_wbbY_01_wbbY,99.865%;O3b_01_manC,97.669%;O3/O3a_02_manB,98.684%;Extra_genes_wbbZ_01_wbbZ,99.259%
GCA_900707025.1_38273_B01_genomic	O1/O2v1	O1ab	Very high		100.00%	98.11%	-2 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,99.595%;O1/O2v1_03_wbbM,99.051%;O1/O2v1_04_glf,98.442%;O1/O2v1_05_wbbN,99.664%;O1/O2v1_06_wbbO,98.942%;O1/O2v1_07_kfoC,96.811%		0		0 / 7 (0%)		4	Extra_genes_wbbY_01_wbbY,99.865%;O3/O3a_01_manC,100.0%;O3/O3a_02_manB,98.684%;Extra_genes_wbbZ_01_wbbZ,99.63%
GCA_901420185.1_36340_E02_genomic	O3/O3a	O3/O3a	None	-	32.75%	98.49%	0 bp	2 / 8 (25%)	O3/O3a_01_manC,99.788%;O3/O3a_02_manB,99.123%	O3/O3a_03_wzm;O3/O3a_04_wzt;O3/O3a_05_wbdD;O3/O3a_06_wbdA;O3/O3a_07_wbdB;O3/O3a_08_wbdC	0		0 / 8 (0%)		2	Extra_genes_wbbY_01_wbbY,99.73%;Extra_genes_wbbZ_01_wbbZ,99.259%
