Assembly	Best match locus	Best match type	Match confidence	Problems	Coverage	Identity	Length discrepancy	Expected genes in locus	Expected genes in locus, details	Missing expected genes	Other genes in locus	Other genes in locus, details	Expected genes outside locus	Expected genes outside locus, details	Other genes outside locus	Other genes outside locus, details
Klebsiella_pneumoniae_ATCC_BAA_1900	KL107	unknown (KL107)	Very high		99.99%	99.99%	0 bp	16 / 16 (100%)	KL107_01_galF,99.666%;KL107_02_cpsACP,100.0%;KL107_03_wzi,100.0%;KL107_04_wza,100.0%;KL107_05_wzb,100.0%;KL107_06_wzc,99.861%;KL107_07_wbaP,100.0%;KL107_08,100.0%;KL107_09,100.0%;KL107_10,100.0%;KL107_11_gnd,100.0%;KL107_12,100.0%;KL107_13,100.0%;KL107_14,100.0%;KL107_15,100.0%;KL107_16_ugd,100.0%		0		0 / 16 (0%)		5	KL40_03_wcpO,99.19%;KL40_04,99.504%;KL40_05_rfaG,99.738%;KL150_19_gmd,99.104%;KL150_19_gmd,84.923%
Klebsiella_pneumoniae_ATCC_BAA_1902	KL107	unknown (KL107)	Very high		99.99%	99.99%	0 bp	16 / 16 (100%)	KL107_01_galF,99.666%;KL107_02_cpsACP,100.0%;KL107_03_wzi,100.0%;KL107_04_wza,100.0%;KL107_05_wzb,100.0%;KL107_06_wzc,99.861%;KL107_07_wbaP,100.0%;KL107_08,100.0%;KL107_09,100.0%;KL107_10,100.0%;KL107_11_gnd,100.0%;KL107_12,100.0%;KL107_13,100.0%;KL107_14,100.0%;KL107_15,100.0%;KL107_16_ugd,100.0%		0		0 / 16 (0%)		1	KL150_19_gmd,84.923%
Klebsiella_pneumoniae_ATCC_BAA_1903	KL106	unknown (KL106)	Good	?	99.11%	99.95%	n/a	18 / 18 (100%)	KL106_01_galF,100.0%;KL106_02_cpsACP,100.0%;KL106_03_wzi,100.0%;KL106_04_wza,100.0%;KL106_05_wzb,100.0%;KL106_06_wzc,100.0%;KL106_07_wzy,100.0%;KL106_08,100.0%;KL106_09,100.0%;KL106_10_wecB,100.0%;KL106_11_wzx,100.0%;KL106_12,100.0%;KL106_13_wzx,100.0%;KL106_14,100.0%;KL106_15_rfbp,99.479%;KL106_16_gnd,100.0%;KL106_17,100.0%;KL106_18_ugd,100.0%		0		0 / 18 (0%)		4	KL40_03_wcpO,99.19%;KL40_04,99.504%;KL40_05_rfaG,98.95%;KL150_19_gmd,98.507%
Klebsiella_pneumoniae_ATCC_BAA_1904	KL25	K25	Very high		100.00%	100.00%	-1 bp	14 / 14 (100%)	KL25_01_galF,100.0%;KL25_02_cpsACP,100.0%;KL25_03_wzi,100.0%;KL25_04_wza,100.0%;KL25_05_wzb,100.0%;KL25_06_wzc,100.0%;KL25_07_wcaJ,100.0%;KL25_08_wzy,100.0%;KL25_09_wfeD,100.0%;KL25_10,100.0%;KL25_11_wcuB,100.0%;KL25_12_wzx,100.0%;KL25_13_gnd,100.0%;KL25_14_ugd,100.0%		0		0 / 14 (0%)		3	KL21_17_manC,100.0%;KL30_19_manB,99.145%;KL150_19_gmd,99.701%
Klebsiella_pneumoniae_ATCC_BAA_1905	KL51	K51	Very high		100.00%	99.78%	-9 bp	16 / 16 (100%)	KL51_01_galF,100.0%;KL51_02_cpsACP,97.619%;KL51_03_wzi,100.0%;KL51_04_wza,100.0%;KL51_05_wzb,100.0%;KL51_06_wzc,100.0%;KL51_07_wcaJ,100.0%;KL51_08_wcpB,100.0%;KL51_09_wzy,100.0%;KL51_10_wcuF,100.0%;KL51_11_wcpA,100.0%;KL51_12_wzx,100.0%;KL51_13,100.0%;KL51_14_wcoZ,99.717%;KL51_15_gnd,100.0%;KL51_16_ugd,100.0%		0		0 / 16 (0%)		4	KL50_10,99.434%;KL14_19_manC,99.788%;KL30_19_manB,99.145%;KL150_19_gmd,98.806%
Klebsiella_pneumoniae_ATCC_BAA_2146	KL74	K74	Low	?+	100.00%	98.88%	n/a	19 / 19 (100%)	KL74_01_galF,98.671%;KL74_02_cpsACP,99.048%;KL74_03_wzi,98.75%;KL74_04_wza,98.681%;KL74_05_wzb,100.0%;KL74_06_wzc,99.446%;KL74_07_wbaP,99.367%;KL74_08_wcuD,99.49%;KL74_09_wcuE,99.088%;KL74_10_wbaZ,98.98%;KL74_11_wzy,99.513%;KL74_12,99.456%;KL74_13_wzx,99.796%;KL74_14_wcuL,99.687%;KL74_15_wcoW,99.394%;KL74_16_gnd,99.574%;KL74_17_manC,99.576%;KL74_18_manB,100.0%;KL74_19_ugd,100.0%		2	KL74_17_manC,99.576%;KL74_18_manB,98.465%	0 / 19 (0%)		2	KL50_10,92.83%;KL150_19_gmd,84.776%
Klebsiella_pneumoniae_ATCC_BAA_2342	KL107	unknown (KL107)	Very high		99.99%	99.99%	0 bp	16 / 16 (100%)	KL107_01_galF,99.666%;KL107_02_cpsACP,100.0%;KL107_03_wzi,100.0%;KL107_04_wza,100.0%;KL107_05_wzb,100.0%;KL107_06_wzc,99.861%;KL107_07_wbaP,100.0%;KL107_08,100.0%;KL107_09,100.0%;KL107_10,100.0%;KL107_11_gnd,100.0%;KL107_12,100.0%;KL107_13,100.0%;KL107_14,100.0%;KL107_15,100.0%;KL107_16_ugd,100.0%		0		0 / 16 (0%)		5	KL40_03_wcpO,99.19%;KL40_04,99.504%;KL40_05_rfaG,99.738%;KL150_19_gmd,99.104%;KL150_19_gmd,84.923%
Klebsiella_pneumoniae_ATCC_BAA_2343	KL107	unknown (KL107)	Very high		99.99%	98.68%	+1216 bp	13 / 16 (81.2%)	KL107_01_galF,99.666%;KL107_02_cpsACP,100.0%;KL107_04_wza,100.0%;KL107_05_wzb,100.0%;KL107_06_wzc,99.861%;KL107_07_wbaP,100.0%;KL107_08,100.0%;KL107_11_gnd,100.0%;KL107_12,100.0%;KL107_13,100.0%;KL107_14,100.0%;KL107_15,100.0%;KL107_16_ugd,100.0%		0		3 / 16 (18.8%)	KL107_03_wzi,100.0%;KL107_09,100.0%;KL107_10,100.0%	10	KL107_06_wzc,99.861%;KL40_03_wcpO,99.19%;KL107_07_wbaP,100.0%;KL40_04,99.504%;KL40_05_rfaG,99.738%;KL107_04_wza,100.0%;KL150_19_gmd,99.104%;KL107_08,100.0%;KL150_19_gmd,84.923%;KL107_05_wzb,100.0%
Klebsiella_pneumoniae_ATCC_BAA_2344	KL106	unknown (KL106)	Good	?	99.11%	99.99%	n/a	18 / 18 (100%)	KL106_01_galF,100.0%;KL106_02_cpsACP,100.0%;KL106_03_wzi,100.0%;KL106_04_wza,100.0%;KL106_05_wzb,100.0%;KL106_06_wzc,100.0%;KL106_07_wzy,100.0%;KL106_08,100.0%;KL106_09,100.0%;KL106_10_wecB,100.0%;KL106_11_wzx,100.0%;KL106_12,100.0%;KL106_13_wzx,100.0%;KL106_14,100.0%;KL106_15_rfbp,100.0%;KL106_16_gnd,100.0%;KL106_17,100.0%;KL106_18_ugd,100.0%		0		0 / 18 (0%)		4	KL40_03_wcpO,99.19%;KL40_04,99.504%;KL40_05_rfaG,98.95%;KL150_19_gmd,98.507%
Klebsiella_pneumoniae_ATCC_BAA_2473	KL2	K2	Very high		100.00%	99.74%	+1 bp	18 / 18 (100%)	KL2_01_galF,100.0%;KL2_02_cpsACP,100.0%;KL2_03_wzi,100.0%;KL2_04_wza,100.0%;KL2_05_wzb,100.0%;KL2_06_wzc,99.585%;KL2_07,99.721%;KL2_08,100.0%;KL2_09,99.743%;KL2_10,100.0%;KL2_11_wzx,99.588%;KL2_12,99.31%;KL2_13,99.552%;KL2_14_wcaJ,99.785%;KL2_15_gnd,99.574%;KL2_16_manC,99.788%;KL2_17_manB,100.0%;KL2_18_ugd,99.743%		0		0 / 18 (0%)		1	KL150_19_gmd,100.0%
Klebsiella_pneumoniae_ATCC_BAA_2782	KL17	K17	Perfect		100.00%	100.00%	0 bp	20 / 20 (100%)	KL17_01_galF,100.0%;KL17_02_cpsACP,100.0%;KL17_03_wzi,100.0%;KL17_04_wza,100.0%;KL17_05_wzb,100.0%;KL17_06_wzc,100.0%;KL17_07_wzy,100.0%;KL17_08_wctR,100.0%;KL17_09_wctS,100.0%;KL17_10_wctT,100.0%;KL17_11_wctU,100.0%;KL17_12_wcaJ,100.0%;KL17_13_wcmZ,100.0%;KL17_14_wzx,100.0%;KL17_15_gnd,100.0%;KL17_16_rmlB,100.0%;KL17_17_rmlA,100.0%;KL17_18_rmlD,100.0%;KL17_19_rmlC,100.0%;KL17_20_ugd,100.0%		0		0 / 20 (0%)		1	KL150_19_gmd,99.104%
Klebsiella_pneumoniae_ATCC_BAA_2783	KL51	K51	High	-	100.00%	99.94%	+1200 bp	15 / 16 (93.8%)	KL51_01_galF,100.0%;KL51_02_cpsACP,100.0%;KL51_03_wzi,100.0%;KL51_04_wza,100.0%;KL51_05_wzb,100.0%;KL51_06_wzc,100.0%;KL51_07_wcaJ,100.0%;KL51_08_wcpB,100.0%;KL51_09_wzy,100.0%;KL51_10_wcuF,100.0%;KL51_11_wcpA,100.0%;KL51_12_wzx,100.0%;KL51_13,100.0%;KL51_15_gnd,100.0%;KL51_16_ugd,100.0%	KL51_14_wcoZ	0		0 / 16 (0%)		4	KL50_10,99.434%;KL14_19_manC,99.788%;KL30_19_manB,99.145%;KL150_19_gmd,98.806%
Klebsiella_pneumoniae_ATCC_BAA_2784	KL107	unknown (KL107)	Very high		99.99%	99.99%	+1200 bp	16 / 16 (100%)	KL107_01_galF,99.666%;KL107_02_cpsACP,100.0%;KL107_03_wzi,100.0%;KL107_04_wza,100.0%;KL107_05_wzb,100.0%;KL107_06_wzc,99.857%;KL107_07_wbaP,100.0%;KL107_08,100.0%;KL107_09,100.0%;KL107_10,100.0%;KL107_11_gnd,100.0%;KL107_12,100.0%;KL107_13,100.0%;KL107_14,100.0%;KL107_15,100.0%;KL107_16_ugd,100.0%		0		0 / 16 (0%)		5	KL40_03_wcpO,99.19%;KL40_04,99.504%;KL40_05_rfaG,99.738%;KL150_19_gmd,99.104%;KL150_19_gmd,84.923%
Klebsiella_pneumoniae_ATCC_BAA_2785	KL106	unknown (KL106)	Good	?	99.11%	99.98%	n/a	18 / 18 (100%)	KL106_01_galF,100.0%;KL106_02_cpsACP,100.0%;KL106_03_wzi,100.0%;KL106_04_wza,100.0%;KL106_05_wzb,100.0%;KL106_06_wzc,100.0%;KL106_07_wzy,100.0%;KL106_08,100.0%;KL106_09,100.0%;KL106_10_wecB,100.0%;KL106_11_wzx,100.0%;KL106_12,100.0%;KL106_13_wzx,100.0%;KL106_14,100.0%;KL106_15_rfbp,100.0%;KL106_16_gnd,100.0%;KL106_17,100.0%;KL106_18_ugd,100.0%		0		0 / 18 (0%)		1	KL150_19_gmd,98.507%
Klebsiella_pneumoniae_ATCC_BAA_2786	KL107	unknown (KL107)	Very high		99.99%	99.99%	+1200 bp	16 / 16 (100%)	KL107_01_galF,99.666%;KL107_02_cpsACP,100.0%;KL107_03_wzi,100.0%;KL107_04_wza,100.0%;KL107_05_wzb,100.0%;KL107_06_wzc,99.861%;KL107_07_wbaP,100.0%;KL107_08,100.0%;KL107_09,100.0%;KL107_10,100.0%;KL107_11_gnd,100.0%;KL107_12,100.0%;KL107_13,100.0%;KL107_14,100.0%;KL107_15,100.0%;KL107_16_ugd,100.0%		0		0 / 16 (0%)		5	KL40_03_wcpO,99.19%;KL40_04,99.504%;KL40_05_rfaG,99.475%;KL150_19_gmd,99.104%;KL150_19_gmd,84.923%
Klebsiella_pneumoniae_ATCC_BAA_2787	KL107	unknown (KL107)	Very high		99.99%	99.99%	0 bp	16 / 16 (100%)	KL107_01_galF,99.666%;KL107_02_cpsACP,100.0%;KL107_03_wzi,100.0%;KL107_04_wza,100.0%;KL107_05_wzb,100.0%;KL107_06_wzc,99.861%;KL107_07_wbaP,100.0%;KL107_08,100.0%;KL107_09,100.0%;KL107_10,100.0%;KL107_11_gnd,100.0%;KL107_12,100.0%;KL107_13,100.0%;KL107_14,100.0%;KL107_15,100.0%;KL107_16_ugd,100.0%		0		0 / 16 (0%)		5	KL40_03_wcpO,99.19%;KL40_04,99.504%;KL40_05_rfaG,99.738%;KL150_19_gmd,99.104%;KL150_19_gmd,84.923%
Klebsiella_pneumoniae_ATCC_BAA_2788	KL106	unknown (KL106)	Good	?-*	99.11%	99.88%	n/a	17 / 18 (94.4%)	KL106_01_galF,100.0%;KL106_02_cpsACP,100.0%;KL106_03_wzi,100.0%;KL106_04_wza,100.0%;KL106_05_wzb,100.0%;KL106_06_wzc,100.0%;KL106_07_wzy,100.0%;KL106_08,100.0%;KL106_09,100.0%;KL106_10_wecB,85.062%;KL106_11_wzx,100.0%;KL106_12,100.0%;KL106_13_wzx,100.0%;KL106_14,100.0%;KL106_15_rfbp,99.74%;KL106_16_gnd,100.0%;KL106_18_ugd,100.0%	KL106_17	0		0 / 18 (0%)		4	KL40_03_wcpO,99.19%;KL40_04,99.504%;KL40_05_rfaG,98.95%;KL150_19_gmd,98.507%
Klebsiella_pneumoniae_ATCC_BAA_2789	KL107	unknown (KL107)	Very high		99.99%	99.98%	0 bp	16 / 16 (100%)	KL107_01_galF,99.666%;KL107_02_cpsACP,100.0%;KL107_03_wzi,100.0%;KL107_04_wza,100.0%;KL107_05_wzb,100.0%;KL107_06_wzc,99.722%;KL107_07_wbaP,100.0%;KL107_08,100.0%;KL107_09,100.0%;KL107_10,100.0%;KL107_11_gnd,100.0%;KL107_12,100.0%;KL107_13,100.0%;KL107_14,100.0%;KL107_15,100.0%;KL107_16_ugd,100.0%		0		0 / 16 (0%)		5	KL40_03_wcpO,99.19%;KL40_04,99.504%;KL40_05_rfaG,99.738%;KL150_19_gmd,99.104%;KL150_19_gmd,84.923%
Klebsiella_pneumoniae_ATCC_BAA_2790	KL106	unknown (KL106)	None	?-	99.11%	99.88%	n/a	13 / 18 (72.2%)	KL106_01_galF,100.0%;KL106_02_cpsACP,100.0%;KL106_03_wzi,100.0%;KL106_04_wza,100.0%;KL106_05_wzb,100.0%;KL106_06_wzc,100.0%;KL106_12,100.0%;KL106_13_wzx,100.0%;KL106_14,100.0%;KL106_15_rfbp,100.0%;KL106_16_gnd,100.0%;KL106_17,100.0%;KL106_18_ugd,100.0%	KL106_07_wzy;KL106_08;KL106_09;KL106_10_wecB;KL106_11_wzx	0		0 / 18 (0%)		4	KL40_03_wcpO,99.19%;KL40_04,99.504%;KL40_05_rfaG,98.95%;KL150_19_gmd,98.507%
Klebsiella_pneumoniae_ATCC_BAA_2814	KL107	unknown (KL107)	Very high		99.99%	100.00%	0 bp	16 / 16 (100%)	KL107_01_galF,100.0%;KL107_02_cpsACP,100.0%;KL107_03_wzi,100.0%;KL107_04_wza,100.0%;KL107_05_wzb,100.0%;KL107_06_wzc,99.861%;KL107_07_wbaP,100.0%;KL107_08,100.0%;KL107_09,100.0%;KL107_10,100.0%;KL107_11_gnd,100.0%;KL107_12,100.0%;KL107_13,100.0%;KL107_14,100.0%;KL107_15,100.0%;KL107_16_ugd,100.0%		0		0 / 16 (0%)		5	KL40_03_wcpO,98.988%;KL40_04,99.504%;KL40_05_rfaG,99.738%;KL150_19_gmd,99.104%;KL150_19_gmd,84.923%
Klebsiella_pneumoniae_ATCC_BAA_3060	KL125	unknown (KL125)	High	*	100.00%	90.34%	-10 bp	18 / 18 (100%)	KL125_01_galF,98.662%;KL125_02_cpsACP,96.19%;KL125_03_wzi,97.917%;KL125_04_wza,98.945%;KL125_05_wzb,94.406%;KL125_06_wzc,96.24%;KL125_07_wbaP,93.067%;KL125_08_wcaN,90.972%;KL125_09_wzy,92.908%;KL125_10,87.853%;KL125_11,91.481%;KL125_12_wcaG,92.727%;KL125_13_wcuH,91.912%;KL125_14_wzx,91.525%;KL125_15,86.025%;KL125_16,85.465%;KL125_17_gnd,97.655%;KL125_18_ugd,99.743%		0		0 / 18 (0%)		3	KL14_19_manC,100.0%;KL30_19_manB,98.932%;KL150_19_gmd,99.403%
Klebsiella_pneumoniae_ATCC_BAA_3061	KL107	unknown (KL107)	Very high		99.99%	99.99%	0 bp	16 / 16 (100%)	KL107_01_galF,99.666%;KL107_02_cpsACP,100.0%;KL107_03_wzi,100.0%;KL107_04_wza,100.0%;KL107_05_wzb,100.0%;KL107_06_wzc,99.861%;KL107_07_wbaP,100.0%;KL107_08,100.0%;KL107_09,100.0%;KL107_10,100.0%;KL107_11_gnd,100.0%;KL107_12,100.0%;KL107_13,100.0%;KL107_14,100.0%;KL107_15,100.0%;KL107_16_ugd,100.0%		0		0 / 16 (0%)		5	KL40_03_wcpO,99.19%;KL40_04,99.504%;KL40_05_rfaG,99.738%;KL150_19_gmd,99.104%;KL150_19_gmd,84.923%
Klebsiella_pneumoniae_ATCC_BAA_3062	KL17	K17	Very high		100.00%	99.99%	0 bp	20 / 20 (100%)	KL17_01_galF,100.0%;KL17_02_cpsACP,100.0%;KL17_03_wzi,100.0%;KL17_04_wza,100.0%;KL17_05_wzb,100.0%;KL17_06_wzc,100.0%;KL17_07_wzy,100.0%;KL17_08_wctR,100.0%;KL17_09_wctS,100.0%;KL17_10_wctT,100.0%;KL17_11_wctU,100.0%;KL17_12_wcaJ,100.0%;KL17_13_wcmZ,100.0%;KL17_14_wzx,100.0%;KL17_15_gnd,100.0%;KL17_16_rmlB,100.0%;KL17_17_rmlA,100.0%;KL17_18_rmlD,100.0%;KL17_19_rmlC,100.0%;KL17_20_ugd,100.0%		0		0 / 20 (0%)		2	KL40_05_rfaG,98.421%;KL150_19_gmd,99.104%
Klebsiella_pneumoniae_ATCC_BAA_3063	KL112	unknown (KL112)	Very high		100.00%	98.65%	0 bp	18 / 18 (100%)	KL112_01_galF,100.0%;KL112_02_cpsACP,99.524%;KL112_03_wzi,97.071%;KL112_04_wza,100.0%;KL112_05_wzb,99.31%;KL112_06_wzc,99.722%;KL112_07_wbaP,100.0%;KL112_08,99.516%;KL112_09_wzy,99.256%;KL112_10_wcaO,100.0%;KL112_11_wcaN,100.0%;KL112_12_wbaZ,98.961%;KL112_13_wcuV,99.699%;KL112_14_wzx,99.583%;KL112_15_gnd,100.0%;KL112_16_manC,99.576%;KL112_17_manB,99.781%;KL112_18_ugd,99.486%		0		0 / 18 (0%)		2	KL40_05_rfaG,98.158%;KL150_19_gmd,99.701%
Klebsiella_pneumoniae_ATCC_BAA_3064	KL17	K17	Very high		100.00%	99.98%	0 bp	20 / 20 (100%)	KL17_01_galF,100.0%;KL17_02_cpsACP,100.0%;KL17_03_wzi,100.0%;KL17_04_wza,100.0%;KL17_05_wzb,100.0%;KL17_06_wzc,99.723%;KL17_07_wzy,100.0%;KL17_08_wctR,100.0%;KL17_09_wctS,100.0%;KL17_10_wctT,100.0%;KL17_11_wctU,100.0%;KL17_12_wcaJ,100.0%;KL17_13_wcmZ,99.674%;KL17_14_wzx,100.0%;KL17_15_gnd,100.0%;KL17_16_rmlB,100.0%;KL17_17_rmlA,100.0%;KL17_18_rmlD,100.0%;KL17_19_rmlC,100.0%;KL17_20_ugd,100.0%		0		0 / 20 (0%)		2	KL40_05_rfaG,98.421%;KL150_19_gmd,99.104%
Klebsiella_pneumoniae_ATCC_BAA_3065	KL24	K24	Very high		100.00%	100.00%	+1910 bp	19 / 19 (100%)	KL24_01_galF,100.0%;KL24_02_cpsACP,100.0%;KL24_03_wzi,100.0%;KL24_04_wza,100.0%;KL24_05_wzb,100.0%;KL24_06_wzc,100.0%;KL24_07_wcuD,100.0%;KL24_08_wcuC,100.0%;KL24_09_wcuV,100.0%;KL24_10_wbaZ,100.0%;KL24_11_wcaJ,100.0%;KL24_12_wcuE,99.698%;KL24_13_wcuG,100.0%;KL24_14_wzy,100.0%;KL24_15_wzx,100.0%;KL24_16_gnd,100.0%;KL24_17_manC,100.0%;KL24_18_manB,100.0%;KL24_19_ugd,100.0%		0		0 / 19 (0%)		2	KL40_05_rfaG,98.158%;KL150_19_gmd,99.701%
Klebsiella_pneumoniae_ATCC_BAA_3066	KL64	K64	Perfect		100.00%	100.00%	0 bp	24 / 24 (100%)	KL64_01_galF,100.0%;KL64_02_cpsACP,100.0%;KL64_03_wzi,100.0%;KL64_04_wza,100.0%;KL64_05_wzb,100.0%;KL64_06_wzc,100.0%;KL64_07_wzx,100.0%;KL64_08_wcoV,100.0%;KL64_09,100.0%;KL64_10_wzy,100.0%;KL64_11_wcoU,100.0%;KL64_12_wcoT,100.0%;KL64_13_wcsF,100.0%;KL64_14_wcuK,100.0%;KL64_15_wbaZ,100.0%;KL64_16_wcaJ,100.0%;KL64_17_gnd,100.0%;KL64_18_manC,100.0%;KL64_19_manB,100.0%;KL64_20_rmlB,100.0%;KL64_21_rmlA,100.0%;KL64_22_rmlD,100.0%;KL64_23_rmlC,100.0%;KL64_24_ugd,100.0%		0		0 / 24 (0%)		2	KL40_05_rfaG,96.866%;KL150_19_gmd,98.806%
Klebsiella_pneumoniae_ATCC_BAA_3067	KL64	K64	Very high		100.00%	100.00%	0 bp	24 / 24 (100%)	KL64_01_galF,99.666%;KL64_02_cpsACP,100.0%;KL64_03_wzi,100.0%;KL64_04_wza,100.0%;KL64_05_wzb,100.0%;KL64_06_wzc,100.0%;KL64_07_wzx,100.0%;KL64_08_wcoV,100.0%;KL64_09,100.0%;KL64_10_wzy,100.0%;KL64_11_wcoU,100.0%;KL64_12_wcoT,100.0%;KL64_13_wcsF,100.0%;KL64_14_wcuK,100.0%;KL64_15_wbaZ,100.0%;KL64_16_wcaJ,100.0%;KL64_17_gnd,100.0%;KL64_18_manC,100.0%;KL64_19_manB,100.0%;KL64_20_rmlB,100.0%;KL64_21_rmlA,100.0%;KL64_22_rmlD,100.0%;KL64_23_rmlC,100.0%;KL64_24_ugd,100.0%		0		0 / 24 (0%)		2	KL40_05_rfaG,98.158%;KL150_19_gmd,98.806%
Klebsiella_pneumoniae_ATCC_BAA_3068	KL2	K2	Very high		100.00%	98.41%	+1 bp	18 / 18 (100%)	KL2_01_galF,99.331%;KL2_02_cpsACP,99.048%;KL2_03_wzi,98.416%;KL2_04_wza,100.0%;KL2_05_wzb,100.0%;KL2_06_wzc,99.862%;KL2_07,99.721%;KL2_08,100.0%;KL2_09,99.743%;KL2_10,100.0%;KL2_11_wzx,99.177%;KL2_12,99.483%;KL2_13,99.103%;KL2_14_wcaJ,99.785%;KL2_15_gnd,98.934%;KL2_16_manC,99.364%;KL2_17_manB,99.781%;KL2_18_ugd,100.0%		0		0 / 18 (0%)		4	KL40_03_wcpO,97.976%;KL40_04,99.752%;KL40_05_rfaG,99.475%;KL150_19_gmd,98.209%
Klebsiella_pneumoniae_ATCC_BAA_3069	KL106	unknown (KL106)	Good	?	99.11%	99.99%	n/a	18 / 18 (100%)	KL106_01_galF,100.0%;KL106_02_cpsACP,100.0%;KL106_03_wzi,100.0%;KL106_04_wza,100.0%;KL106_05_wzb,100.0%;KL106_06_wzc,100.0%;KL106_07_wzy,100.0%;KL106_08,100.0%;KL106_09,100.0%;KL106_10_wecB,100.0%;KL106_11_wzx,100.0%;KL106_12,100.0%;KL106_13_wzx,100.0%;KL106_14,100.0%;KL106_15_rfbp,100.0%;KL106_16_gnd,100.0%;KL106_17,100.0%;KL106_18_ugd,100.0%		0		0 / 18 (0%)		4	KL40_03_wcpO,99.19%;KL40_04,99.504%;KL40_05_rfaG,98.95%;KL150_19_gmd,98.507%
Klebsiella_pneumoniae_ATCC_BAA_3070	KL55	K55	Very high	*	100.00%	95.94%	-4 bp	20 / 20 (100%)	KL55_01_galF,99.331%;KL55_02_cpsACP,93.81%;KL55_03_wzi,98.117%;KL55_04_wza,100.0%;KL55_05_wzb,100.0%;KL55_06_wzc,98.892%;KL55_07_wcaA,99.346%;KL55_08_wcaJ,99.355%;KL55_09_wcpH,99.25%;KL55_10_wcpI,100.0%;KL55_11_wzy,98.357%;KL55_12_wcpJ,97.855%;KL55_13_wzx,99.286%;KL55_14,98.826%;KL55_15_gnd,99.787%;KL55_16_rmlB,98.873%;KL55_17_rmlA,98.264%;KL55_18_rmlD,98.99%;KL55_19_rmlC,96.757%;KL55_20_ugd,100.0%		0		0 / 20 (0%)		3	KL49_17_manC,100.0%;KL30_19_manB,99.136%;KL150_19_gmd,98.209%
Klebsiella_pneumoniae_ATCC_BAA_3071	KL183	unknown (KL183)	Very high		100.00%	95.04%	-4 bp	19 / 19 (100%)	KL183_01_galF,98.662%;KL183_02_cpsACP,96.19%;KL183_03_wzi,97.49%;KL183_04_wza,99.206%;KL183_05_wzb,100.0%;KL183_06_wzc,99.584%;KL183_07_wbaP,99.368%;KL183_08,98.355%;KL183_09_wcqC,97.665%;KL183_10,98.227%;KL183_11_wzx,96.242%;KL183_12,96.774%;KL183_13,98.542%;KL183_14_gnd,99.787%;KL183_15_rmlB,98.31%;KL183_16_rmlA,97.917%;KL183_17_rmlD,98.99%;KL183_18_rmlC,97.838%;KL183_19_ugd,100.0%		0		0 / 19 (0%)		5	KL158_18_rmlB,99.718%;KL150_19_gmd,98.806%;KL52_20_rmlD,99.357%;KL17_17_rmlA,100.0%;KL142_20_rmlC,99.459%
Klebsiella_pneumoniae_ATCC_BAA_3072	KL2	K2	Very high		100.00%	99.74%	+1 bp	18 / 18 (100%)	KL2_01_galF,100.0%;KL2_02_cpsACP,100.0%;KL2_03_wzi,100.0%;KL2_04_wza,100.0%;KL2_05_wzb,100.0%;KL2_06_wzc,99.585%;KL2_07,99.721%;KL2_08,100.0%;KL2_09,99.743%;KL2_10,100.0%;KL2_11_wzx,99.588%;KL2_12,99.31%;KL2_13,99.552%;KL2_14_wcaJ,99.785%;KL2_15_gnd,99.574%;KL2_16_manC,99.788%;KL2_17_manB,100.0%;KL2_18_ugd,99.743%		0		0 / 18 (0%)		1	KL150_19_gmd,100.0%
Klebsiella_pneumoniae_ATCC_BAA_3073	KL122	unknown (KL122)	Very high		100.00%	99.97%	0 bp	19 / 19 (100%)	KL122_01_galF,100.0%;KL122_02_cpsACP,99.524%;KL122_03_wzi,99.791%;KL122_04_wza,100.0%;KL122_05_wzb,100.0%;KL122_06_wzc,100.0%;KL122_07_wzy,99.755%;KL122_08_wcuC,100.0%;KL122_09_wckM,100.0%;KL122_10_wcuQ,99.749%;KL122_11_wcuD,99.754%;KL122_12,100.0%;KL122_13_wzx,100.0%;KL122_14_wbaZ,100.0%;KL122_15_wcaJ,100.0%;KL122_16_gnd,100.0%;KL122_17_manC,100.0%;KL122_18_manB,100.0%;KL122_19_ugd,99.743%		0		0 / 19 (0%)		4	KL40_03_wcpO,99.798%;KL40_04,99.504%;KL40_05_rfaG,100.0%;KL150_19_gmd,98.799%
Klebsiella_pneumoniae_ATCC_BAA_3074	KL47	K47	Very high		100.00%	99.40%	-13 bp	19 / 19 (100%)	KL47_01_galF,99.331%;KL47_02_cpsACP,96.19%;KL47_03_wzi,100.0%;KL47_04_wza,100.0%;KL47_05_wzb,100.0%;KL47_06_wzc,100.0%;KL47_07_wcaJ,100.0%;KL47_08_wcaA,99.671%;KL47_09,100.0%;KL47_10_wcqC,100.0%;KL47_11_wzy,99.76%;KL47_12_wcuT,100.0%;KL47_13_wzx,99.79%;KL47_14_gnd,100.0%;KL47_15_rmlB,99.718%;KL47_16_rmlA,99.31%;KL47_17_rmlD,99.663%;KL47_18_rmlC,100.0%;KL47_19_ugd,100.0%		0		0 / 19 (0%)		5	KL126_15_rmlB,99.437%;KL150_19_gmd,98.806%;KL52_20_rmlD,99.357%;KL12_20_rmlA,99.31%;KL12_22_rmlC,99.459%
