strain	species	species_match	contig_count	N50	largest_contig	total_size	ambiguous_bases	QC_warnings	ST	virulence_score	resistance_score	num_resistance_classes	num_resistance_genes	Yersiniabactin	YbST	Colibactin	CbST	Aerobactin	AbST	Salmochelin	SmST	RmpADC	RmST	rmpA2	wzi	K_locus	K_type	K_locus_problems	K_locus_confidence	K_locus_identity	K_locus_missing_genes	O_locus	O_type	O_locus_problems	O_locus_confidence	O_locus_identity	O_locus_missing_genes	AGly_acquired	Col_acquired	Fcyn_acquired	Flq_acquired	Gly_acquired	MLS_acquired	Phe_acquired	Rif_acquired	Sul_acquired	Tet_acquired	Tgc_acquired	Tmt_acquired	Bla_acquired	Bla_inhR_acquired	Bla_ESBL_acquired	Bla_ESBL_inhR_acquired	Bla_Carb_acquired	Bla_chr	SHV_mutations	Omp_mutations	Col_mutations	Flq_mutations	truncated_resistance_hits	spurious_resistance_hits	Chr_ST	gapA	infB	mdh	pgi	phoE	rpoB	tonB	ybtS	ybtX	ybtQ	ybtP	ybtA	irp2	irp1	ybtU	ybtT	ybtE	fyuA	clbA	clbB	clbC	clbD	clbE	clbF	clbG	clbH	clbI	clbL	clbM	clbN	clbO	clbP	clbQ	iucA	iucB	iucC	iucD	iutA	iroB	iroC	iroD	iroN	rmpA	rmpD	rmpC	spurious_virulence_hits
GCA_900451435.1_32512_E01_genomic	Klebsiella pneumoniae	strong	3	5177600	5177600	5297680	no	-	ST584	0	2	4	4	-	0	-	0	-	0	-	0	-	0	-	wzi96	KL38	K38	-	High	99.95%	KL38_04_wza,KL38_05_wzb	O3b	O3b	none	Very high	99.18%		aac(6')-Ib4^	-	-	-	-	-	-	-	-	-	-	dfrA14.v2*	-	-	SHV-12	-	VIM-1	SHV-168^	146V;238S;240K;35Q	-	-	-	qnrS1?-0%	-	ST584	4	1	2	1	1	7	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCA_900451445.1_49923_D01_genomic	Klebsiella pneumoniae	strong	5	5379490	5379490	5774474	no	-	ST258	0	2	8	10	-	0	-	0	-	0	-	0	-	0	-	wzi154	KL107	unknown (KL107)	none	Very high	100.00%		O1/O2v2	O2afg	none	Very high	98.38%		aac(6')-Ib'.v1;aac(6')-Ib'.v1;aadA2^;aph3-Ia.v1^	-	-	-	-	mphA	catA1^	-	sul1	-	-	dfrA12	TEM-1D.v1^	-	-	-	KPC-2	SHV-11.v1;SHV-11.v1	35Q;35Q	OmpK35-25%	-	GyrA-83I;ParC-80I	OXA-9.v1*-42%	-	ST258	3	3	1	1	1	1	79	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCA_900451455.1_45532_C02_genomic	Klebsiella pneumoniae	strong	6	5075336	5075336	5225216	no	-	ST82	0	0	0	0	-	0	-	0	-	0	-	0	rmp 2A; plasmid/chr (truncated)	106	-	wzi128	KL1	K1	-+	Good	99.48%	KL1_03_wzi	O1/O2v1	O1ab	none	Very high	98.59%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ST82	2	6	1	1	4	1	33	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	-	73-54%	12	4-17%	iroC_5*-0%
GCA_900451465.1_31436_F01_genomic	Klebsiella pneumoniae	strong	7	5335979	5335979	5641735	no	-	ST3776	0	0	1	0	-	0	-	0	-	0	-	0	-	0	-	-	unknown (KL107)	unknown (KL107)	?-	None	83.29%	KL107_02_cpsACP,KL107_03_wzi,KL107_04_wza,KL107_05_wzb,KL107_06_wzc,KL107_07_wbaP,KL107_08,KL107_09,KL107_10,KL107_11_gnd,KL107_12,KL107_13,KL107_14,KL107_15,KL107_16_ugd	unknown (O1/O2v1)	unknown (O1a)	-	None	98.38%	O1/O2v1_01_wzm,O1/O2v1_03_wbbM,O1/O2v1_04_glf,O1/O2v1_05_wbbN,O1/O2v1_06_wbbO,O1/O2v1_07_kfoC	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-75	-	-	PmrB-88%	-	-	-	ST3776	213	1	65	2	5	1	36	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCA_900451475.1_46514_E02_genomic	Klebsiella pneumoniae	strong	5	5078186	5078186	5452027	no	-	ST3766 (subsp. ozaenae)	4	0	0	0	ybt 10; ICEKp4 (truncated)	75-3LV	-	0	iuc 2A (truncated)	4-1LV	-	0	-	0	-	wzi283	unknown (KL4)	unknown (K4)	-+	Low	99.87%	KL4_03_wcuG,KL4_20_wza	O1/O2v1	unknown (O1/O2v1)	none	Very high	98.39%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-11.v1^	35Q	-	-	-	-	-	ST3766	10	163	1	9	12	4	9	3	12	32	3	20	250-1%	109*-61%	3	10	58-13%	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	5	4	3	11	6*-0%	-	-	-	-	65*-54%	-	-	rmpA_91*-0%
GCA_900451495.1_44787_D01_genomic	Klebsiella pneumoniae	strong	5	5226701	5226701	5607226	no	-	ST3768 (subsp. ozaenae)	4	0	0	0	ybt 10; ICEKp4	318	-	0	iuc 2A	46	-	0	-	0	-	wzi127	KL4	K4	-+	Good	99.85%	KL4_03_wcuG,KL4_20_wza	O1/O2v1	O2ac	none	Very high	98.42%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-11.v1^	35Q	-	-	-	-	-	ST3768	10	6	1	9	12	218	9	73	12	85	3	20	224	144	3	10	56	136	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	5	4	3	27	6	-	-	-	-	65*-54%	-	-	-
GCA_900451505.1_49923_E01_genomic	Klebsiella pneumoniae	strong	53	209618	400879	5469089	no	-	ST14	1	0	4	7	ybt 10; ICEKp4	106-2LV	-	0	-	0	-	0	-	0	-	wzi2	KL2	K2	none	Very high	99.74%		O1/O2v1	O1ab	none	Very high	99.97%		aac(6')-Il;aadA1.v1*;strA.v1;strB.v1	-	-	-	-	-	-	-	-	-	-	-	TEM-1D.v1^;TEM-1D.v1^;TEM-1D.v1^	-	-	-	-	SHV-11.v1^	35Q	OmpK36-31%	MgrB-49%	GyrA-83F	TEM-150*-12%;sul1?-0%	-	ST14	1	6	1	1	1	1	1	3	3	4	3	3	390	7	116	3	3	3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCA_900451515.1_45532_D02_genomic	Klebsiella pneumoniae	strong	7	5001518	5001518	5401424	no	-	ST82	0	0	0	0	-	0	-	0	-	0	-	0	rmp 2A; plasmid/chr (truncated)	17	-	wzi128	KL1	K1	-	High	99.48%	KL1_06_wzc	O1/O2v1	O1ab	none	Very high	98.59%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ST82	2	6	1	1	4	1	33	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	-	7	11	4-17%	iroC_5*-0%
GCA_900451525.1_31436_G01_genomic	Klebsiella variicola subsp. variicola	strong	4	5554105	5554105	5834167	no	-	ST3780	0	0	1	0	-	0	-	0	-	0	-	0	-	0	-	wzi57	unknown (KL57)	unknown (K57)	-	None	96.67%	KL57_02_cpsACP,KL57_04_wza,KL57_05_wzb,KL57_06_wzc,KL57_07_wcaJ,KL57_10_wckW,KL57_11_wzy,KL57_12,KL57_13_vanT,KL57_14_wbaZ,KL57_15_gnd,KL57_16_manC,KL57_17_manB	unknown (O5)	unknown (O5)	-	None	99.45%	O5_01_manC,O5_02_manB,O5_03_wzm,O5_05_wbdD,O5_06_wbdA,O5_08_wbdC	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	LEN-2^	-	OmpK35-20%;OmpK36-47%	PmrB-59%	-	-	-	ST3780	16	18	272	40	175	219	74	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCA_900451535.1_46514_D02_genomic	Klebsiella pneumoniae	strong	5	5092101	5092101	5483705	no	-	ST3766 (subsp. ozaenae)	4	0	0	0	ybt 10; ICEKp4 (truncated)	75-3LV	-	0	iuc 2A	4	-	0	-	0	-	wzi283	unknown (KL4)	unknown (K4)	-+	Low	99.87%	KL4_03_wcuG,KL4_20_wza	O1/O2v1	unknown (O1/O2v1)	none	Very high	98.39%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-11.v1^	35Q	-	-	-	-	-	ST3766	10	163	1	9	12	4	9	3	12	32	3	20	250-1%	109*-61%	3	10	58-13%	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	5	4	3	11	6	-	-	-	-	65*-54%	-	-	rmpA_91*-0%
GCA_900451545.1_32512_D01_genomic	Klebsiella pneumoniae	strong	4	5291130	5291130	5735418	no	-	ST3761	0	2	4	4	-	0	-	0	-	0	-	0	-	0	-	wzi14	KL14	K14	none	Very high	99.98%		O3b	O3b	none	Very high	99.15%		aac(6')-Ib4^	-	-	qnrS1	-	-	-	-	-	-	-	-	-	-	SHV-12	-	VIM-1	SHV-11.v1^	238S;240K;35Q;35Q	-	-	-	dfrA14.v2*-48%	-	ST3761	2	1	1	13	16	15	524	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCA_900451555.1_45665_C01_genomic	Klebsiella pneumoniae	strong	4	5153298	5153298	5663077	no	-	ST82	3	0	0	0	-	0	-	0	iuc 2A	29	iro unknown	0	rmp 2A; plasmid/chr (truncated)	18	-	wzi128	KL1	K1	none	Very high	99.48%		O1/O2v1	O1ab	none	Very high	98.59%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ST82	2	6	1	1	4	1	33	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3	4	3	3	4	3	5-2%	4	-	7	16	4-17%	rmpA_91*-0%
GCA_900451565.1_31436_E01_genomic	Klebsiella pneumoniae	strong	18	428978	1264959	5398904	no	-	ST3774	3	0	0	0	-	0	-	0	iuc unknown	0	iro 1 (truncated)	1-2LV	rmp 1; KpVP-1 (truncated)	107	rmpA2_6*-55%	-	unknown (KL2)	unknown (K2)	?-+*	None	99.57%	KL2_02_cpsACP,KL2_03_wzi,KL2_04_wza,KL2_05_wzb,KL2_06_wzc,KL2_07,KL2_09,KL2_10,KL2_11_wzx,KL2_14_wcaJ,KL2_16_manC,KL2_17_manB,KL2_18_ugd	O1/O2v1	O2a	-	High	98.40%	O1/O2v1_06_wbbO	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-1^	-	OmpK35-59%;OmpK36-1%	-	-	-	-	ST3774	9	4	270	249	1	1	528	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1*-77%	1*-80%	1	1*-40%	1*-9%	1*-1%	1*-12%	1	1	74-54%	58-79%	2	-
GCA_900451575.1_36734_E01_genomic	Klebsiella pneumoniae	strong	2	5229319	5229319	5388061	no	-	ST505	0	0	0	0	-	0	-	0	-	0	-	0	-	0	-	wzi64	KL64	K64	none	Very high	99.90%		O1/O2v1	O1a	none	Very high	98.65%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-108	35Q	-	-	-	-	-	ST505	7	1	5	1	1	1	84	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCA_900451585.1_32868_D02_genomic	Klebsiella pneumoniae	strong	4	5598939	5598939	5989157	no	-	ST14	1	2	9	25	ybt 14; ICEKp5 (truncated)	140-4LV	-	0	-	0	-	0	-	0	-	wzi2	unknown (KL2)	unknown (K2)	-+	None	99.58%	KL2_04_wza,KL2_05_wzb,KL2_06_wzc,KL2_14_wcaJ,KL2_15_gnd,KL2_16_manC,KL2_17_manB	unknown (O1/O2v1)	unknown (O2a)	-	None	99.86%	O1/O2v1_01_wzm,O1/O2v1_02_wzt,O1/O2v1_03_wbbM,O1/O2v1_06_wbbO	aac(3)-IIa.v1^;aac(3)-IId^;aac(6')-Ib'.v1;aac(6')-Ib-cr.v2;aadA*;aadA*;armA;sat-2;strA.v1*;strB.v1*	-	-	-	-	ereA2*;mphE.v2;msrE	catA1^;cmlA5	arr-2	sul1;sul1*;sul2;sul2*	-	-	-	CMY-4.v1;OXA-9.v1;TEM-1D.v1^	-	CTX-M-15	-	NDM-1	SHV-11.v1^;SHV-28.v1^	35Q	OmpK35-8%;OmpK36GD	-	ParC-80I	CTX-M-15*-18%;CTX-M-15*-35%;CTX-M-15*-51%;CatB4.v1*-31%;OXA-1*-45%;TEM-105*-12%;dfrA1.v1*-20%;strA.v1*-34%;strB.v1*-26%	DHA-1?-70%	ST14	1	6	1	1	1	1	1	4*-27%	4	31	4	1	67*-6%	171*-26%	2	4*-37%	4	36	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCA_900451595.1_45709_D01_genomic	Klebsiella pneumoniae	strong	8	5145484	5145484	5587086	no	-	ST3764	3	0	0	0	-	0	-	0	iuc 2A	29	iro unknown	0	rmp 2A; plasmid/chr	14	-	wzi128	KL1	K1	none	Very high	99.49%		O1/O2v1	O1ab	none	Very high	98.59%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ST3764	2	6	1	1	4	217	33	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3	4	3	3	4	3	5-2%	4	-	7	9	3	rmpA_91*-0%
GCA_900451605.1_45665_A01_genomic	Klebsiella pneumoniae	strong	7	5015282	5015282	5712240	no	-	ST3764	3	0	0	0	-	0	-	0	iuc 2A	29	iro unknown	0	rmp 2A; plasmid/chr	19	-	wzi128	KL1	K1	none	Very high	99.49%		O1/O2v1	O1ab	none	Very high	98.59%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ST3764	2	6	1	1	4	217	33	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3	4	3	3	4	3	5-2%	4	-	7	8	3	rmpA_91*-0%
GCA_900451615.1_45753_A01_genomic	Klebsiella pneumoniae	strong	6	5059613	5059613	5433803	no	-	ST82	3	0	0	0	-	0	-	0	iuc 2A	29	iro unknown,iro unknown	0,0	rmp 2A; plasmid/chr (truncated)	23	-	wzi128	KL1	K1	none	Very high	99.49%		O1/O2v1	O1ab	none	Very high	98.59%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ST82	2	6	1	1	4	1	33	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3	4	3	3	4	3,3*-1%	5*-2%,5*-2%	4,4*-38%	-,-	7	37	4-17%	rmpA_91*-0%
GCA_900451625.1_32512_C01_genomic	Klebsiella pneumoniae	strong	6	5431823	5431823	5855343	no	-	ST258	0	2	8	10	-	0	-	0	-	0	-	0	-	0	-	-	KL107	unknown (KL107)	-	Good	99.99%	KL107_03_wzi,KL107_04_wza	O1/O2v2	O2afg	none	Very high	98.38%		aadA2;aadA2^;aph3-Ia.v1^	-	-	-	-	mphA	catA1^	-	sul1;sul1	-	-	dfrA12	TEM-1D.v1^	-	-	-	KPC-3	SHV-11.v1;SHV-11.v1	35Q;35Q	OmpK35-25%;OmpK36GD	-	GyrA-83I;ParC-80I	OXA-9.v1*-42%;aac(6')-Ib'.v1*-69%	-	ST258	3	3	1	1	1	1	79	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCA_900451635.1_32512_G01_genomic	Klebsiella pneumoniae	strong	6	5520382	5520382	5636982	no	-	ST353	1	2	7	8	ybt unknown	0	-	0	-	0	-	0	-	0	-	wzi346	KL110	unknown (KL110)	-	High	99.06%	KL110_09	O3b	O3b	-	High	98.99%	O3b_04_wzt	aph3-Ia.v1^	-	-	-	-	ereA2	catA1^	-	sul1	-	-	dfrA14.v2*;dfrA5	TEM-1D.v1^	-	-	-	OXA-48	SHV-11.v1^	35Q	-	-	-	tet(C)*-77%	-	ST353	3	9	47	1	13	1	16	3	12	4*-24%	3*-40%	14	215*-37%	216*-68%	3*-29%	15	8*-66%	73*-60%	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCA_900451645.1_58174_D01_genomic	Klebsiella pneumoniae	strong	29	284353	1218354	5389641	no	-	ST3766-1LV (subsp. ozaenae)	1	0	0	0	ybt 10; ICEKp4 (truncated)	75-3LV	-	0	-	0	-	0	-	0	-	-	unknown (KL4)	unknown (K4)	?-+	Low	99.00%	KL4_03_wcuG,KL4_19_wzi,KL4_20_wza	O1/O2v1	unknown (O1/O2v1)	none	Very high	98.39%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-11.v1^	35Q	-	-	-	-	-	ST3766-1LV	10	163	1	9	12	4	-	3	12	32	3	20	250-1%	109*-61%	3	10	58-13%	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	65*-54%	-	-	-
GCA_900451655.1_45532_E02_genomic	Klebsiella pneumoniae	strong	4	5254385	5254385	5543766	no	-	ST3765	3	0	0	0	-	0	-	0	iuc 1	1	iro 1	2	rmp 1; KpVP-1 (truncated)	31-1LV	rmpA2_6-60%	wzi1	KL1	K1	-	High	99.99%	KL1_12_gmd	O1/O2v2	O1ab	-	High	99.11%	O1/O2v2_03_wbbM	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-11.v1^	35Q	-	-	-	-	-	ST3765	2	1	1	1	9	156	12	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	1	4	1	1	5-54%	74*	2	-
GCA_900451675.1_39304_F01_genomic	Klebsiella pneumoniae	strong	3	5269009	5269009	5295017	no	-	ST86	1	0	1	0	ybt 9; ICEKp3 (truncated)	217	-	0	-	0	-	0	-	0	-	wzi2	KL2	K2	-	High	99.94%	KL2_14_wcaJ	O1/O2v1	O2a	none	Very high	98.45%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-1^	-	-	MgrB-49%	-	-	-	ST86	9	4	2	1	1	1	27	5	5	6	5	1	9	218	4-39%	5	5	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCA_900451685.1_37554_B01_genomic	Klebsiella pneumoniae	strong	4	5003190	5003190	5423896	no	-	ST381 (subsp. ozaenae)	4	0	0	0	ybt 10; ICEKp4?	76	-	0	iuc 2A	47	-	0	-	0	-	wzi127	unknown (KL4)	unknown (K4)	-+	None	99.78%	KL4_20_wza	O1/O2v1	unknown (O1/O2v1)	-	High	98.40%	O1/O2v1_07_kfoC	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-11.v1^	35Q	-	-	-	-	-	ST381	10	6	1	9	12	42	9	3	12	32	3	56	11	229	3	10	56	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	5	16	3	11	6	-	-	-	-	41*-54%	-	-	rmpA_91*-0%
GCA_900451695.1_37637_D01_genomic	Klebsiella pneumoniae	strong	24	500003	1922599	5360814	no	-	ST3781 (subsp. ozaenae)	4	0	0	0	ybt unknown	0	-	0	iuc 2A (truncated)	47-2LV	-	0	-	0	-	wzi127	unknown (KL4)	unknown (K4)	?-+	Low	99.83%	KL4_20_wza,KL4_22_wzc,KL4_23_wcaJ	unknown (O1/O2v1)	unknown (O2ac)	-	None	98.31%	O1/O2v1_03_wbbM,O1/O2v1_05_wbbN,O1/O2v1_06_wbbO,O1/O2v1_07_kfoC	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-11.v1^	35Q	OmpK35-49%;OmpK36-0%	-	-	-	-	ST3781	10	6	1	250	12	220	9	3	12*-62%	32*-34%	3	56	225*-71%	231*-69%	3*-34%	10	56*-20%	2*	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	5*-43%	16	3*-81%	11	6	-	-	-	-	31*	-	-	rmpA_91*-0%
GCA_900451705.1_37554_A01_genomic	Klebsiella pneumoniae	strong	7	5055574	5055574	5484860	no	-	ST3768 (subsp. ozaenae)	4	0	0	0	ybt 10; ICEKp4 (truncated)	319-1LV	-	0	iuc 2A	46	-	0	-	0	-	wzi127	unknown (KL4)	unknown (K4)	?-+	None	99.86%	KL4_20_wza	O1/O2v1	O2a	none	Very high	98.41%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-11.v1^	35Q	-	-	-	-	-	ST3768	10	6	1	9	12	218	9	73*-27%	12	85	3	20	224	228	3	10	56	115	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	5	4	3	27	6	-	-	-	-	65*-54%	-	-	-
GCA_900451715.1_37419_D02_genomic	Klebsiella pneumoniae	strong	5	5296874	5296874	5706635	no	-	ST3	5	0	0	0	ybt 12; ICEKp10 (truncated)	126-1LV	clb 1 (truncated)	59-3LV	iuc 2A	54	-	0	rmp 2A; plasmid/chr (truncated)	108	-	wzi3	KL3	K3	none	Very high	99.59%		O1/O2v1	O1ab	none	Very high	98.28%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-1^	-	-	-	-	-	-	ST3	5	5	1	1	9	6	11	39	1	49	1	1	115	220*-2%	1	36	49	13	4*-78%	6*-9%	1	3	1	3	1	6	3	1	1	8	14	1	1*-48%	30	4	3	3	12	3*	-	-	-	65-54%	9	7	rmpA_91*-0%
GCA_900451725.1_38732_G01_genomic	Klebsiella pneumoniae	strong	2	5401175	5401175	5505946	no	-	ST67 (subsp. rhinoscleromatis)	4	0	0	0	ybt 11; ICE_rhino (truncated)	310-1LV	-	0	iuc 4	52	-	0	rmp 4; chromosomal	62	-	wzi135	KL3	K3	none	Very high	99.49%		O1/O2v2	O2afg	?-	Good	98.52%	O1/O2v2_08_gmlC,O1/O2v2_09_gmlB	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-206	-	-	-	-	-	-	ST67	2	1	9	1	15	5	28	6	6	7	86	1	10-11%	219	5	6	6	107*-25%	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	26	5	4	24	5	-	7-4%	-	-	8	39	15	iroD_9*-56%
GCA_900451735.1_40295_H02_genomic	Klebsiella pneumoniae	strong	7	3044325	3044325	5240444	no	-	ST93 (subsp. ozaenae)	4	0	0	0	ybt 10; ICEKp4 (truncated)	74-3LV	-	0	iuc 2A	4	-	0	rmp 2A; plasmid/chr (truncated)	169	-	wzi284	KL4	K4	-+	Good	99.81%	KL4_14_wcuD,KL4_17_wcuF,KL4_20_wza	O1/O2v1	O2ac	-	High	98.40%	O1/O2v1_07_kfoC	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-11.v1*	35Q	-	-	-	-	-	ST93	10	11	1	9	12	4	9	3	12	32	3	20	229*	181*-4%	3	10	29	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	5	4	3	11	6	-	-	-	-	41-54%	21	10-77%	iroN_8*-0%;rmpA_91*-0%;rmpA_91*-0%
GCA_900451745.1_39111_E02_genomic	Klebsiella pneumoniae	strong	5	5360327	5360327	5693271	no	-	ST416	2	0	0	0	ybt 17; ICEKp10	289	clb 3	55	-	0	-	0	-	0	-	wzi169	KL23	K23	none	Very high	99.96%		O1/O2v2	O1ab	none	Very high	98.87%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-14^	-	-	-	-	sul1*?-0%	-	ST416	2	38	1	1	7	4	89	6	15	5	4	11	28	26	2	11	4	2	2	9	2	2	2	2	2	8	4	2	2	2	2	2	2	-	-	-	-	-	-	-	-	-	-	-	-	-
GCA_900451755.1_38977_F01_genomic	Klebsiella pneumoniae	strong	6	5303041	5303041	5599284	no	-	ST3	2	0	0	0	ybt 12; ICEKp10 (truncated)	128	clb 1	59	-	0	-	0	rmp 2A; plasmid/chr	9	-	wzi3	KL3	K3	none	Very high	99.60%		O1/O2v1	O1a	none	Very high	98.28%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-1^	-	-	-	-	-	-	ST3	5	5	1	1	9	6	11	39	1	49	50	1	115	123-2%	1	36	49	13	4	6	1	3	1	3	1	6	3	1	1	8	14	1	1	-	-	-	-	-	3*	-	-	-	25	8	7	-
GCA_900451765.1_38977_D01_genomic	Klebsiella pneumoniae	strong	7	5314681	5314681	5715349	no	-	ST91 (subsp. ozaenae)	4	0	0	0	ybt 10; ICEKp12 (truncated)	115	-	0	iuc 2A	45	-	0	rmp 2A; plasmid/chr (truncated)	170	-	wzi6	KL6	K6	*	Very high	99.47%		O1/O2v1	O2ac	-	High	98.40%	O1/O2v1_07_kfoC	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-11.v1^	35Q	-	-	-	-	-	ST91	10	6	1	9	12	4	9	3	75	81	3	54	219	222	3	10	102	111-63%	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	28	4	3	11	54	-	-	-	-	31	20	10-77%	iroN_8*-0%
GCA_900451775.1_37637_B01_genomic	Klebsiella pneumoniae	strong	5	5305784	5305784	5741661	no	-	ST3783	5	0	0	0	ybt unknown	0	clb unknown	0	iuc 2A	54	-	0	rmp unknown	0	-	wzi3	unknown (KL3)	unknown (K3)	-	None	99.52%	KL3_12,KL3_16_gnd,KL3_17_manC,KL3_18_manB	unknown (O1/O2v1)	unknown (O1ab)	-	None	98.14%	O1/O2v1_02_wzt,O1/O2v1_03_wbbM,O1/O2v1_04_glf,O1/O2v1_05_wbbN	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-164*-9%	-	ST3783	217	5	1	1	9	6	11	39	1	88-14%	1*-33%	1*-72%	115*-3%	123*-2%	1	36*-48%	49*-79%	13	4	35*-6%	1	3*-40%	1	3*-30%	1*-30%	19*-2%	3*-32%	1*-13%	1*-3%	8*-4%	14*-7%	1	1*-48%	30	4	3	3	12	3*	-	-	-	25*-19%	8	7*-21%	rmpA_91*-0%
