Accession,Strain,Isolation_source,Culture_collection,Bioproject,BioSample,Host,Collection_date,Origin,lat,lon,Serovar,Genome Length,No. Contigs,Smallest Contig,Largest Contig,Average Contig Length,N50,non-ATCG,GC Content,Organism Name,ST,cgST,LIN code,Sublineage,Clonal Group,Species,Yersiniabactin,Colibactin,Aerobactin,Salmochelin,RmpADC,rmpA2,virulence_score,Bla_acquired,Bla_inhR_acquired,Bla_ESBL_acquired,Bla_ESBL_inhR_acquired,Bla_Carb_acquired,Bla_chr,SHV_mutations,Omp_mutations,Col_mutations,Flq_mutations,resistance_score,K_locus,K_type,K_locus_confidence,K_locus_problems,K_locus_identity,K_Missing_expected_genes,O_locus,O_type,O_locus_confidence,O_locus_problems,O_locus_identity,O_Missing_expected_genes
Klebsiella_pneumoniae_ATCC_BAA_2344,ATCC BAA-2344,Unknown,ATCC,Unknown,Unknown,Unknown,Unknown,Unknown,NA,NA,Unknown,5725888,14,103,5305700,408992,5305700,0,57.1,Klebsiella pneumoniae,258,636,"0,0,105,6,0,0,0,53,0,0",258,258,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",TEM-1D.v1^,-,SHV-12,-,KPC-2,SHV-11,238S;240K;35Q;35Q,OmpK35-25%,-,GyrA-83I;ParC-80I,Carb without colistin,KL106,unknown (KL106),Typeable,+!,100.00%,-,O1/O2v2,O2afg,Typeable,-,99.09%,-
Klebsiella_pneumoniae_ATCC_BAA_2473,ATCC BAA-2473,Human urine,ATCC,Unknown,Unknown,Unknown,Unknown,Unknown,NA,NA,Unknown,6008759,11,777,3003963,546250,2464088,0,56.9,Klebsiella pneumoniae,14,2771,"0,0,1,1,17,0,0,0,0,0",14,14,Klebsiella pneumoniae,ybt 14; ICEKp5,-,-,-,-,-,ybt only,CMY-4.v1;OXA-1;OXA-9.v1;TEM-1D.v1^,-,CTX-M-15,-,NDM-1,SHV-11^;SHV-28^,35Q,OmpK36GD,-,GyrA-83Y;GyrA-87G;ParC-80I,Carb without colistin,KL2,K2,Typeable,-,99.81%,-,O1/O2v1,O1ab,Typeable,!,100.00%,-
Klebsiella_pneumoniae_ATCC_BAA_2782,ATCC BAA-2782,Peritoneal fluid,ATCC,Unknown,Unknown,Unknown,Unknown,Unknown,NA,NA,Unknown,5728531,12,230,5346180,477377,5346180,0,56.7,Klebsiella pneumoniae,101,Novel,"0,0,84,0,8,0,4,1,*,*",101,101,Klebsiella pneumoniae,ybt 9; ICEKp3,-,-,-,-,-,ybt only,OXA-1,-,CTX-M-15,-,-,SHV-1^,-,OmpK36-0%,-,GyrA-83Y;GyrA-87G;ParC-80I,ESBL only,KL17,K17,Typeable,-,100.00%,-,O1/O2v1,O1ab,Typeable,!,98.97%,-
Klebsiella_pneumoniae_ATCC_BAA_2783,ATCC BAA-2783,Large colon,ATCC,Unknown,Unknown,Unknown,Unknown,Unknown,NA,NA,Unknown,5946842,26,283,4545013,228724,4545013,0,56.9,Klebsiella pneumoniae,16,Novel,"0,0,22,27,0,0,0,*,*,*",17,16,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",OXA-1;OXA-2;SCO-1;TEM-1D.v1^,-,CTX-M-15;CTX-M-2,-,-,SHV-1,-,OmpK35-80%;OmpK36-65%,-,GyrA-83F;GyrA-87N;ParC-84K,ESBL only,KL51,K51,Typeable,!,100.00%,-,O3b,O3b,Typeable,!,99.61%,-
Klebsiella_pneumoniae_ATCC_BAA_2784,ATCC BAA-2784,Urine,ATCC,Unknown,Unknown,Unknown,Unknown,Unknown,NA,NA,Unknown,5564720,3,72947,5366540,1854906,5366540,0,57.2,Klebsiella pneumoniae,258,Novel,"0,0,105,6,0,0,17,5,*,*",258,258,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,SHV-12,-,KPC-3,SHV-11^,238S;240K;35Q;35Q,OmpK35-25%;OmpK36-0%,-,GyrA-83I;GyrA-87N;ParC-80I,Carb without colistin,KL107,Capsule null,Typeable,!,99.97%,-,O1/O2v2,O2afg,Typeable,-,99.09%,-
Klebsiella_pneumoniae_ATCC_BAA_2785,ATCC BAA-2785,Unknown,ATCC,Unknown,Unknown,Unknown,Unknown,Unknown,NA,NA,Unknown,5706377,6,13841,5314902,951062,5314902,0,57.2,Klebsiella pneumoniae,258,24550,"0,0,105,6,0,0,0,0,58,0",258,258,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",TEM-1D.v1^,-,SHV-12,-,KPC-2,SHV-11,238S;240K;35Q;35Q,OmpK35-25%,-,GyrA-83I;ParC-80I,Carb without colistin,KL106,unknown (KL106),Typeable,+!,100.00%,-,O12,O12,Untypeable,-!,75.98%,O12_07_wzt;O12_03_rfbD;O12_06_wzm;O12_01_rfbB;O12_05_wbbL;O12_04_rfbC;O12_08_wbbB
Klebsiella_pneumoniae_ATCC_BAA_2786,ATCC BAA-2786,Deep wound,ATCC,Unknown,Unknown,Unknown,Unknown,Unknown,NA,NA,Unknown,5655202,4,20224,5368130,1413800,5368130,0,57.1,Klebsiella pneumoniae,258,24538,"0,0,105,6,0,0,17,5,56,0",258,258,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",OXA-9.v1;TEM-1D.v1^,-,SHV-12;SHV-12,-,KPC-3,-,238S;238S;240K;240K;35Q;35Q,OmpK35-25%;OmpK36_c25t,-,GyrA-83I;GyrA-87N;ParC-80I,Carb without colistin,KL107,unknown (KL107),Typeable,-,99.97%,-,O1/O2v2,O2afg,Typeable,-,99.06%,-
Klebsiella_pneumoniae_ATCC_BAA_2787,ATCC BAA-2787,Urine,ATCC,Unknown,Unknown,Unknown,Unknown,Unknown,NA,NA,Unknown,5611689,5,20224,5350357,1122337,5350357,0,57.1,Klebsiella pneumoniae,258,24627,"0,0,105,6,0,0,17,5,0,0",258,258,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",OXA-9.v1;TEM-1D.v1^,-,SHV-12,-,KPC-3,SHV-11^,238S;240K;35Q;35Q,OmpK35-25%,-,GyrA-83I;GyrA-87N;ParC-80I,Carb without colistin,KL107,unknown (KL107),Typeable,-,99.97%,-,O1/O2v2,O2afg,Typeable,-,99.09%,-
Klebsiella_pneumoniae_ATCC_BAA_2788,ATCC BAA-2788,Urine,ATCC,Unknown,Unknown,Unknown,Unknown,Unknown,NA,NA,Unknown,5671467,5,13841,5334741,1134293,5334741,0,57.2,Klebsiella pneumoniae,258,229,"0,0,105,6,0,0,0,100,0,0",258,258,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",TEM-1D.v1^,-,SHV-12,-,KPC-2,SHV-11^,238S;240K;35Q;35Q,OmpK35-25%,-,GyrA-83I;ParC-80I,Carb without colistin,KL106,unknown (KL106),Typeable,+!,99.99%,-,O1/O2v2,O2afg,Typeable,-,99.09%,-
Klebsiella_pneumoniae_ATCC_BAA_2789,ATCC BAA-2789,Blood,ATCC,Unknown,Unknown,Unknown,Unknown,Unknown,NA,NA,Unknown,5663966,4,15271,5363433,1415991,5363433,0,57.2,Klebsiella pneumoniae,258,24620,"0,0,105,6,1,0,5,0,0,0",258,258,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",OXA-9.v1;TEM-1D.v1^,-,SHV-12,-,KPC-3,SHV-11^,238S;240K;35Q;35Q,OmpK35-25%,-,GyrA-83I;ParC-80I,Carb without colistin,KL107,unknown (KL107),Typeable,-,99.96%,-,O1/O2v2,O2afg,Typeable,-,99.09%,-
Klebsiella_pneumoniae_ATCC_BAA_2790,ATCC BAA-2790,Wound,ATCC,Unknown,Unknown,Unknown,Unknown,Unknown,NA,NA,Unknown,5731904,5,13778,5351513,1146380,5351513,0,57.1,Klebsiella pneumoniae,258,2694,"0,0,105,6,0,0,0,37,0,0",258,258,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",TEM-1D.v1^,-,SHV-12;SHV-12,-,KPC-2,-,238S;238S;240K;240K;35Q;35Q,OmpK35-25%,-,GyrA-83I;ParC-80I,Carb without colistin,KL106,Capsule null,Typeable,+!,99.09%,-,O1/O2v2,O2afg,Typeable,-,99.09%,-
Klebsiella_pneumoniae_ATCC_BAA_2814,ATCC BAA-2814,Human with leukemia/lymphoma,ATCC,Unknown,Unknown,Unknown,Unknown,Unknown,NA,NA,Unknown,5822330,10,107,5437548,582233,5437548,0,57,Klebsiella pneumoniae,512,1972,"0,0,105,6,0,0,17,53,0,0",258,258,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",TEM-1D.v1^,-,-,-,KPC-3,SHV-11,35Q,OmpK35-25%;OmpK36GD,-,GyrA-83I;ParC-80I,Carb without colistin,KL107,unknown (KL107),Typeable,-,99.99%,-,O1/O2v2,O2afg,Typeable,-,99.07%,-
Klebsiella_pneumoniae_ATCC_BAA_3060,ATCC BAA-3060,Urine,ATCC,Unknown,Unknown,Unknown,Unknown,Unknown,NA,NA,Unknown,5784026,8,130,5102746,723003,5102746,0,56.8,Klebsiella pneumoniae,589,Novel,"0,0,589,0,0,*,*,*,*,*",10362,10802,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",DHA-7;OXA-1;TEM-1D.v1^,-,-,-,-,SHV-11^;SHV-11^,35Q;35Q,-,-,GyrA-83Y,ESBL and Carb negative,KL125,unknown (KL125),Typeable,-,93.53%,-,O3/O3a,O3/O3a,Typeable,-,98.44%,-
Klebsiella_pneumoniae_ATCC_BAA_3061,ATCC BAA-3061,Respiratory; endotracheal aspirate,ATCC,Unknown,Unknown,Unknown,Unknown,Unknown,NA,NA,Unknown,5659228,5,2058,5282723,1131845,5282723,0,57.1,Klebsiella pneumoniae,258,4171,"0,0,105,6,0,0,17,5,34,0",258,258,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",OXA-1;TEM-1D.v1^,-,CTX-M-15,-,KPC-3;KPC-3,SHV-11,35Q,OmpK35-25%,-,GyrA-83I;ParC-80I,Carb without colistin,KL107,unknown (KL107),Typeable,-,99.97%,-,O1/O2v2,O2afg,Typeable,-,99.09%,-
Klebsiella_pneumoniae_ATCC_BAA_3062,ATCC BAA-3062,Blood,ATCC,Unknown,Unknown,Unknown,Unknown,Unknown,NA,NA,Unknown,5633815,6,5359,5408715,938969,5408715,0,57,Klebsiella pneumoniae,101,Novel,"0,0,84,0,8,0,0,*,*,*",101,101,Klebsiella pneumoniae,ybt 9; ICEKp3,-,-,-,-,-,ybt only,OXA-9.v1,-,CTX-M-15;CTX-M-15;CTX-M-15,-,OXA-48,SHV-1^,-,OmpK35-17%;OmpK36GD,-,GyrA-83Y;GyrA-87N;ParC-80I,Carb without colistin,KL17,K17,Typeable,-,100.00%,-,O1/O2v1,O1ab,Typeable,-,98.92%,-
Klebsiella_pneumoniae_ATCC_BAA_3063,ATCC BAA-3063,Blood,ATCC,Unknown,Unknown,Unknown,Unknown,Unknown,NA,NA,Unknown,5711924,6,2058,5317688,951987,5317688,0,57,Klebsiella pneumoniae,15,Novel,"0,0,0,0,2,0,77,*,*,*",15,15,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",OXA-1;TEM-1D.v1^,-,CTX-M-15,-,NDM-16,SHV-28^,-,OmpK36GD,-,GyrA-83F;GyrA-87A;ParC-80I,Carb without colistin,KL112,unknown (KL112),Typeable,-,99.53%,-,O1/O2v1,O1ab,Typeable,-,99.19%,-
Klebsiella_pneumoniae_ATCC_BAA_3064,ATCC BAA-3064,Abscess,ATCC,Unknown,Unknown,Unknown,Unknown,Unknown,NA,NA,Unknown,5639955,13,135,5498669,433842,5498669,0,57,Klebsiella pneumoniae,101,Novel,"0,0,84,0,8,0,9,*,*,*",101,101,Klebsiella pneumoniae,ybt 9; ICEKp3,-,-,-,-,-,ybt only,OXA-9.v1;TEM-1D.v1^;TEM-1D.v1^,-,CTX-M-14^,-,OXA-48,SHV-1^,-,OmpK35-17%;OmpK36GD,-,GyrA-83Y;GyrA-87N;ParC-80I,Carb without colistin,KL17,K17,Typeable,-,99.97%,-,O1/O2v1,O1ab,Typeable,!,98.89%,-
Klebsiella_pneumoniae_ATCC_BAA_3065,ATCC BAA-3065,Urine,ATCC,Unknown,Unknown,Unknown,Unknown,Unknown,NA,NA,Unknown,5685259,5,1158,5306962,1137051,5306962,0,57,Klebsiella pneumoniae,11,Novel,"0,0,105,11,0,*,*,*,*,*",258,3666,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",CMY-6;OXA-1;TEM-1D.v1^,-,CTX-M-15;CTX-M-15,-,NDM-1,SHV-11,35Q,-,-,GyrA-83F;GyrA-87A;ParC-80I,Carb without colistin,KL24,K24,Typeable,-,99.98%,-,O1/O2v1,O2a,Typeable,-,99.15%,-
Klebsiella_pneumoniae_ATCC_BAA_3066,ATCC BAA-3066,Wound,ATCC,Unknown,Unknown,Unknown,Unknown,Unknown,NA,NA,Unknown,5678469,13,149,5394163,436805,5394163,0,57,Klebsiella pneumoniae,147,Novel,"0,0,197,0,4,0,10,11,*,*",147,147,Klebsiella pneumoniae,ybt 10; ICEKp4,-,-,-,-,-,ybt only,-,-,CTX-M-15,-,OXA-181,SHV-11^,35Q,OmpK35-76%;OmpK36TD,-,GyrA-83I;ParC-80I,Carb without colistin,KL64,K64,Typeable,-,100.00%,-,O1/O2v1,O2a,Typeable,!,99.14%,-
Klebsiella_pneumoniae_ATCC_BAA_3067,ATCC BAA-3067,Carbuncle,ATCC,Unknown,Unknown,Unknown,Unknown,Unknown,NA,NA,Unknown,5596027,2,216975,5379052,2798013,5379052,0,57.2,Klebsiella pneumoniae,11,Novel,"0,0,105,0,*,*,*,*,*,*",258,340,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",OXA-9.v1;TEM-1D.v1^,-,OXA-163,-,-,SHV-11,35Q,OmpK35-41%;OmpK36-71%,-,GyrA-83I;ParC-80I,ESBL only,KL64,K64,Typeable,-,99.99%,-,O1/O2v1,O2a,Typeable,-,99.03%,-
Klebsiella_pneumoniae_ATCC_BAA_3068,ATCC BAA-3068,Endotracheal aspirate,ATCC,Unknown,Unknown,Unknown,Unknown,Unknown,NA,NA,Unknown,5650895,5,12910,5273760,1130179,5273760,0,57.1,Klebsiella pneumoniae,881,Novel,"0,0,392,0,0,0,2,0,*,*",881,881,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",TEM-1D.v1^,-,-,-,GES-6^;KPC-2,SHV-27,156D,OmpK36-9%,-,GyrA-83F,Carb without colistin,KL2,K2,Typeable,-,99.55%,-,O1/O2v2,O1ab,Typeable,-,99.21%,-
Klebsiella_pneumoniae_ATCC_BAA_3069,ATCC BAA-3069,Peritoneal fluid,ATCC,Unknown,Unknown,Unknown,Unknown,Unknown,NA,NA,Unknown,5562093,11,131,5351921,505644,5351921,0,57.2,Klebsiella pneumoniae,258,Novel,"0,0,105,6,0,0,0,0,*,*",258,258,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",TEM-1D.v1^,-,-,-,KPC-2;KPC-2,SHV-11,35Q,OmpK35-25%,MgrB-60%,GyrA-83I;ParC-80I,Carb with colistin,KL106,unknown (KL106),Typeable,+!,100.00%,-,O1/O2v2,O2afg,Typeable,-,99.09%,-
Klebsiella_pneumoniae_ATCC_BAA_3070,ATCC BAA-3070,Urine,ATCC,Unknown,Unknown,Unknown,Unknown,Unknown,NA,NA,Unknown,5274112,3,52350,5126303,1758037,5126303,0,57.8,Klebsiella quasipneumoniae,6012,Novel,"2,1,169,0,*,*,*,*,*,*",11335,12346,Klebsiella quasipneumoniae subsp. similipneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,CTX-M-74^,-,IMP-6,OKP-B-8^,-,OmpK36-8%,-,-,Carb without colistin,KL55,K55,Typeable,-,98.77%,-,O3/O3a,O3/O3a,Typeable,-,98.73%,-
Klebsiella_pneumoniae_ATCC_BAA_3071,ATCC BAA-3071,Abscess,ATCC,Unknown,Unknown,Unknown,Unknown,Unknown,NA,NA,Unknown,5702240,8,496,5183721,712780,5183721,0,57,Klebsiella pneumoniae,336,Novel,"0,0,22,24,28,*,*,*,*,*",17,17,Klebsiella pneumoniae,ybt 15; ICEKp11,-,-,-,-,-,ybt only,OXA-1;OXA-370;TEM-1D.v1^,-,CTX-M-15,-,-,SHV-11^,35Q,-,-,-,ESBL only,KL183,unknown (KL183),Typeable,-,98.40%,-,OL13,O13,Typeable,!,96.49%,-
Klebsiella_pneumoniae_ATCC_BAA_3072,ATCC BAA-3072,Urine,ATCC,Unknown,Unknown,Unknown,Unknown,Unknown,NA,NA,Unknown,5833983,5,2095,5331875,1166796,5331875,0,56.8,Klebsiella pneumoniae,14,Novel,"0,0,1,1,17,0,4,0,*,*",14,14,Klebsiella pneumoniae,ybt 14; ICEKp5,-,-,-,-,-,ybt only,OXA-1,-,-,-,NDM-1;OXA-232,SHV-28^,-,OmpK36GD,-,GyrA-83Y;GyrA-87G;ParC-80I,Carb without colistin,KL2,K2,Typeable,-,99.81%,-,O1/O2v1,O1ab,Typeable,!,100.00%,-
Klebsiella_pneumoniae_ATCC_BAA_3073,ATCC BAA-3073,Urine,ATCC,Unknown,Unknown,Unknown,Unknown,Unknown,NA,NA,Unknown,5932601,9,613,5174062,659177,5174062,0,56.7,Klebsiella pneumoniae,17,Novel,"0,0,22,12,*,*,*,*,*,*",17,1123,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,SHV-12,-,VIM-42,SHV-11^,238S;240K;35Q;35Q,-,-,-,Carb without colistin,KL122,unknown (KL122),Typeable,-,99.91%,-,O1/O2v2,O1ab,Typeable,-,99.04%,-
Klebsiella_pneumoniae_ATCC_BAA_3074,ATCC BAA-3074,Sputum,ATCC,Unknown,Unknown,Unknown,Unknown,Unknown,NA,NA,Unknown,5797456,5,754,5442769,1159491,5442769,0,57,Klebsiella pneumoniae,11,Novel,"0,0,105,2,0,0,2,7,*,*",258,11,Klebsiella pneumoniae,ybt 9; ICEKp3,-,iuc 1,-,-,rmpA2_6-60%,iuc and ybt (without clb),TEM-1D.v1^,-,CTX-M-65,-,KPC-2,SHV-11,35Q,OmpK35-17%;OmpK36GD,-,GyrA-83I;GyrA-87G;ParC-80I,Carb without colistin,KL47,K47,Typeable,-,99.65%,-,OL13,O13,Typeable,+!,97.64%,-
Klebsiella_pneumoniae_ATCC_BAA_3075,ATCC BAA-3075,Respiratory sputum,ATCC,Unknown,Unknown,Unknown,Unknown,Unknown,NA,NA,Unknown,5897407,5,1697,5421937,1179481,5421937,0,57.5,Klebsiella quasipneumoniae,571,Novel,"2,0,53,1,0,*,*,*,*,*",10237,12293,Klebsiella quasipneumoniae subsp. quasipneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",LAP-2;TEM-1D.v1^,-,CTX-M-15;CTX-M-27,-,NDM-1,OKP-A-17^,-,-,-,-,Carb without colistin,KL64,K64,Typeable,-,98.59%,-,O5,O5,Typeable,-,98.58%,-
Klebsiella_pneumoniae_ATCC_BAA_3076,ATCC BAA-3076,Respiratory sputum,ATCC,Unknown,Unknown,Unknown,Unknown,Unknown,NA,NA,Unknown,5976791,11,229,5376036,543344,5376036,0,56.6,Klebsiella pneumoniae,258,Novel,"0,0,105,6,0,0,0,*,*,*",258,258,Klebsiella pneumoniae,ybt 13; ICEKp2,-,-,-,-,-,ybt only,CMY-13;TEM-1D.v1^,-,SHV-12,-,KPC-2;VIM-1,SHV-11^,238S;240K;35Q;35Q,OmpK35-25%;OmpK36GD,MgrB-60%,GyrA-83I;ParC-80I,Carb with colistin,KL106,unknown (KL106),Typeable,+!,99.99%,-,O1/O2v2,O2afg,Typeable,-,99.09%,-
Klebsiella_pneumoniae_ATCC_BAA_3077,ATCC BAA-3077,Endotracheal aspirate,ATCC,Unknown,Unknown,Unknown,Unknown,Unknown,NA,NA,Unknown,5722034,9,266,5473533,635781,5473533,0,56.7,Klebsiella pneumoniae,101,1494,"0,0,84,0,8,0,6,0,0,0",101,101,Klebsiella pneumoniae,ybt 9; ICEKp3,-,-,-,-,-,ybt only,OXA-1;OXA-1;TEM-1D.v1^;TEM-1D.v1^,-,CTX-M-15;GES-1.v1,-,-,SHV-1^,-,-,-,GyrA-83Y;GyrA-87G;ParC-80I,ESBL only,KL17,K17,Typeable,-,100.00%,-,O1/O2v1,O1ab,Typeable,-,98.90%,-
Klebsiella_pneumoniae_ATCC_BAA_3078,ATCC BAA-3078,Urine,ATCC,Unknown,Unknown,Unknown,Unknown,Unknown,NA,NA,Unknown,5525115,8,134,5007616,690639,5007616,0,57.3,Klebsiella pneumoniae,323,Novel,"0,0,363,1,2,1,0,*,*,*",323,323,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",OXA-1;TEM-1D.v1^,-,CTX-M-15;CTX-M-15,-,-,SHV-1^,-,-,-,-,ESBL only,KL21,K21,Typeable,-,100.00%,-,O3b,O3b,Typeable,-,99.68%,-
Klebsiella_pneumoniae_ATCC_BAA_3079,ATCC BAA-3079,Furuncle,ATCC,Unknown,Unknown,Unknown,Unknown,Unknown,NA,NA,Unknown,5944085,7,4167,5298473,849155,5298473,0,56.6,Klebsiella pneumoniae,2292,Novel,"0,0,197,0,4,10,0,6,*,*",147,147,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",MOX-2,-,-,-,KPC-2;VIM-1,SHV-11^;SHV-1^,35Q,OmpK35-48%;OmpK36GD,-,GyrA-83I;ParC-80I,Carb without colistin,KL64,K64,Typeable,-,100.00%,-,O1/O2v1,O2a,Typeable,-,99.03%,-
Klebsiella_pneumoniae_subsp_ozaenae_ATCC_11296,ATCC 11296,Unknown,ATCC,Unknown,Unknown,Unknown,Unknown,Unknown,NA,NA,Unknown,5372589,12,162,5054985,447715,5054985,0,57.1,Klebsiella pneumoniae,91,3992,"0,0,439,0,0,0,0,0,0,0",91,91,Klebsiella pneumoniae,-,-,iuc 2A,-,-,-,iuc (without ybt or clb),-,-,-,-,-,SHV-11^,35Q,-,-,-,ESBL and Carb negative,KL4,K4,Untypeable,+!,99.98%,-,O1/O2v1,O2ac,Typeable,!,99.46%,-
Klebsiella_pneumoniae_subsp_pneumoniae_ATCC_10031,ATCC 10031,Unknown,ATCC,Unknown,Unknown,Unknown,Unknown,Unknown,NA,NA,Unknown,5278269,1,5278269,5278269,5278269,5278269,0,57.5,Klebsiella pneumoniae,86,3714,"0,0,395,0,9,0,0,0,0,0",86,86,Klebsiella pneumoniae,-,-,-,-,rmp 1; KpVP-1,-,"ybt, clb and iuc negative",-,-,-,-,-,SHV-1^,-,-,MgrB-49%,-,ESBL and Carb negative,KL2,Capsule null,Typeable,!,99.89%,-,O1/O2v1,O2a,Typeable,-,99.26%,-
Klebsiella_pneumoniae_subsp_pneumoniae_ATCC_10273,ATCC 10273,Type 3,ATCC,Unknown,Unknown,Unknown,Unknown,Unknown,NA,NA,Unknown,5557706,6,2028,5299897,926284,5299897,0,57,Klebsiella pneumoniae,3,3713,"0,0,421,0,1,0,0,0,0,0",3,3,Klebsiella pneumoniae,ybt 12; ICEKp10 (truncated),clb 1,-,-,rmp 2A; plasmid/chr,-,clb + ybt (or clb only),-,-,-,-,-,SHV-1^,-,-,-,-,ESBL and Carb negative,KL3,K3,Typeable,!,99.64%,-,O1/O2v1,O1ab,Typeable,-,99.08%,-
Klebsiella_pneumoniae_subsp_pneumoniae_ATCC_10872,ATCC 10872,Unknown,ATCC,Unknown,Unknown,Unknown,Unknown,Unknown,NA,NA,Unknown,5441290,5,598,5207553,1088258,5207553,0,57.3,Klebsiella pneumoniae,86,Novel,"0,0,395,0,9,0,0,0,*,*",86,86,Klebsiella pneumoniae,ybt 9; ICEKp3 (truncated),-,iuc 1,-,rmp 1; KpVP-1,rmpA2_9,iuc and ybt (without clb),-,-,-,-,-,SHV-1^,-,-,MgrB-49%,-,ESBL and Carb negative,KL2,K2,Typeable,-,99.90%,-,O1/O2v1,O2a,Typeable,-,99.22%,-
Klebsiella_pneumoniae_subsp_pneumoniae_ATCC_12657,ATCC 12657,Unknown,ATCC,Unknown,Unknown,Unknown,Unknown,Unknown,NA,NA,Unknown,5362072,7,163,4772008,766010,4772008,0,57.4,Klebsiella pneumoniae,29,Novel,"0,0,137,12,0,0,0,*,*,*",29,10193,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,SHV-187,-,-,-,-,ESBL and Carb negative,KL54,K54,Typeable,-,99.96%,-,O1/O2v2,O1ab,Typeable,-,99.35%,-
Klebsiella_pneumoniae_subsp_pneumoniae_ATCC_132,ATCC 132,Unknown,ATCC,Unknown,Unknown,Unknown,Unknown,Unknown,NA,NA,Unknown,5261895,2,43480,5218415,2630947,5218415,0,57.6,Klebsiella pneumoniae,86,3341,"0,0,395,0,6,0,0,0,0,0",86,86,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,SHV-1^,-,-,-,-,ESBL and Carb negative,KL2,K2,Typeable,-,99.92%,-,O1/O2v1,O1ab,Typeable,-,99.30%,-
Klebsiella_pneumoniae_subsp_pneumoniae_ATCC_13882,ATCC 13882,Water,ATCC,Unknown,Unknown,Unknown,Unknown,Unknown,NA,NA,Unknown,5387962,2,158741,5229221,2693981,5229221,0,57.4,Klebsiella pneumoniae,505,Novel,"0,0,410,0,0,0,0,0,*,*",505,505,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,SHV-108,35Q,-,-,-,ESBL and Carb negative,KL64,K64,Typeable,-,99.93%,-,O1/O2v1,O1ab,Typeable,-,99.08%,-
Klebsiella_pneumoniae_subsp_pneumoniae_ATCC_13883,ATCC 13883,Unknown,ATCC,Unknown,Unknown,Unknown,Unknown,Unknown,NA,NA,Unknown,5548441,6,2026,5248952,924740,5248952,0,57,Klebsiella pneumoniae,3,16298,"0,0,421,0,1,0,0,1,0,0",3,3,Klebsiella pneumoniae,ybt 12; ICEKp10 (truncated),clb 1,-,-,rmp 2A; plasmid/chr,-,clb + ybt (or clb only),-,-,-,-,-,SHV-1^,-,-,-,-,ESBL and Carb negative,KL3,K3,Typeable,!,99.55%,-,O1/O2v1,O1ab,Typeable,-,99.08%,-
Klebsiella_pneumoniae_subsp_pneumoniae_ATCC_13886,ATCC 13886,Pneumoniae,ATCC,Unknown,Unknown,Unknown,Unknown,Unknown,NA,NA,Unknown,5281905,5,10910,5042395,1056381,5042395,0,57.4,Klebsiella pneumoniae,82,3710,"0,0,438,0,0,0,0,0,0,0",82,82,Klebsiella pneumoniae,-,-,-,-,rmp 2A; plasmid/chr (truncated),-,"ybt, clb and iuc negative",-,-,-,-,-,-,-,-,-,-,ESBL and Carb negative,KL1,K1,Typeable,-,99.54%,-,O1/O2v1,O1ab,Typeable,-,99.28%,-
Klebsiella_pneumoniae_subsp_pneumoniae_ATCC_15380,ATCC 15380,Unknown,ATCC,Unknown,Unknown,Unknown,Unknown,Unknown,NA,NA,Unknown,5511964,2,205331,5306633,2755982,5306633,0,57.2,Klebsiella pneumoniae,375,46,"0,0,390,0,0,0,0,0,0,0",375,375,Klebsiella pneumoniae,-,-,iuc 1,iro 1,rmp 1; KpVP-1,rmpA2_5-54%,iuc (without ybt or clb),-,-,-,-,-,SHV-1^,-,-,-,-,ESBL and Carb negative,KL2,K2,Typeable,-,99.54%,-,O1/O2v2,O1ab,Typeable,-,99.17%,-
