Accession,Genome ID,Genome Name,Genome Length,No. Contigs,Smallest Contig,Largest Contig,Average Contig Length,N50,non-ATCG,GC Content,Organism Name,ST,cgST,LIN code,Sublineage,Clonal Group,species,Yersiniabactin,Colibactin,Aerobactin,Salmochelin,RmpADC,rmpA2,virulence_score,Bla_acquired,Bla_inhR_acquired,Bla_ESBL_acquired,Bla_ESBL_inhR_acquired,Bla_Carb_acquired,Bla_chr,SHV_mutations,Omp_mutations,Col_mutations,Flq_mutations,resistance_score,K_locus,K_type,K_locus_confidence,K_locus_problems,K_locus_identity,K_Missing_expected_genes,O_locus,O_type,O_locus_confidence,O_locus_problems,O_locus_identity,O_Missing_expected_genes
BAA-3077,67b44237ce6d6804630f53e5,Klebsiella_pneumoniae_ATCC_BAA_3077,5722034,9,266,5473533,635781,5473533,0,56.7,Klebsiella pneumoniae,101,1494,"0,0,84,0,8,0,6,0,0,0",101,101,Klebsiella pneumoniae,ybt 9; ICEKp3,-,-,-,-,-,ybt only,OXA-1;OXA-1;TEM-1D.v1^;TEM-1D.v1^,-,CTX-M-15;GES-1.v1,-,-,SHV-1^,-,-,-,GyrA-83Y;GyrA-87G;ParC-80I,ESBL only,KL17,K17,Typeable,-,100.00%,-,O1/O2v1,O1ab,Typeable,-,98.90%,-
GCA_019930225.1,67b44237ce6d6806ac0f52a5,GCA_019930225.1_ASM1993022v1_genomic,5349530,110,202,251065,48632,134593,0,57.4,Klebsiella pneumoniae,5446,Novel,"0,0,52,5,5,*,*,*,*,*",2004,10423,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",OXA-1,-,CTX-M-15,-,-,SHV-168^,146V,-,-,-,ESBL only,KL62,K62,Typeable,-,99.88%,-,O1/O2v1,O2a,Typeable,-,99.30%,-
GCA_045261515.1,67b44237ce6d6806cb0f52dd,GCA_045261515.1_ASM4526151v1_genomic,5611744,108,201,718750,51960,353312,288,57.2,Klebsiella pneumoniae,45,Novel,"0,0,158,8,11,0,5,*,*,*",45,45,Klebsiella pneumoniae,ybt 10; ICEKp4,-,-,-,-,-,ybt only,TEM-1D.v1^,-,CTX-M-15,-,-,SHV-1,-,-,-,-,ESBL only,KL52,K52,Typeable,?4+,99.89%,-,OL13,O13,Typeable,?3!,96.81%,-
GCA_900452075.1,67b44237ce6d6806f00f5347,GCA_900452075.1_31701_A02_genomic,5555481,5,15598,5316655,1111096,5316655,0,57.2,Klebsiella pneumoniae,29,Novel,"0,0,137,*,*,*,*,*,*,*",29,Not tested,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,-,-,-,-,-,ESBL and Carb negative,KL8,Capsule null,Typeable,!,99.61%,-,O1/O2v2,O2afg,Typeable,!,96.50%,-
GCA_045261735.1,67b44237ce6d6807490f52e8,GCA_045261735.1_ASM4526173v1_genomic,5198534,110,206,1007551,47259,318462,291,57.8,Klebsiella pneumoniae,268,Novel,"0,0,29,9,*,*,*,*,*,*",268,268,Klebsiella pneumoniae,ybt 20; ICEKp10,clb 3,-,-,-,-,clb + ybt (or clb only),-,-,SHV-13*,-,-,-,-,-,-,-,ESBL only,KL20,K20,Typeable,-,99.95%,-,O1/O2v1,O2a,Typeable,-,99.43%,-
GCA_019927855.1,67b44237ce6d6808890f5274,GCA_019927855.1_ASM1992785v1_genomic,5275093,89,203,375734,59270,120963,0,57.3,Klebsiella pneumoniae,65,Novel,"0,0,391,0,0,*,*,*,*,*",65,65,Klebsiella pneumoniae,ybt 17; ICEKp10,clb 3,-,-,-,-,clb + ybt (or clb only),-,-,-,-,-,SHV-11^,35Q,-,-,-,ESBL and Carb negative,KL2,K2,Typeable,-,99.49%,-,O1/O2v2,O1ab,Typeable,-,99.18%,-
GCA_026891045.1,67b44237ce6d6808d10f52b8,GCA_026891045.1_ASM2689104v1_genomic,5515533,125,201,927502,44124,367428,485,57.2,Klebsiella pneumoniae,353,24249,"0,0,111,0,10,0,0,0,0,0",353,353,Klebsiella pneumoniae,ybt 10; ICEKp4,-,-,-,-,-,ybt only,-,-,CTX-M-15,-,-,SHV-11^,35Q,-,-,-,ESBL only,KL110,unknown (KL110),Typeable,!,99.52%,-,O3b,O3b,Typeable,-,99.62%,-
GCA_040271135.1,67b44237ce6d6809080f52c7,GCA_040271135.1_ASM4027113v1_genomic,5562284,97,1003,560225,57343,143546,810,57.2,Klebsiella pneumoniae,258,28985,"0,0,105,6,0,0,183,0,0,0",258,258,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,KPC-3,SHV-11,35Q,OmpK35-25%;OmpK36GD,-,GyrA-83I;ParC-80I,Carb without colistin,KL107,unknown (KL107),Typeable,-,99.97%,-,O1/O2v2,O2afg,Typeable,-,99.09%,-
GCA_900451995.1,67b44237ce6d68097c0f533f,GCA_900451995.1_36252_D01_genomic,5419919,2,198751,5221168,2709959,5221168,0,57.3,Klebsiella pneumoniae,290,Novel,"0,0,75,*,*,*,*,*,*,*",290,Not tested,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,SHV-1;SHV-1,-,-,PmrB-42%,-,ESBL and Carb negative,KL21,Capsule null,Typeable,!,99.31%,-,O1/O2v1,O1ab,Typeable,-,99.01%,-
GCA_019930175.1,67b44237ce6d6809e50f52a3,GCA_019930175.1_ASM1993017v1_genomic,5459768,133,202,353790,41050,107560,0,57.2,Klebsiella pneumoniae,111,Novel,"0,0,221,1,7,1,0,*,*,*",111,111,Klebsiella pneumoniae,ybt 10; ICEKp4,-,-,-,-,-,ybt only,-,-,-,-,-,SHV-11^,35Q,-,-,-,ESBL and Carb negative,KL63,K63,Typeable,-,99.80%,-,O1/O2v2,O1ab,Typeable,-,99.52%,-
GCA_900451215.1,67b44237ce6d680a1e0f52fa,GCA_900451215.1_44310_G01_genomic,5295627,5,10894,5042524,1059125,5042524,0,57.4,Klebsiella pneumoniae,82,3710,"0,0,438,0,0,0,0,0,0,0",82,82,Klebsiella pneumoniae,-,-,-,-,rmp 2A; plasmid/chr (truncated),-,"ybt, clb and iuc negative",-,-,-,-,-,-,-,-,-,-,ESBL and Carb negative,KL1,K1,Typeable,!,99.54%,-,O1/O2v1,O1ab,Typeable,-,99.28%,-
GCA_019930145.1,67b44237ce6d680a390f52a1,GCA_019930145.1_ASM1993014v1_genomic,5269685,93,203,346390,56663,105769,0,57.4,Klebsiella pneumoniae,86,Novel,"0,0,395,0,*,*,*,*,*,*",86,86,Klebsiella pneumoniae,-,-,iuc 1,iro 1,rmp 1; KpVP-1,rmpA2_6-60%,iuc (without ybt or clb),-,-,-,-,-,SHV-1^,-,-,-,-,ESBL and Carb negative,KL2,K2,Typeable,-,99.91%,-,O1/O2v1,O1ab,Typeable,-,99.30%,-
10031,67b44237ce6d680a9a0f53ed,Klebsiella_pneumoniae_subsp_pneumoniae_ATCC_10031,5278269,1,5278269,5278269,5278269,5278269,0,57.5,Klebsiella pneumoniae,86,3714,"0,0,395,0,9,0,0,0,0,0",86,86,Klebsiella pneumoniae,-,-,-,-,rmp 1; KpVP-1,-,"ybt, clb and iuc negative",-,-,-,-,-,SHV-1^,-,-,MgrB-49%,-,ESBL and Carb negative,KL2,Capsule null,Typeable,!,99.89%,-,O1/O2v1,O2a,Typeable,-,99.26%,-
GCA_900451885.1,67b44237ce6d680ac70f5335,GCA_900451885.1_37637_E02_genomic,5737393,6,13401,5300941,956232,5300941,0,56.9,Klebsiella pneumoniae,3,3723,"0,0,421,0,0,0,0,0,0,0",3,3,Klebsiella pneumoniae,ybt 12; ICEKp10 (truncated),clb 1,iuc 2A,-,rmp 2A; plasmid/chr,-,"iuc, ybt and clb",-,-,-,-,-,SHV-1^,-,-,-,-,ESBL and Carb negative,KL3,K3,Typeable,!,99.64%,-,O1/O2v1,O1ab,Typeable,!,99.08%,-
BAA-2788,67b44237ce6d680acf0f53d0,Klebsiella_pneumoniae_ATCC_BAA_2788,5671467,5,13841,5334741,1134293,5334741,0,57.2,Klebsiella pneumoniae,258,229,"0,0,105,6,0,0,0,100,0,0",258,258,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",TEM-1D.v1^,-,SHV-12,-,KPC-2,SHV-11^,238S;240K;35Q;35Q,OmpK35-25%,-,GyrA-83I;ParC-80I,Carb without colistin,KL106,unknown (KL106),Typeable,+!,99.99%,-,O1/O2v2,O2afg,Typeable,-,99.09%,-
GCA_019928705.3,67b44237ce6d680b430f529d,GCA_019928705.3_ASM1992870v3_genomic,5281728,64,215,984704,82527,455172,0,57.5,Klebsiella pneumoniae,323,Novel,"0,0,363,1,16,*,*,*,*,*",323,323,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",OXA-1;TEM-1D.v1^,-,CTX-M-15,-,-,SHV-1^,-,-,-,-,ESBL only,KL21,K21,Typeable,?6,99.97%,-,O3b,O3b,Typeable,?4,99.76%,-
GCA_040271515.1,67b44237ce6d680ba80f52d0,GCA_040271515.1_ASM4027151v1_genomic,5647435,93,1008,443199,60725,186271,1200,57.1,Klebsiella pneumoniae,14,Novel,"0,0,1,1,17,0,2,0,*,*",14,14,Klebsiella pneumoniae,ybt 14; ICEKp5,-,-,-,-,-,ybt only,OXA-1;OXA-21.v1^;OXA-9.v1;TEM-1D.v1^,-,CTX-M-15,-,NDM-1,SHV-11^,35Q,OmpK36GD,-,GyrA-83Y;GyrA-87G;ParC-80I,Carb without colistin,KL2,K2,Typeable,?2,99.81%,-,O1/O2v1,O1ab,Typeable,?2,100.00%,-
GCA_901421925.1,67b44237ce6d680d2f0f5395,GCA_901421925.1_38656_F01_genomic,5261751,1,5261751,5261751,5261751,5261751,0,57.5,Klebsiella pneumoniae,321,Novel,"0,0,434,0,*,*,*,*,*,*",321,321,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,SHV-1^,-,-,-,-,ESBL and Carb negative,KL3,Capsule null,Typeable,!,99.66%,-,O1/O2v2,O2afg,Typeable,-,98.89%,-
GCA_900451565.1,67b44237ce6d680dbe0f5316,GCA_900451565.1_31436_E01_genomic,5398904,18,3549,1264959,299939,428978,0,57.3,Klebsiella pneumoniae,3774,Novel,"0,0,*,*,*,*,*,*,*,*",Not tested,Not tested,Klebsiella pneumoniae,-,-,-,iro 1 (truncated),rmp 1; KpVP-1 (truncated),rmpA2_6*-55%,"ybt, clb and iuc negative",-,-,-,-,-,SHV-1^,-,OmpK35-59%;OmpK36-1%,-,-,ESBL and Carb negative,KL2,Capsule null,Typeable,?3-!,90.08%,KL2_04_wza;KL2_05_wzb;KL2_06_wzc,O1/O2v1,O2a,Typeable,!,99.53%,-
GCA_040271145.1,67b44237ce6d680df40f52c8,GCA_040271145.1_ASM4027114v1_genomic,5418794,40,1022,576691,135469,294828,1200,57.4,Klebsiella pneumoniae,323,Novel,"0,0,363,1,*,*,*,*,*,*",323,323,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,SHV-1^,-,-,-,GyrA-87N,ESBL and Carb negative,KL21,K21,Typeable,-,100.00%,-,O3b,O3b,Typeable,-,99.65%,-
GCA_045261975.1,67b44237ce6d680e140f52f3,GCA_045261975.1_ASM4526197v1_genomic,5413334,114,521,420182,47485,162493,0,57.2,Klebsiella pneumoniae,1221,5388,"0,0,42,22,0,0,0,0,0,0",3010,10309,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,-,-,-,-,-,ESBL and Carb negative,KL28,K28,Typeable,?2,99.75%,-,O1/O2v2,O1ab,Typeable,-,99.00%,-
BAA-3072,67b44237ce6d680e870f53e0,Klebsiella_pneumoniae_ATCC_BAA_3072,5833983,5,2095,5331875,1166796,5331875,0,56.8,Klebsiella pneumoniae,14,Novel,"0,0,1,1,17,0,4,0,*,*",14,14,Klebsiella pneumoniae,ybt 14; ICEKp5,-,-,-,-,-,ybt only,OXA-1,-,-,-,NDM-1;OXA-232,SHV-28^,-,OmpK36GD,-,GyrA-83Y;GyrA-87G;ParC-80I,Carb without colistin,KL2,K2,Typeable,-,99.81%,-,O1/O2v1,O1ab,Typeable,!,100.00%,-
GCA_901420195.1,67b44237ce6d680f990f5378,GCA_901420195.1_36340_C02_genomic,5421506,2,155450,5266056,2710753,5266056,0,57.2,Klebsiella pneumoniae,3370,Novel,"0,0,437,1,*,*,*,*,*,*",3370,3370,Klebsiella pneumoniae,ybt 24; ICEKp16,-,iuc 3,-,-,-,iuc and ybt (without clb),-,-,-,-,-,SHV-108^,35Q,-,-,-,ESBL and Carb negative,KL11,Capsule null,Typeable,!,96.07%,-,O3/O3a,O3/O3a,Typeable,-,98.52%,-
GCA_019928525.1,67b44237ce6d680fc70f5294,GCA_019928525.1_ASM1992852v1_genomic,5345119,104,208,372130,51395,109658,0,57.4,Klebsiella pneumoniae,2279,Novel,"0,0,299,1,*,*,*,*,*,*",2279,2279,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",OXA-1;TEM-1D.v1^,-,CTX-M-15,-,-,SHV-1^,-,-,-,-,ESBL only,KL3,K3,Typeable,?2!,99.52%,-,O1/O2v2,O2afg,Typeable,-,98.98%,-
GCA_901420785.1,67b44237ce6d6812710f5385,GCA_901420785.1_39610_C01_genomic,5331562,2,132852,5198710,2665781,5198710,0,57.3,Klebsiella pneumoniae,86,Novel,"0,0,395,*,*,*,*,*,*,*",86,Not tested,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,SHV-1^,-,OmpK35-28%,MgrB-81%,-,ESBL and Carb negative,KL2,Capsule null,Typeable,!,92.99%,-,O1/O2v1,O2a,Typeable,!,99.10%,-
29665,67b44237ce6d6812f20f53fc,Klebsiella_pneumoniae_subsp_pneumoniae_ATCC_29665,5386865,2,130198,5256667,2693432,5256667,0,57.4,Klebsiella pneumoniae,375,3699,"0,0,390,0,0,0,0,1,0,0",375,375,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,SHV-1^,-,-,-,-,ESBL and Carb negative,KL2,K2,Typeable,-,99.54%,-,O1/O2v2,O1ab,Typeable,-,99.17%,-
GCA_900451845.1,67b44237ce6d68133d0f5331,GCA_900451845.1_40400_D01_genomic,5583670,5,25706,5301493,1116734,5301493,0,57,Klebsiella pneumoniae,3,Novel,"0,0,421,0,*,*,*,*,*,*",3,3,Klebsiella pneumoniae,ybt 12; ICEKp10 (truncated),clb 1 (truncated),-,-,rmp 2A; plasmid/chr,-,clb + ybt (or clb only),-,-,-,-,-,SHV-1^,-,-,PmrB-74%,-,ESBL and Carb negative,KL3,K3,Typeable,!,99.39%,-,O1/O2v1,O2a,Typeable,!,88.61%,-
GCA_019928505.1,67b44237ce6d68137a0f5293,GCA_019928505.1_ASM1992850v1_genomic,5369023,88,200,640650,61011,317124,0,57.4,Klebsiella pneumoniae,1,Novel,"0,0,126,0,3,0,1,0,*,*",1,1,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",DHA-1;TEM-1D.v1^,-,CTX-M-15,-,-,SHV-1^,-,-,-,GyrA-83I;ParC-80I,ESBL only,KL110,unknown (KL110),Typeable,-,99.66%,-,O1/O2v1,O1ab,Typeable,-,99.16%,-
10872,67b44237ce6d68139f0f53ef,Klebsiella_pneumoniae_subsp_pneumoniae_ATCC_10872,5441290,5,598,5207553,1088258,5207553,0,57.3,Klebsiella pneumoniae,86,Novel,"0,0,395,0,9,0,0,0,*,*",86,86,Klebsiella pneumoniae,ybt 9; ICEKp3 (truncated),-,iuc 1,-,rmp 1; KpVP-1,rmpA2_9,iuc and ybt (without clb),-,-,-,-,-,SHV-1^,-,-,MgrB-49%,-,ESBL and Carb negative,KL2,K2,Typeable,-,99.90%,-,O1/O2v1,O2a,Typeable,-,99.22%,-
GCA_900461445.1,67b44237ce6d6813ac0f5360,GCA_900461445.1_44503_B02_genomic,5421263,6,24680,4959154,903543,4959154,0,57.1,Klebsiella pneumoniae,82,5349,"0,0,438,1,1,0,0,0,0,0",82,82,Klebsiella pneumoniae,-,-,iuc 2A,-,rmp 2A; plasmid/chr (truncated),-,iuc (without ybt or clb),-,-,-,-,-,-,-,-,-,-,ESBL and Carb negative,KL1,K1,Typeable,-,99.51%,-,O1/O2v1,O1ab,Typeable,-,99.28%,-
GCA_900452175.1,67b44237ce6d6813b90f5350,GCA_900452175.1_36252_F01_genomic,5459316,3,13380,5372429,1819772,5372429,0,57.3,Klebsiella pneumoniae,48,Novel,"0,0,147,0,*,*,*,*,*,*",48,48,Klebsiella pneumoniae,ybt 10; ICEKp4 (truncated),-,-,-,-,-,ybt only,-,-,-,-,-,SHV-11^,35Q,-,MgrB-53%,GyrA-83F,ESBL and Carb negative,KL124,Capsule null,Typeable,!,99.40%,-,O1/O2v1,O1ab,Typeable,-,99.28%,-
GCA_900452315.1,67b44237ce6d6814540f5355,GCA_900452315.1_38187_F01_genomic,5518611,3,102223,5174446,1839537,5174446,0,57.2,Klebsiella pneumoniae,299,3718,"0,0,127,7,0,0,0,0,0,0",6,10046,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,SHV-1,-,-,-,-,ESBL and Carb negative,KL38,K38,Typeable,-,99.55%,-,O1/O2v1,O1ab,Typeable,!,99.16%,-
GCA_901421105.1,67b44237ce6d6814790f5392,GCA_901421105.1_40363_F01_genomic,5560373,4,59011,5149088,1390093,5149088,0,57,Klebsiella pneumoniae,82,Novel,"0,0,438,1,*,*,*,*,*,*",82,82,Klebsiella pneumoniae,-,-,iuc 2A,-,rmp 2A; plasmid/chr,-,iuc (without ybt or clb),-,-,-,-,-,-,-,-,-,-,ESBL and Carb negative,KL1,Capsule null,Typeable,!,99.53%,-,O1/O2v1,O1ab,Typeable,!,99.28%,-
GCA_040270675.1,67b44237ce6d6814890f52be,GCA_040270675.1_ASM4027067v1_genomic,5750077,98,1006,475468,58674,234934,1030,56.8,Klebsiella pneumoniae,101,Novel,"0,0,84,0,29,0,0,0,*,*",101,101,Klebsiella pneumoniae,ybt 9; ICEKp3,-,-,-,-,-,ybt only,TEM-1D.v1^,-,CTX-M-15,-,OXA-232,SHV-1^,-,OmpK35-40%,-,GyrA-83Y;GyrA-87A;ParC-80I,Carb without colistin,KL17,K17,Typeable,-,99.95%,-,O1/O2v1,O1ab,Typeable,-,98.92%,-
GCA_901542315.1,67b44237ce6d6814d40f539b,GCA_901542315.1_44087_B02_genomic,5353508,3,15545,5196107,1784502,5196107,0,57.3,Klebsiella pneumoniae,86,Novel,"0,0,395,0,*,*,*,*,*,*",86,86,Klebsiella pneumoniae,ybt 9; ICEKp3,-,-,-,-,-,ybt only,-,-,-,-,-,SHV-1^,-,-,MgrB-81%,-,ESBL and Carb negative,KL2,K2,Typeable,-,99.88%,-,O1/O2v1,O2a,Typeable,!,99.28%,-
GCA_901482715.1,67b44237ce6d6815600f539a,GCA_901482715.1_42925_D01_genomic,5508797,5,107762,3464261,1101759,3464261,0,57.1,Klebsiella pneumoniae,65,Novel,"0,0,391,0,*,*,*,*,*,*",65,65,Klebsiella pneumoniae,-,-,iuc 1,iro 1,rmp 1; KpVP-1,rmpA2_2*-54%,iuc (without ybt or clb),-,-,-,-,-,SHV-11^,35Q,-,-,-,ESBL and Carb negative,KL2,Capsule null,Typeable,!,99.24%,-,O1/O2v2,O2afg,Typeable,-!,99.33%,O1/O2v2_03_wbbM;O1/O2v2_04_glf;O1/O2v2_05_wbbN
GCA_019928245.1,67b44237ce6d68156b0f5286,GCA_019928245.1_ASM1992824v1_genomic,5435350,148,200,412434,36725,104931,0,57.2,Klebsiella pneumoniae,471,Novel,"0,0,180,0,0,0,0,*,*,*",471,471,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",OXA-1;TEM-1D.v1^,-,CTX-M-15*,-,-,SHV-108^,35Q,-,-,-,ESBL only,KL57,K57,Typeable,?2,99.49%,-,O1/O2v2,O2afg,Typeable,-,99.07%,-
GCA_019928405.1,67b44237ce6d6815ab0f528f,GCA_019928405.1_ASM1992840v1_genomic,5821988,91,204,638728,63977,296471,0,56.6,Klebsiella pneumoniae,147,Novel,"0,0,197,0,4,0,10,*,*,*",147,147,Klebsiella pneumoniae,ybt 10; ICEKp4,-,-,-,-,-,ybt only,TEM-1D.v1^,-,CTX-M-15,-,OXA-181,SHV-11^,35Q,OmpK35-76%;OmpK36TD,MgrB-89%,GyrA-83I;GyrA-87G;ParC-80I,Carb with colistin,KL64,K64,Typeable,-,100.00%,-,O1/O2v1,O2a,Typeable,-,99.03%,-
GCA_901482415.1,67b44237ce6d6816a80f5399,GCA_901482415.1_43908_C02_genomic,5366451,3,11729,5220059,1788817,5220059,0,57.4,Klebsiella pneumoniae,116,Novel,"0,0,398,0,0,0,0,*,*,*",116,116,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,SHV-1^,-,-,-,-,ESBL and Carb negative,KL11,K11,Typeable,-,96.15%,-,O3/O3a,O3/O3a,Typeable,-,98.56%,-
51503,67b44237ce6d6817440f5404,Klebsiella_pneumoniae_subsp_pneumoniae_ATCC_51503,5655322,5,3674,5236838,1131064,5236838,0,57.2,Klebsiella pneumoniae,20,Novel,"0,0,22,45,*,*,*,*,*,*",17,10476,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,TEM-10.v2;TEM-12^,-,-,SHV-187,-,-,-,-,ESBL only,KL28,K28,Typeable,-,99.79%,-,O1/O2v2,O1ab,Typeable,-,99.00%,-
GCA_900451795.1,67b44237ce6d68184a0f532c,GCA_900451795.1_39130_E01_genomic,5586131,3,24979,4279756,1862043,4279756,0,57,Klebsiella pneumoniae,3772,5355,"0,0,443,1,0,0,0,0,0,0",10032,10294,Klebsiella pneumoniae,ybt 11; ICE_rhino (truncated),-,iuc 4,-,rmp 4; chromosomal (truncated),-,iuc and ybt (without clb),-,-,-,-,-,SHV-206,-,-,-,-,ESBL and Carb negative,KL3,K3,Typeable,!,99.43%,-,O1/O2v2,O2afg,Typeable,!,99.00%,-
23356,67b44237ce6d6818a50f53f6,Klebsiella_pneumoniae_subsp_pneumoniae_ATCC_23356,5399758,2,74135,5325623,2699879,5325623,0,57.4,Klebsiella pneumoniae,10,Novel,"0,0,400,0,*,*,*,*,*,*",10,10,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,SHV-1^,-,-,-,-,ESBL and Carb negative,KL122,Capsule null,Typeable,!,99.92%,-,O1/O2v2,O1ab,Typeable,-,99.10%,-
27799,67b44237ce6d6818a60f53fa,Klebsiella_pneumoniae_subsp_pneumoniae_ATCC_27799,5977425,8,1400,5381131,747178,5381131,0,56.5,Klebsiella pneumoniae,14,Novel,"0,0,1,1,*,*,*,*,*,*",14,14,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,SHV-28^,-,OmpK36-77%,-,-,ESBL and Carb negative,KL2,K2,Typeable,!,99.84%,-,O1/O2v1,O1ab,Typeable,-,100.00%,-
BAA-1706,67b44237ce6d6819070f53bd,Klebsiella_pneumoniae_ATCC_BAA_1706,5521365,3,34627,5304241,1840455,5304241,0,57.2,Klebsiella pneumoniae,14,Novel,"0,0,1,1,18,*,*,*,*,*",14,14,Klebsiella pneumoniae,ybt 10; ICEKp4,-,-,-,-,-,ybt only,TEM-1D.v1^;TEM-1D.v1^,-,-,-,-,SHV-11^,35Q,OmpK36-31%,MgrB-49%,GyrA-83F,ESBL and Carb negative,KL2,K2,Typeable,-,99.82%,-,O1/O2v1,O1ab,Typeable,-,99.97%,-
4209,67b44237ce6d6819120f53ec,Klebsiella_pneumoniae_subsp_pneumoniae_ATCC_4209,5271658,1,5271658,5271658,5271658,5271658,0,57.6,Klebsiella pneumoniae,86,Novel,"0,0,395,0,9,0,0,0,*,*",86,86,Klebsiella pneumoniae,ybt 9; ICEKp3 (truncated),-,-,-,-,-,ybt only,-,-,-,-,-,SHV-1^,-,-,MgrB-49%,-,ESBL and Carb negative,KL2,Capsule null,Typeable,!,99.89%,-,O1/O2v1,O2a,Typeable,-,99.26%,-
10273,67b44237ce6d6819a90f53ee,Klebsiella_pneumoniae_subsp_pneumoniae_ATCC_10273,5557706,6,2028,5299897,926284,5299897,0,57,Klebsiella pneumoniae,3,3713,"0,0,421,0,1,0,0,0,0,0",3,3,Klebsiella pneumoniae,ybt 12; ICEKp10 (truncated),clb 1,-,-,rmp 2A; plasmid/chr,-,clb + ybt (or clb only),-,-,-,-,-,SHV-1^,-,-,-,-,ESBL and Carb negative,KL3,K3,Typeable,!,99.64%,-,O1/O2v1,O1ab,Typeable,-,99.08%,-
GCA_019928485.1,67b44237ce6d6819f40f5292,GCA_019928485.1_ASM1992848v1_genomic,5304152,99,203,353996,53577,136945,0,57.3,Klebsiella pneumoniae,36,Novel,"0,0,29,0,53,*,*,*,*,*",268,36,Klebsiella pneumoniae,ybt 14; ICEKp5,-,-,-,-,-,ybt only,-,-,-,-,-,SHV-11^,35Q,-,-,-,ESBL and Carb negative,KL27,K27,Typeable,-,99.99%,-,O1/O2v2,O2afg,Typeable,-,99.03%,-
GCA_900452015.1,67b44237ce6d681a3e0f5341,GCA_900452015.1_36340_D02_genomic,5643040,9,9024,4606444,627004,4606444,0,56.9,Klebsiella pneumoniae,215,Novel,"0,0,296,*,*,*,*,*,*,*",215,Not tested,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,-,-,-,-,-,ESBL and Carb negative,KL16,Capsule null,Typeable,+!,99.94%,-,O1/O2v1,O1ab,Typeable,!,99.54%,-
GCA_900451605.1,67b44237ce6d681a470f531a,GCA_900451605.1_45665_A01_genomic,5712240,7,23462,5015282,816034,5015282,0,56.7,Klebsiella pneumoniae,3764,5343,"0,0,438,1,0,0,0,1,0,0",82,82,Klebsiella pneumoniae,-,-,iuc 2A,-,rmp 2A; plasmid/chr,-,iuc (without ybt or clb),-,-,-,-,-,-,-,-,-,-,ESBL and Carb negative,KL1,K1,Typeable,-,99.53%,-,O1/O2v1,O1ab,Typeable,!,99.28%,-
GCA_045261555.1,67b44237ce6d681a890f52df,GCA_045261555.1_ASM4526155v1_genomic,5714504,66,512,367924,86583,185334,0,57,Klebsiella pneumoniae,14,Novel,"0,0,1,1,*,*,*,*,*,*",14,14,Klebsiella pneumoniae,ybt 5; ICEKp6,-,-,-,-,-,ybt only,-,-,-,-,-,SHV-28^,-,-,-,-,ESBL and Carb negative,KL2,K2,Typeable,-,99.84%,-,O1/O2v1,O1ab,Typeable,-,100.00%,-
GCA_040271165.1,67b44237ce6d681a920f52c9,GCA_040271165.1_ASM4027116v1_genomic,5408837,75,1037,315905,72117,158668,1410,57.2,Klebsiella pneumoniae,15,Novel,"0,0,0,0,2,0,0,*,*,*",15,15,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",OXA-1;TEM-1D.v1^,-,CTX-M-15,-,-,SHV-28^,-,-,-,GyrA-83F;GyrA-87A;ParC-80I,ESBL only,KL112,Capsule null,Typeable,?2!,99.38%,-,O1/O2v1,O1ab,Typeable,-,99.19%,-
