Assembly	Best match locus	Best match type	Confidence	Problems	Identity	Coverage	Length discrepancy	Expected genes in locus	Expected genes in locus, details	Missing expected genes	Other genes in locus	Other genes in locus, details	Expected genes outside locus	Expected genes outside locus, details	Other genes outside locus	Other genes outside locus, details	Truncated genes, details
GCA_019927725.1_ASM1992772v1_genomic	KL61	K61	Typeable	?3	98.37%	99.83%	n/a	19 / 19 (100.00%)	KL61_01_galF,98.99%,100.00%;KL61_02_cpsACP,94.26%,100.00%;KL61_03_wzi,98.53%,100.00%;KL61_04_wza,100.00%,100.00%;KL61_05_wzb,98.62%,100.00%;KL61_06_wzc,99.31%,100.00%;KL61_07_wclQ,97.09%,100.00%;KL61_08_wcuQ,97.96%,100.00%;KL61_09_wzy,98.00%,100.00%;KL61_10_wclP,96.41%,100.00%;KL61_11_wzx,96.03%,100.00%;KL61_12_wcqZ,97.84%,100.00%;KL61_13_wcuK,98.20%,100.00%;KL61_14_wbaZ,98.43%,99.22%;KL61_15_wcaJ,98.70%,100.00%;KL61_16_gnd,99.79%,100.00%;KL61_17_manC,99.57%,98.09%,partial;KL61_18_manB,100.00%,8.11%,partial;KL61_18_manB,99.76%,91.67%,partial;KL61_19_ugd,100.00%,100.00%		0		0 / 19 (0.00%)		2	KL21_18_manB,92.86%,6.14%,partial;KL150_19_gmd,99.10%,100.00%	
GCA_019927745.1_ASM1992774v1_genomic	KL13	K13	Typeable	?3!	99.57%	99.91%	n/a	19 / 19 (100.00%)	KL13_01_galF,99.00%,100.00%;KL13_02_cpsACP,98.36%,100.00%;KL13_03_wzi,99.21%,100.00%;KL13_04_wza,100.00%,100.00%;KL13_05_wzb,100.00%,100.00%;KL13_06_wzc,99.58%,100.00%;KL13_07_wcuD,99.74%,100.00%;KL13_08_wclX,99.74%,100.00%;KL13_09_wzy,100.00%,100.00%;KL13_10_wcuF,100.00%,100.00%;KL13_11_wzx,99.59%,100.00%;KL13_12_wcuL,99.68%,100.00%;KL13_13_wcoW,99.08%,100.00%;KL13_14,98.43%,100.00%;KL13_15_wcaJ,100.00%,100.00%;KL13_16_gnd,100.00%,100.00%;KL13_17_manC,99.57%,98.51%,partial;KL13_18_manB,100.00%,3.21%,partial;KL13_18_manB,99.34%,96.58%,partial;KL13_19_ugd,100.00%,100.00%		0		0 / 19 (0.00%)		3	KL50_09_wzx,100.00%,22.54%,truncated;KL50_10,99.43%,100.00%;KL150_19_gmd,99.10%,100.00%	KL50_09_wzx,100.00%,22.54%,truncated
GCA_019927765.1_ASM1992776v1_genomic	KL28	K28	Typeable		99.84%	100.00%	1 bp	19 / 19 (100.00%)	KL28_01_galF,100.00%,100.00%;KL28_02_cpsACP,100.00%,100.00%;KL28_03_wzi,97.69%,100.00%;KL28_04_wza,99.74%,100.00%;KL28_05_wzb,100.00%,100.00%;KL28_06_wzc,100.00%,100.00%;KL28_07_wckC,100.00%,100.00%;KL28_08_wcuC,100.00%,100.00%;KL28_09_wckD,100.00%,100.00%;KL28_10_wzy,100.00%,100.00%;KL28_11_wclS,100.00%,100.00%;KL28_12_wcuE,99.70%,100.00%;KL28_13_wzx,100.00%,100.00%;KL28_14_wbaZ,100.00%,100.00%;KL28_15_wcaJ,100.00%,100.00%;KL28_16_gnd,100.00%,100.00%;KL28_17_manC,100.00%,100.00%;KL28_18_manB,100.00%,100.00%;KL28_19_ugd,99.74%,100.00%		0		0 / 19 (0.00%)		2	KL40_05_rfaG,98.42%,99.74%;KL150_19_gmd,98.80%,100.00%	
GCA_019927785.1_ASM1992778v1_genomic	KL20	K20	Typeable		99.94%	100.00%	0 bp	18 / 18 (100.00%)	KL20_01_galF,100.00%,100.00%;KL20_02_cpsACP,100.00%,100.00%;KL20_03_wzi,100.00%,100.00%;KL20_04_wza,100.00%,100.00%;KL20_05_wzb,100.00%,100.00%;KL20_06_wzc,100.00%,100.00%;KL20_07_wbaP,100.00%,100.00%;KL20_08_wzy,99.76%,100.00%;KL20_09,99.42%,100.00%;KL20_10_wcaN,100.00%,100.00%;KL20_11_wcaO,100.00%,100.00%;KL20_12,100.00%,100.00%;KL20_13_wbaZ,100.00%,100.00%;KL20_14_wzx,99.76%,100.00%;KL20_15_gnd,100.00%,100.00%;KL20_16_manC,100.00%,100.00%;KL20_17_manB,100.00%,100.00%;KL20_18_ugd,100.00%,100.00%		0		0 / 18 (0.00%)		2	KL40_05_rfaG,98.15%,99.74%;KL150_19_gmd,98.80%,100.00%	
GCA_019927805.1_ASM1992780v1_genomic	KL35	K35	Typeable	?4!	99.61%	99.84%	n/a	20 / 20 (100.00%)	KL35_01_galF,100.00%,100.00%;KL35_02_cpsACP,99.04%,100.00%;KL35_03_wzi,100.00%,100.00%;KL35_04_wza,100.00%,100.00%;KL35_05_wzb,98.25%,39.58%,partial;KL35_05_wzb,100.00%,51.39%,partial;KL35_06_wzc,99.58%,100.00%;KL35_07_wzy,98.01%,100.00%;KL35_08_wcuC,99.76%,100.00%;KL35_09_wckM,99.74%,100.00%;KL35_10_wckL,99.46%,100.00%;KL35_11_wcuQ,100.00%,100.00%;KL35_12_wzx,99.80%,100.00%;KL35_13_wckK,99.69%,100.00%;KL35_14_wbaZ,99.22%,100.00%;KL35_15_wcaJ,100.00%,100.00%;KL35_16_wclK,100.00%,5.00%,truncated;KL35_17_gnd,99.57%,100.00%;KL35_18_manC,100.00%,4.88%,partial;KL35_18_manC,99.33%,95.12%,partial;KL35_19_manB,100.00%,4.61%,partial;KL35_19_manB,100.00%,95.18%,partial;KL35_20_ugd,99.48%,100.00%		0		0 / 20 (0.00%)		2	KL150_19_gmd,99.70%,100.00%;KL16_20_manC,100.00%,4.67%,partial	KL35_16_wclK,100.00%,5.00%,truncated
GCA_019927825.1_ASM1992782v1_genomic	KL62	K62	Typeable		99.94%	100.00%	0 bp	19 / 19 (100.00%)	KL62_01_galF,100.00%,100.00%;KL62_02_cpsACP,99.52%,100.00%;KL62_03_wzi,100.00%,100.00%;KL62_04_wza,100.00%,100.00%;KL62_05_wzb,100.00%,100.00%;KL62_06_wzc,99.86%,100.00%;KL62_07_wbaP,99.79%,100.00%;KL62_08,100.00%,100.00%;KL62_09,100.00%,100.00%;KL62_10,100.00%,100.00%;KL62_11_wzy,100.00%,100.00%;KL62_12,100.00%,100.00%;KL62_13,100.00%,100.00%;KL62_14,100.00%,100.00%;KL62_15_wzx,100.00%,100.00%;KL62_16_gnd,100.00%,100.00%;KL62_17_manC,100.00%,100.00%;KL62_18_manB,99.78%,100.00%;KL62_19_ugd,100.00%,100.00%		0		0 / 19 (0.00%)		2	KL40_05_rfaG,98.42%,99.74%;KL150_19_gmd,98.80%,100.00%	
GCA_019927845.1_ASM1992784v1_genomic	KL116	unknown (KL116)	Typeable	!	99.97%	100.00%	-1 bp	21 / 21 (100.00%)	KL116_01_galF,100.00%,100.00%;KL116_02_cpsACP,100.00%,100.00%;KL116_03_wzi,100.00%,100.00%;KL116_04_wza,100.00%,100.00%;KL116_05_wzb,100.00%,100.00%;KL116_06_wzc,100.00%,100.00%;KL116_07_wcuE,100.00%,100.00%;KL116_08_wckV,100.00%,100.00%;KL116_09,100.00%,100.00%;KL116_10_wctD,100.00%,100.00%;KL116_11_wbaZ,100.00%,100.00%;KL116_12_wbaP,100.00%,100.00%;KL116_13_wcuC,100.00%,100.00%;KL116_14_wzy,99.70%,100.00%;KL116_15_wclT,100.00%,100.00%;KL116_16_wzx,100.00%,100.00%;KL116_17_wcpG,100.00%,15.88%,truncated;KL116_18_gnd,100.00%,100.00%;KL116_19_manC,100.00%,100.00%;KL116_20_manB,100.00%,100.00%;KL116_21_ugd,99.74%,100.00%		0		0 / 21 (0.00%)		2	KL40_05_rfaG,97.61%,99.21%;KL150_19_gmd,99.10%,100.00%	KL116_17_wcpG,100.00%,15.88%,truncated
GCA_019927855.1_ASM1992785v1_genomic	KL2	K2	Typeable		99.49%	100.00%	1 bp	18 / 18 (100.00%)	KL2_01_galF,98.99%,100.00%;KL2_02_cpsACP,98.56%,100.00%;KL2_03_wzi,98.61%,100.00%;KL2_04_wza,100.00%,100.00%;KL2_05_wzb,100.00%,100.00%;KL2_06_wzc,99.86%,100.00%;KL2_07,99.72%,100.00%;KL2_08,100.00%,100.00%;KL2_09,99.74%,100.00%;KL2_10,100.00%,100.00%;KL2_11_wzx,99.38%,100.00%;KL2_12,99.48%,100.00%;KL2_13,99.10%,100.00%;KL2_14_wcaJ,99.57%,100.00%;KL2_15_gnd,98.93%,100.00%;KL2_16_manC,99.36%,100.00%;KL2_17_manB,99.56%,100.00%;KL2_18_ugd,100.00%,100.00%		0		0 / 18 (0.00%)		4	KL40_03_wcpO,98.17%,99.80%;KL40_04,99.75%,100.00%;KL40_05_rfaG,99.47%,100.00%;KL150_19_gmd,98.20%,100.00%	
GCA_019927885.1_ASM1992788v1_genomic	KL46	K46	Typeable	?3!	99.41%	99.88%	n/a	20 / 20 (100.00%)	KL46_01_galF,100.00%,100.00%;KL46_02_cpsACP,93.30%,100.00%;KL46_03_wzi,97.70%,100.00%;KL46_04_wza,100.00%,100.00%;KL46_05_wzb,100.00%,100.00%;KL46_06_wzc,99.86%,100.00%;KL46_07_wcaJ,100.00%,100.00%;KL46_08_wcuD,99.74%,100.00%;KL46_09_wzy,100.00%,100.00%;KL46_10_wcuC,99.75%,100.00%;KL46_11_wcuI,100.00%,100.00%;KL46_12_wcuF,99.73%,100.00%;KL46_13_wcuV,99.70%,100.00%;KL46_14_wclT,100.00%,100.00%;KL46_15_wzx,99.80%,100.00%;KL46_16_wckQ,99.28%,100.00%;KL46_17_gnd,99.79%,100.00%;KL46_18_manC,99.35%,98.09%,partial;KL46_19_manB,100.00%,7.02%,partial;KL46_19_manB,99.76%,92.76%,partial;KL46_20_ugd,99.74%,100.00%		0		0 / 20 (0.00%)		4	KL50_09_wzx,100.00%,22.54%,truncated;KL50_10,99.43%,100.00%;KL28_18_manB,95.83%,5.26%,partial;KL150_19_gmd,98.80%,100.00%	KL50_09_wzx,100.00%,22.54%,truncated
GCA_019927905.1_ASM1992790v1_genomic	KL36	K36	Typeable		99.97%	100.00%	0 bp	21 / 21 (100.00%)	KL36_01_galF,100.00%,100.00%;KL36_02_cpsACP,100.00%,100.00%;KL36_03_wzi,100.00%,100.00%;KL36_04_wza,100.00%,100.00%;KL36_05_wzb,100.00%,100.00%;KL36_06_wzc,100.00%,100.00%;KL36_07_wcaJ,100.00%,100.00%;KL36_08_wcaA,100.00%,100.00%;KL36_09_rmlB,100.00%,100.00%;KL36_10_rmlA,100.00%,100.00%;KL36_11_rmlC,99.46%,100.00%;KL36_12_wzy,100.00%,100.00%;KL36_13_wckE,100.00%,100.00%;KL36_14_wcuM,100.00%,100.00%;KL36_15,100.00%,100.00%;KL36_16_wckT,100.00%,100.00%;KL36_17_wzx,100.00%,100.00%;KL36_18_wcuJ,100.00%,100.00%;KL36_19_rmlD,100.00%,100.00%;KL36_20_gnd,100.00%,100.00%;KL36_21_ugd,100.00%,100.00%		0		0 / 21 (0.00%)		1	KL150_19_gmd,88.92%,100.00%	
GCA_019927925.1_ASM1992792v1_genomic	KL9	K9	Typeable		99.98%	100.00%	0 bp	19 / 19 (100.00%)	KL9_01_galF,100.00%,100.00%;KL9_02_cpsACP,100.00%,100.00%;KL9_03_wzi,100.00%,100.00%;KL9_04_wza,100.00%,100.00%;KL9_05_wzb,100.00%,100.00%;KL9_06_wzc,100.00%,100.00%;KL9_07_wbaP,100.00%,100.00%;KL9_08,100.00%,100.00%;KL9_09,100.00%,100.00%;KL9_10,100.00%,100.00%;KL9_11,100.00%,100.00%;KL9_12,99.77%,100.00%;KL9_13_wzx,99.76%,100.00%;KL9_14_gnd,100.00%,100.00%;KL9_15_rmlB,100.00%,100.00%;KL9_16_rmlA,100.00%,100.00%;KL9_17_rmlD,100.00%,100.00%;KL9_18_rmlC,100.00%,100.00%;KL9_19_ugd,100.00%,100.00%		0		0 / 19 (0.00%)		4	KL40_03_wcpO,99.19%,100.00%;KL40_04,99.00%,100.00%;KL40_05_rfaG,99.74%,100.00%;KL150_19_gmd,99.10%,100.00%	
GCA_019927945.1_ASM1992794v1_genomic	KL27	K27	Typeable		99.79%	100.00%	-1 bp	18 / 18 (100.00%)	KL27_01_galF,99.66%,100.00%;KL27_02_cpsACP,100.00%,100.00%;KL27_03_wzi,99.58%,100.00%;KL27_04_wza,100.00%,100.00%;KL27_05_wzb,100.00%,100.00%;KL27_06_wzc,100.00%,100.00%;KL27_07_wcaJ,100.00%,100.00%;KL27_08_wckI,100.00%,100.00%;KL27_09_wckS,99.60%,100.00%;KL27_10_wckR,99.71%,100.00%;KL27_11_wzy,99.76%,100.00%;KL27_12_wzx,100.00%,100.00%;KL27_13_wckQ,99.62%,100.00%;KL27_14_wcuJ,99.70%,100.00%;KL27_15_wctE,99.67%,100.00%;KL27_16_wctF,99.39%,100.00%;KL27_17_gnd,100.00%,100.00%;KL27_18_ugd,99.48%,100.00%		0		0 / 18 (0.00%)		1	KL150_19_gmd,88.92%,100.00%	
GCA_019927965.1_ASM1992796v1_genomic	KL61	K61	Typeable		98.31%	99.96%	-3 bp	19 / 19 (100.00%)	KL61_01_galF,99.33%,100.00%;KL61_02_cpsACP,95.22%,100.00%;KL61_03_wzi,98.32%,100.00%;KL61_04_wza,100.00%,100.00%;KL61_05_wzb,98.62%,100.00%;KL61_06_wzc,99.17%,100.00%;KL61_07_wclQ,97.09%,100.00%;KL61_08_wcuQ,97.96%,100.00%;KL61_09_wzy,98.00%,100.00%;KL61_10_wclP,96.41%,100.00%;KL61_11_wzx,95.83%,100.00%;KL61_12_wcqZ,97.84%,100.00%;KL61_13_wcuK,98.20%,100.00%;KL61_14_wbaZ,98.16%,99.22%;KL61_15_wcaJ,98.70%,100.00%;KL61_16_gnd,99.79%,100.00%;KL61_17_manC,99.79%,100.00%;KL61_18_manB,99.56%,100.00%;KL61_19_ugd,100.00%,100.00%		0		0 / 19 (0.00%)		2	KL40_05_rfaG,98.68%,99.74%;KL150_19_gmd,99.70%,100.00%	
GCA_019927985.1_ASM1992798v1_genomic	KL30	K30	Typeable		97.45%	99.97%	-1 bp	20 / 20 (100.00%)	KL30_01_galF,100.00%,100.00%;KL30_02_cpsACP,99.52%,100.00%;KL30_03_wzi,99.21%,100.00%;KL30_04_wza,100.00%,100.00%;KL30_05_wzb,99.30%,100.00%;KL30_06_wzc,99.45%,100.00%;KL30_07_wcuL,100.00%,100.00%;KL30_08_wzx,100.00%,100.00%;KL30_09_wcuD,97.39%,100.00%;KL30_10_wzy,93.22%,98.40%;KL30_11_wckP,92.27%,100.00%;KL30_12_wckO,93.57%,100.00%;KL30_13_wckN,92.52%,100.00%;KL30_14,94.33%,99.82%;KL30_15_wcuG,91.81%,100.00%;KL30_16_wcaJ,98.06%,100.00%;KL30_17_gnd,99.36%,100.00%;KL30_18_manC,99.15%,100.00%;KL30_19_manB,99.79%,100.00%;KL30_20_ugd,100.00%,100.00%		0		0 / 20 (0.00%)		4	KL40_03_wcpO,97.77%,100.00%;KL40_04,99.50%,100.00%;KL40_05_rfaG,99.74%,100.00%;KL150_19_gmd,99.40%,100.00%	
GCA_019928005.1_ASM1992800v1_genomic	KL64	K64	Typeable		100.00%	100.00%	0 bp	24 / 24 (100.00%)	KL64_01_galF,100.00%,100.00%;KL64_02_cpsACP,100.00%,100.00%;KL64_03_wzi,100.00%,100.00%;KL64_04_wza,100.00%,100.00%;KL64_05_wzb,100.00%,100.00%;KL64_06_wzc,100.00%,100.00%;KL64_07_wzx,100.00%,100.00%;KL64_08_wcoV,100.00%,100.00%;KL64_09,100.00%,100.00%;KL64_10_wzy,100.00%,100.00%;KL64_11_wcoU,100.00%,100.00%;KL64_12_wcoT,100.00%,100.00%;KL64_13_wcsF,100.00%,100.00%;KL64_14_wcuK,100.00%,100.00%;KL64_15_wbaZ,100.00%,100.00%;KL64_16_wcaJ,100.00%,100.00%;KL64_17_gnd,100.00%,100.00%;KL64_18_manC,100.00%,100.00%;KL64_19_manB,100.00%,100.00%;KL64_20_rmlB,100.00%,100.00%;KL64_21_rmlA,100.00%,100.00%;KL64_22_rmlD,100.00%,100.00%;KL64_23_rmlC,100.00%,100.00%;KL64_24_ugd,100.00%,100.00%		0		0 / 24 (0.00%)		2	KL40_05_rfaG,98.42%,99.74%;KL150_19_gmd,98.80%,100.00%	
GCA_019928025.1_ASM1992802v1_genomic	KL43	K43	Typeable		99.97%	100.00%	0 bp	19 / 19 (100.00%)	KL43_01_galF,100.00%,100.00%;KL43_02_cpsACP,100.00%,100.00%;KL43_03_wzi,100.00%,100.00%;KL43_04_wza,100.00%,100.00%;KL43_05_wzb,100.00%,100.00%;KL43_06_wzc,100.00%,100.00%;KL43_07_wcaJ,100.00%,100.00%;KL43_08_wcuO,100.00%,100.00%;KL43_09_wzy,100.00%,100.00%;KL43_10_wcpY,100.00%,100.00%;KL43_11_wcuE,100.00%,100.00%;KL43_12_wbaZ,100.00%,100.00%;KL43_13_wcuV,100.00%,100.00%;KL43_14_wzx,99.79%,100.00%;KL43_15_wcpZ,99.72%,100.00%;KL43_16_gnd,100.00%,100.00%;KL43_17_manC,100.00%,100.00%;KL43_18_manB,100.00%,100.00%;KL43_19_ugd,100.00%,100.00%		0		0 / 19 (0.00%)		2	KL40_05_rfaG,97.36%,99.74%;KL150_19_gmd,98.50%,100.00%	
GCA_019928045.1_ASM1992804v1_genomic	KL1	K1	Typeable		99.99%	100.00%	0 bp	20 / 20 (100.00%)	KL1_01_galF,100.00%,100.00%;KL1_02_cpsACP,100.00%,100.00%;KL1_03_wzi,100.00%,100.00%;KL1_04_wza,100.00%,100.00%;KL1_05_wzb,100.00%,100.00%;KL1_06_wzc,100.00%,100.00%;KL1_07_wzx,100.00%,100.00%;KL1_08_wclY,100.00%,100.00%;KL1_09_wzy,100.00%,100.00%;KL1_10_wcsS,100.00%,100.00%;KL1_11_wcsT,100.00%,100.00%;KL1_12_gmd,100.00%,100.00%;KL1_13_wcaG,99.71%,100.00%;KL1_14_wcaH,100.00%,100.00%;KL1_15_wcaI,100.00%,100.00%;KL1_16_wcaJ,100.00%,100.00%;KL1_17_gnd,100.00%,100.00%;KL1_18_manC,100.00%,100.00%;KL1_19_manB,100.00%,100.00%;KL1_20_ugd,100.00%,100.00%		0		0 / 20 (0.00%)		3	KL40_04,99.50%,100.00%;KL40_05_rfaG,99.74%,100.00%;KL150_19_gmd,99.10%,100.00%	
GCA_019928065.1_ASM1992806v1_genomic	KL30	K30	Typeable		97.39%	99.97%	-1 bp	20 / 20 (100.00%)	KL30_01_galF,100.00%,100.00%;KL30_02_cpsACP,99.04%,100.00%;KL30_03_wzi,99.60%,100.00%;KL30_04_wza,100.00%,100.00%;KL30_05_wzb,99.30%,100.00%;KL30_06_wzc,99.45%,100.00%;KL30_07_wcuL,100.00%,100.00%;KL30_08_wzx,100.00%,100.00%;KL30_09_wcuD,97.39%,100.00%;KL30_10_wzy,92.99%,98.40%;KL30_11_wckP,92.27%,100.00%;KL30_12_wckO,93.57%,100.00%;KL30_13_wckN,92.13%,100.00%;KL30_14,94.15%,99.82%;KL30_15_wcuG,91.81%,100.00%;KL30_16_wcaJ,98.06%,100.00%;KL30_17_gnd,99.36%,100.00%;KL30_18_manC,99.15%,100.00%;KL30_19_manB,99.79%,100.00%;KL30_20_ugd,99.74%,100.00%		0		0 / 20 (0.00%)		4	KL40_03_wcpO,98.17%,99.80%;KL40_04,99.75%,100.00%;KL40_05_rfaG,99.47%,100.00%;KL150_19_gmd,98.50%,100.00%	
GCA_019928105.1_ASM1992810v1_genomic	KL51	K51	Typeable	!	99.98%	100.00%	0 bp	16 / 16 (100.00%)	KL51_01_galF,100.00%,100.00%;KL51_02_cpsACP,100.00%,100.00%;KL51_03_wzi,100.00%,100.00%;KL51_04_wza,100.00%,100.00%;KL51_05_wzb,100.00%,100.00%;KL51_06_wzc,100.00%,100.00%;KL51_07_wcaJ,100.00%,100.00%;KL51_08_wcpB,100.00%,100.00%;KL51_09_wzy,100.00%,100.00%;KL51_10_wcuF,99.73%,100.00%;KL51_11_wcpA,100.00%,100.00%;KL51_12_wzx,100.00%,100.00%;KL51_13,100.00%,100.00%;KL51_14_wcoZ,100.00%,100.00%;KL51_15_gnd,100.00%,100.00%;KL51_16_ugd,100.00%,100.00%		0		0 / 16 (0.00%)		5	KL50_09_wzx,100.00%,22.54%,truncated;KL50_10,99.43%,100.00%;KL43_17_manC,99.79%,100.00%;KL30_19_manB,99.78%,98.29%;KL150_19_gmd,98.50%,100.00%	KL50_09_wzx,100.00%,22.54%,truncated
GCA_019928115.1_ASM1992811v1_genomic	KL10	K10	Typeable		98.62%	99.95%	-16 bp	20 / 20 (100.00%)	KL10_01_galF,98.99%,100.00%;KL10_02_cpsACP,95.22%,100.00%;KL10_03_wzi,96.66%,99.58%;KL10_04_wza,100.00%,100.00%;KL10_05_wzb,99.31%,100.00%;KL10_06_wzc,99.72%,100.00%;KL10_07_wbaP,100.00%,100.00%;KL10_08_wclQ,99.73%,100.00%;KL10_09_wclP,100.00%,100.00%;KL10_10_wzx,99.60%,100.00%;KL10_11_wcuQ,99.75%,100.00%;KL10_12_wcaN,97.09%,100.00%;KL10_13_wcuK,98.52%,100.00%;KL10_14_wzy,98.52%,100.00%;KL10_15_wcsO,95.29%,100.00%;KL10_16_wbaZ,98.96%,100.00%;KL10_17_gnd,98.93%,100.00%;KL10_18_manC,98.94%,100.00%;KL10_19_manB,97.37%,100.00%;KL10_20_ugd,99.74%,100.00%		0		0 / 20 (0.00%)		2	KL40_05_rfaG,98.41%,99.21%;KL150_19_gmd,99.40%,100.00%	
GCA_019928145.1_ASM1992814v1_genomic	KL58	K58	Typeable	?4!	99.99%	100.16%	n/a	22 / 22 (100.00%)	KL58_01_galF,100.00%,100.00%;KL58_02_cpsACP,100.00%,100.00%;KL58_03_wzi,100.00%,100.00%;KL58_04_wza,100.00%,100.00%;KL58_05_wzb,100.00%,100.00%;KL58_06_wzc,100.00%,100.00%;KL58_07_wzx,100.00%,100.00%;KL58_08_wclY,100.00%,100.00%;KL58_09_wzy,100.00%,100.00%;KL58_10_wcqS,100.00%,100.00%;KL58_11_wcqT,100.00%,100.00%;KL58_12,99.82%,100.00%;KL58_13_wcqU,100.00%,100.00%;KL58_14_gmd,100.00%,100.00%;KL58_15_wcaG,100.00%,100.00%;KL58_16_gmm,100.00%,100.00%;KL58_17_wcaI,100.00%,67.57%,partial;KL58_17_wcaI,100.00%,35.64%,partial;KL58_18_wcaJ,100.00%,100.00%;KL58_19_gnd,100.00%,100.00%;KL58_20_manC,100.00%,4.88%,partial;KL58_20_manC,100.00%,95.12%,partial;KL58_21_manB,100.00%,14.04%,partial;KL58_21_manB,100.00%,85.75%,partial;KL58_22_ugd,100.00%,100.00%		0		1 / 22 (4.55%)	KL58_20_manC,100.00%,4.67%,partial	4	KL50_09_wzx,100.00%,22.54%,truncated;KL50_10,99.05%,100.00%;KL39_19_manB,98.21%,12.28%,partial;KL150_19_gmd,99.10%,100.00%	KL50_09_wzx,100.00%,22.54%,truncated
GCA_019928165.1_ASM1992816v1_genomic	KL113	unknown (KL113)	Typeable	?3!	99.88%	100.00%	n/a	20 / 20 (100.00%)	KL113_01_galF,100.00%,100.00%;KL113_02_cpsACP,100.00%,100.00%;KL113_03_wzi,100.00%,100.00%;KL113_04_wza,100.00%,100.00%;KL113_05_wzb,100.00%,100.00%;KL113_06_wzc,100.00%,100.00%;KL113_07_wzx,99.75%,100.00%;KL113_08,100.00%,100.00%;KL113_09,100.00%,100.00%;KL113_10,99.44%,100.00%;KL113_11_wcoS,100.00%,100.00%;KL113_12,100.00%,100.00%;KL113_13_wcaG,99.69%,100.00%;KL113_14,100.00%,100.00%;KL113_15_wcaI,99.50%,100.00%;KL113_16_wcaJ,100.00%,100.00%;KL113_17_gnd,100.00%,100.00%;KL113_18_manC,100.00%,6.37%,partial;KL113_18_manC,99.77%,93.42%,partial;KL113_19_manB,100.00%,12.50%,partial;KL113_19_manB,99.75%,87.50%,partial;KL113_20_ugd,99.48%,100.00%		0		2 / 20 (10.00%)	KL113_18_manC,100.00%,6.37%,partial;KL113_19_manB,97.92%,10.53%,partial	3	KL50_09_wzx,100.00%,22.54%,truncated;KL50_10,99.43%,100.00%;KL150_19_gmd,99.10%,100.00%	KL50_09_wzx,100.00%,22.54%,truncated
GCA_019928185.1_ASM1992818v1_genomic	KL15	K15	Typeable	!	99.90%	100.00%	1155 bp	16 / 16 (100.00%)	KL15_01_galF,100.00%,100.00%;KL15_02_cpsACP,100.00%,100.00%;KL15_03_wzi,100.00%,100.00%;KL15_04_wza,100.00%,100.00%;KL15_05_wzb,100.00%,100.00%;KL15_06_wzc,100.00%,100.00%;KL15_07_wcaJ,100.00%,100.00%;KL15_08_wceN,99.71%,100.00%;KL15_09_wceM,100.00%,100.00%;KL15_10_wcsR,100.00%,100.00%;KL15_11_wcaN,100.00%,100.00%;KL15_12_wzy,100.00%,100.00%;KL15_13_wckI,99.36%,43.13%,truncated;KL15_14_wzx,99.32%,100.00%;KL15_15_gnd,100.00%,100.00%;KL15_16_ugd,100.00%,100.00%		0		0 / 16 (0.00%)		3	KL104_16_wzx,98.07%,100.00%;KL104_17,98.63%,100.00%;KL150_19_gmd,89.91%,97.90%	KL15_13_wckI,99.36%,43.13%,truncated
GCA_019928205.1_ASM1992820v1_genomic	KL21	K21	Typeable	?6!	99.96%	99.99%	n/a	19 / 19 (100.00%)	KL21_01_galF,100.00%,100.00%;KL21_02_cpsACP,100.00%,100.00%;KL21_03_wzi,100.00%,100.00%;KL21_04_wza,100.00%,100.00%;KL21_05_wzb,99.31%,100.00%;KL21_06_wzc,100.00%,100.00%;KL21_07_wcuD,100.00%,78.88%,partial;KL21_07_wcuD,100.00%,21.63%,truncated;KL21_08_wzy,100.00%,100.00%;KL21_09_wcuE,100.00%,100.00%;KL21_10_wcuC,100.00%,100.00%;KL21_11_wbaZ,100.00%,69.71%,truncated;KL21_11_wbaZ,100.00%,30.81%,partial;KL21_12_wbaP,100.00%,54.83%,partial;KL21_12_wbaP,100.00%,45.80%,partial;KL21_13_wcuA,100.00%,100.00%;KL21_14_wcaL,100.00%,100.00%;KL21_15_wzx,100.00%,100.00%;KL21_16_gnd,100.00%,100.00%;KL21_17_manC,100.00%,97.88%,partial;KL21_18_manB,100.00%,20.83%,partial;KL21_18_manB,99.72%,78.95%,partial;KL21_19_ugd,100.00%,100.00%		0		0 / 19 (0.00%)		4	KL50_09_wzx,100.00%,22.54%,truncated;KL50_10,99.62%,100.00%;KL150_19_gmd,99.70%,100.00%;KL58_21_manB,98.85%,19.08%,partial	KL21_07_wcuD,100.00%,21.63%,truncated;KL21_11_wbaZ,100.00%,69.71%,truncated;KL50_09_wzx,100.00%,22.54%,truncated
GCA_019928215.1_ASM1992821v1_genomic	KL107	unknown (KL107)	Typeable		99.99%	100.00%	-1 bp	16 / 16 (100.00%)	KL107_01_galF,100.00%,100.00%;KL107_02_cpsACP,100.00%,100.00%;KL107_03_wzi,100.00%,100.00%;KL107_04_wza,100.00%,100.00%;KL107_05_wzb,100.00%,100.00%;KL107_06_wzc,99.86%,100.00%;KL107_07_wbaP,100.00%,100.00%;KL107_08,100.00%,100.00%;KL107_09,100.00%,100.00%;KL107_10,100.00%,100.00%;KL107_11_gnd,100.00%,100.00%;KL107_12,100.00%,100.00%;KL107_13,100.00%,100.00%;KL107_14,100.00%,100.00%;KL107_15,100.00%,100.00%;KL107_16_ugd,100.00%,100.00%		0		0 / 16 (0.00%)		4	KL40_03_wcpO,99.19%,100.00%;KL40_04,99.50%,100.00%;KL40_05_rfaG,99.74%,100.00%;KL150_19_gmd,99.10%,100.00%	
