Assembly	Best match locus	Best match type	Confidence	Problems	Identity	Coverage	Length discrepancy	Expected genes in locus	Expected genes in locus, details	Missing expected genes	Other genes in locus	Other genes in locus, details	Expected genes outside locus	Expected genes outside locus, details	Other genes outside locus	Other genes outside locus, details	Truncated genes, details
GCA_019928025.1_ASM1992802v1_genomic	O1/O2v1	O2ac	Typeable		98.93%	100.00%	0 bp	7 / 7 (100.00%)	O1/O2v1_01_wzm,100.00%,100.00%;O1/O2v1_02_wzt,100.00%,100.00%;O1/O2v1_03_wbbM,99.37%,100.00%;O1/O2v1_04_glf,98.18%,100.00%;O1/O2v1_05_wbbN,97.98%,100.00%;O1/O2v1_06_wbbO,98.14%,100.00%;O1/O2v1_07_kfoC,98.86%,100.00%		0		0 / 7 (0.00%)		4	O3b_01_manC,100.00%,100.00%;O3b_02_manB,99.55%,97.39%;Extra_genes_wbmVW_02_wbmW,98.97%,100.00%;Extra_genes_wbmVW_01_wbmV,99.76%,100.00%	
GCA_019928045.1_ASM1992804v1_genomic	O1/O2v2	O1ab	Typeable	!	96.49%	99.99%	-3 bp	10 / 10 (100.00%)	O1/O2v2_01_wzm,100.00%,100.00%;O1/O2v2_02_wzt,99.59%,100.00%;O1/O2v2_03_wbbM,99.37%,100.00%;O1/O2v2_04_glf,98.44%,100.00%;O1/O2v2_05_wbbN,98.32%,100.00%;O1/O2v2_06_wbbO,100.00%,100.00%;O1/O2v2_07_kfoC,99.00%,100.00%;O1/O2v2_08_gmlC,70.83%,5.14%,truncated,below_id_threshold;O1/O2v2_09_gmlB,99.39%,100.00%;O1/O2v2_10_gmlA,100.00%,100.00%		0		0 / 10 (0.00%)		4	O3b_01_manC,99.58%,100.00%;O3/O3a_02_manB,99.78%,97.39%;Extra_genes_wbbYZ_02_wbbZ,99.63%,100.00%;Extra_genes_wbbYZ_01_wbbY,99.86%,100.00%	O1/O2v2_08_gmlC,70.83%,5.14%,truncated,below_id_threshold
GCA_019928065.1_ASM1992806v1_genomic	O1/O2v2	O1ab	Typeable		99.22%	100.00%	0 bp	10 / 10 (100.00%)	O1/O2v2_01_wzm,100.00%,100.00%;O1/O2v2_02_wzt,99.59%,100.00%;O1/O2v2_03_wbbM,100.00%,100.00%;O1/O2v2_04_glf,98.96%,100.00%;O1/O2v2_05_wbbN,97.64%,100.00%;O1/O2v2_06_wbbO,99.73%,100.00%;O1/O2v2_07_kfoC,99.25%,100.00%;O1/O2v2_08_gmlC,98.77%,100.00%;O1/O2v2_09_gmlB,99.08%,100.00%;O1/O2v2_10_gmlA,99.20%,100.00%		0		0 / 10 (0.00%)		4	O3b_01_manC,99.58%,100.00%;O3/O3a_02_manB,99.55%,97.39%;Extra_genes_wbbYZ_01_wbbY,99.59%,100.00%;Extra_genes_wbbYZ_02_wbbZ,99.63%,100.00%	
GCA_019928105.1_ASM1992810v1_genomic	O3b	O3b	Typeable		99.61%	100.00%	0 bp	8 / 8 (100.00%)	O3b_01_manC,99.79%,100.00%;O3b_02_manB,99.78%,100.00%;O3b_03_wzm,98.47%,100.00%;O3b_04_wzt,99.77%,100.00%;O3b_05_wbdD,99.71%,100.00%;O3b_06_wbdA,99.64%,100.00%;O3b_07_wbdB,99.74%,100.00%;O3b_08_wbdC,100.00%,100.00%		0		0 / 8 (0.00%)		0		
GCA_019928115.1_ASM1992811v1_genomic	O1/O2v1	O1ab	Typeable		98.75%	100.00%	-2 bp	7 / 7 (100.00%)	O1/O2v1_01_wzm,100.00%,100.00%;O1/O2v1_02_wzt,99.59%,100.00%;O1/O2v1_03_wbbM,99.52%,100.00%;O1/O2v1_04_glf,97.92%,100.00%;O1/O2v1_05_wbbN,97.98%,100.00%;O1/O2v1_06_wbbO,99.20%,100.00%;O1/O2v1_07_kfoC,97.03%,100.00%		0		0 / 7 (0.00%)		4	O3b_01_manC,99.79%,100.00%;O3/O3a_02_manB,99.11%,97.39%;Extra_genes_wbbYZ_02_wbbZ,99.63%,100.00%;Extra_genes_wbbYZ_01_wbbY,100.00%,100.00%	
GCA_019928145.1_ASM1992814v1_genomic	O3b	O3b	Typeable	?4	99.73%	100.58%	n/a	8 / 8 (100.00%)	O3b_01_manC,100.00%,4.67%,partial;O3b_01_manC,100.00%,4.88%,partial;O3b_01_manC,100.00%,95.12%,partial;O3b_02_manB,100.00%,14.78%,partial;O3b_02_manB,99.74%,85.00%,partial;O3b_03_wzm,99.23%,100.00%;O3b_04_wzt,99.30%,100.00%;O3b_05_wbdD,99.42%,100.00%;O3b_06_wbdA,99.64%,100.00%;O3b_07_wbdB,99.74%,100.00%;O3b_08_wbdC,100.00%,100.00%		0		0 / 8 (0.00%)		1	O5_02_manB,98.18%,12.01%,partial	
GCA_019928165.1_ASM1992816v1_genomic	O3b	O3b	Typeable	?4	99.79%	100.77%	n/a	8 / 8 (100.00%)	O3b_01_manC,100.00%,6.37%,partial;O3b_01_manC,100.00%,6.37%,partial;O3b_01_manC,99.77%,93.42%,partial;O3b_02_manB,100.00%,13.04%,partial;O3b_02_manB,99.75%,86.74%,partial;O3b_03_wzm,99.23%,100.00%;O3b_04_wzt,99.77%,100.00%;O3b_05_wbdD,99.71%,100.00%;O3b_06_wbdA,99.76%,100.00%;O3b_07_wbdB,99.74%,100.00%;O3b_08_wbdC,100.00%,100.00%		0		0 / 8 (0.00%)		1	O5_02_manB,97.92%,10.48%,partial	
GCA_019928185.1_ASM1992818v1_genomic	O4	O4	Typeable	?2	99.45%	100.11%	n/a	5 / 6 (83.33%)	O4_01_hydrolase,99.50%,100.00%;O4_02_hypothetical,99.75%,100.00%;O4_03_hypothetical,99.43%,100.00%;O4_04_wzt,100.00%,100.00%;O4_05_wzm,98.77%,100.00%;O4_06_glycosyltransferase,99.03%,27.03%,partial;O4_06_glycosyltransferase,99.64%,73.49%,partial		0		0 / 6 (0.00%)		0		
GCA_019928205.1_ASM1992820v1_genomic	O3b	O3b	Typeable	?2	99.66%	99.75%	n/a	8 / 8 (100.00%)	O3b_01_manC,99.78%,97.88%,partial;O3b_02_manB,100.00%,21.52%,partial;O3b_02_manB,99.44%,78.26%,partial;O3b_03_wzm,99.23%,100.00%;O3b_04_wzt,99.54%,100.00%;O3b_05_wbdD,99.85%,100.00%;O3b_06_wbdA,99.64%,100.00%;O3b_07_wbdB,99.48%,100.00%;O3b_08_wbdC,100.00%,100.00%		0		0 / 8 (0.00%)		0		
GCA_019928215.1_ASM1992821v1_genomic	O1/O2v2	O2afg	Typeable		99.06%	100.00%	0 bp	10 / 10 (100.00%)	O1/O2v2_01_wzm,100.00%,100.00%;O1/O2v2_02_wzt,99.19%,100.00%;O1/O2v2_03_wbbM,98.57%,100.00%;O1/O2v2_04_glf,98.96%,100.00%;O1/O2v2_05_wbbN,98.99%,100.00%;O1/O2v2_06_wbbO,99.47%,100.00%;O1/O2v2_07_kfoC,99.00%,100.00%;O1/O2v2_08_gmlC,97.33%,100.00%;O1/O2v2_09_gmlB,99.08%,100.00%;O1/O2v2_10_gmlA,100.00%,100.00%		0		0 / 10 (0.00%)		4	O12_01_rfbB,98.58%,99.72%;OL13_02_rfbA,98.27%,100.00%;OL13_03_rfbD,98.99%,100.00%;OL13_04_rfbC,98.34%,98.37%	
GCA_019928245.1_ASM1992824v1_genomic	O1/O2v2	O2afg	Typeable		99.07%	100.00%	0 bp	10 / 10 (100.00%)	O1/O2v2_01_wzm,99.61%,100.00%;O1/O2v2_02_wzt,99.19%,100.00%;O1/O2v2_03_wbbM,98.42%,100.00%;O1/O2v2_04_glf,99.22%,100.00%;O1/O2v2_05_wbbN,98.65%,100.00%;O1/O2v2_06_wbbO,99.20%,100.00%;O1/O2v2_07_kfoC,99.25%,100.00%;O1/O2v2_08_gmlC,97.74%,100.00%;O1/O2v2_09_gmlB,99.39%,100.00%;O1/O2v2_10_gmlA,100.00%,100.00%		0		0 / 10 (0.00%)		2	O3b_01_manC,99.79%,100.00%;O3/O3a_02_manB,99.55%,97.39%	
GCA_019928265.1_ASM1992826v1_genomic	O1/O2v2	O1ab	Typeable		98.93%	100.00%	0 bp	10 / 10 (100.00%)	O1/O2v2_01_wzm,100.00%,100.00%;O1/O2v2_02_wzt,98.78%,100.00%;O1/O2v2_03_wbbM,98.57%,100.00%;O1/O2v2_04_glf,98.96%,100.00%;O1/O2v2_05_wbbN,98.32%,100.00%;O1/O2v2_06_wbbO,99.73%,100.00%;O1/O2v2_07_kfoC,99.00%,100.00%;O1/O2v2_08_gmlC,97.33%,100.00%;O1/O2v2_09_gmlB,99.39%,100.00%;O1/O2v2_10_gmlA,99.20%,100.00%		0		0 / 10 (0.00%)		2	Extra_genes_wbbYZ_01_wbbY,100.00%,100.00%;Extra_genes_wbbYZ_02_wbbZ,99.63%,100.00%	
GCA_019928285.1_ASM1992828v1_genomic	O1/O2v1	O1ab	Typeable		98.89%	100.00%	-2 bp	7 / 7 (100.00%)	O1/O2v1_01_wzm,100.00%,100.00%;O1/O2v1_02_wzt,99.59%,100.00%;O1/O2v1_03_wbbM,99.05%,100.00%;O1/O2v1_04_glf,98.44%,100.00%;O1/O2v1_05_wbbN,99.66%,100.00%;O1/O2v1_06_wbbO,98.67%,100.00%;O1/O2v1_07_kfoC,96.80%,100.00%		0		0 / 7 (0.00%)		4	O3b_01_manC,99.79%,100.00%;O3b_02_manB,99.11%,97.39%;Extra_genes_wbbYZ_01_wbbY,100.00%,100.00%;Extra_genes_wbbYZ_02_wbbZ,99.26%,100.00%	
GCA_019928305.1_ASM1992830v1_genomic	O5	O5	Typeable		98.24%	100.00%	0 bp	8 / 8 (100.00%)	O5_01_manC,99.15%,100.00%;O5_02_manB,99.56%,100.00%;O5_03_wzm,99.24%,100.00%;O5_04_wzt,98.76%,100.00%;O5_05_wbdD,94.35%,100.00%;O5_06_wbdA,95.38%,100.00%;O5_07_wbdB,99.48%,100.00%;O5_08_wbdC,100.00%,100.00%		0		0 / 8 (0.00%)		0		
GCA_019928325.1_ASM1992832v1_genomic	O1/O2v2	O1ab	Typeable		99.16%	100.00%	0 bp	10 / 10 (100.00%)	O1/O2v2_01_wzm,100.00%,100.00%;O1/O2v2_02_wzt,98.78%,100.00%;O1/O2v2_03_wbbM,99.21%,100.00%;O1/O2v2_04_glf,99.22%,100.00%;O1/O2v2_05_wbbN,98.32%,100.00%;O1/O2v2_06_wbbO,99.73%,100.00%;O1/O2v2_07_kfoC,99.50%,100.00%;O1/O2v2_08_gmlC,97.74%,100.00%;O1/O2v2_09_gmlB,99.08%,100.00%;O1/O2v2_10_gmlA,100.00%,100.00%		0		0 / 10 (0.00%)		4	O3/O3a_01_manC,98.30%,100.00%;O3b_02_manB,99.55%,97.39%;Extra_genes_wbbYZ_01_wbbY,99.78%,60.14%,partial;Extra_genes_wbbYZ_02_wbbZ,99.63%,100.00%	
GCA_019928345.1_ASM1992834v1_genomic	O1/O2v2	O1ab	Typeable		99.02%	100.00%	0 bp	10 / 10 (100.00%)	O1/O2v2_01_wzm,100.00%,100.00%;O1/O2v2_02_wzt,99.19%,100.00%;O1/O2v2_03_wbbM,98.57%,100.00%;O1/O2v2_04_glf,98.96%,100.00%;O1/O2v2_05_wbbN,98.32%,100.00%;O1/O2v2_06_wbbO,99.47%,100.00%;O1/O2v2_07_kfoC,99.25%,100.00%;O1/O2v2_08_gmlC,97.33%,100.00%;O1/O2v2_09_gmlB,99.08%,100.00%;O1/O2v2_10_gmlA,100.00%,100.00%		0		0 / 10 (0.00%)		4	O3b_01_manC,100.00%,100.00%;O3b_02_manB,99.55%,97.39%;Extra_genes_wbbYZ_01_wbbY,100.00%,100.00%;Extra_genes_wbbYZ_02_wbbZ,99.26%,100.00%	
GCA_019928365.1_ASM1992836v1_genomic	OL13	O13	Typeable	?3!	96.83%	99.85%	n/a	9 / 9 (100.00%)	OL13_01_rfbB,97.18%,100.00%;OL13_02_rfbA,98.25%,98.62%;OL13_03_rfbD,98.11%,17.91%,partial;OL13_03_rfbD,98.76%,81.76%,partial;OL13_04_rfbC,98.53%,36.96%,truncated;OL13_04_rfbC,96.52%,62.50%,partial;OL13_05_wbbL,98.91%,100.00%;OL13_06_wzm,98.92%,100.00%;OL13_07_wzt,99.32%,100.00%;OL13_08_wbbB,95.62%,100.00%;OL13_09_glycosylhydrolase,85.00%,7.72%,truncated		0		2 / 9 (22.22%)	OL13_02_rfbA,98.25%,98.62%;OL13_04_rfbC,96.97%,35.87%,partial	1	OL102_03_rfbD,98.04%,17.23%,truncated	OL13_04_rfbC,98.53%,36.96%,truncated;OL13_09_glycosylhydrolase,85.00%,7.72%,truncated;OL102_03_rfbD,98.04%,17.23%,truncated
GCA_019928385.1_ASM1992838v1_genomic	O3/O3a	O3/O3a	Typeable		98.23%	99.77%	-27 bp	8 / 8 (100.00%)	O3/O3a_01_manC,97.88%,98.09%;O3/O3a_02_manB,99.78%,100.00%;O3/O3a_03_wzm,98.47%,100.00%;O3/O3a_04_wzt,98.38%,100.00%;O3/O3a_05_wbdD,94.63%,100.00%;O3/O3a_06_wbdA,97.26%,100.00%;O3/O3a_07_wbdB,99.48%,100.00%;O3/O3a_08_wbdC,100.00%,100.00%		0		0 / 8 (0.00%)		0		
GCA_019928395.1_ASM1992839v1_genomic	O1/O2v2	O1ab	Typeable		98.96%	100.00%	0 bp	10 / 10 (100.00%)	O1/O2v2_01_wzm,100.00%,100.00%;O1/O2v2_02_wzt,99.19%,100.00%;O1/O2v2_03_wbbM,98.73%,100.00%;O1/O2v2_04_glf,98.96%,100.00%;O1/O2v2_05_wbbN,98.32%,100.00%;O1/O2v2_06_wbbO,99.73%,100.00%;O1/O2v2_07_kfoC,99.00%,100.00%;O1/O2v2_08_gmlC,97.12%,100.00%;O1/O2v2_09_gmlB,99.39%,100.00%;O1/O2v2_10_gmlA,99.20%,100.00%		0		0 / 10 (0.00%)		2	Extra_genes_wbbYZ_01_wbbY,99.86%,100.00%;Extra_genes_wbbYZ_02_wbbZ,99.26%,100.00%	
GCA_019928405.1_ASM1992840v1_genomic	O1/O2v1	O2a	Typeable		99.03%	100.00%	0 bp	7 / 7 (100.00%)	O1/O2v1_01_wzm,100.00%,100.00%;O1/O2v1_02_wzt,100.00%,100.00%;O1/O2v1_03_wbbM,99.21%,100.00%;O1/O2v1_04_glf,97.92%,100.00%;O1/O2v1_05_wbbN,97.31%,100.00%;O1/O2v1_06_wbbO,99.20%,100.00%;O1/O2v1_07_kfoC,99.54%,100.00%		0		0 / 7 (0.00%)		6	O3b_01_manC,100.00%,100.00%;O12_01_rfbB,98.02%,100.00%;O3b_02_manB,99.77%,95.65%;OL13_02_rfbA,97.19%,98.62%;OL13_03_rfbD,98.65%,100.00%;OL13_04_rfbC,96.69%,98.37%	
GCA_019928445.1_ASM1992844v1_genomic	O4	O4	Typeable		99.45%	100.00%	1 bp	5 / 6 (83.33%)	O4_01_hydrolase,99.50%,100.00%;O4_02_hypothetical,99.75%,100.00%;O4_03_hypothetical,99.43%,100.00%;O4_04_wzt,99.79%,100.00%;O4_05_wzm,98.77%,100.00%;O4_06_glycosyltransferase,99.48%,100.00%		0		0 / 6 (0.00%)		2	Extra_genes_wbbYZ_01_wbbY,99.73%,98.51%,partial;Extra_genes_wbbYZ_02_wbbZ,99.63%,100.00%	
GCA_019928465.1_ASM1992846v1_genomic	O1/O2v2	O1ab	Typeable		99.00%	100.00%	0 bp	10 / 10 (100.00%)	O1/O2v2_01_wzm,100.00%,100.00%;O1/O2v2_02_wzt,99.19%,100.00%;O1/O2v2_03_wbbM,98.57%,100.00%;O1/O2v2_04_glf,98.96%,100.00%;O1/O2v2_05_wbbN,98.32%,100.00%;O1/O2v2_06_wbbO,99.73%,100.00%;O1/O2v2_07_kfoC,99.00%,100.00%;O1/O2v2_08_gmlC,97.12%,100.00%;O1/O2v2_09_gmlB,99.08%,100.00%;O1/O2v2_10_gmlA,100.00%,100.00%		0		0 / 10 (0.00%)		4	O3b_01_manC,99.36%,100.00%;O3/O3a_02_manB,99.78%,97.39%;Extra_genes_wbbYZ_02_wbbZ,100.00%,100.00%;Extra_genes_wbbYZ_01_wbbY,100.00%,68.51%,partial	
GCA_019928485.1_ASM1992848v1_genomic	O1/O2v2	O2afg	Typeable		99.03%	100.00%	0 bp	10 / 10 (100.00%)	O1/O2v2_01_wzm,100.00%,100.00%;O1/O2v2_02_wzt,99.19%,100.00%;O1/O2v2_03_wbbM,98.57%,100.00%;O1/O2v2_04_glf,99.22%,100.00%;O1/O2v2_05_wbbN,98.32%,100.00%;O1/O2v2_06_wbbO,99.73%,100.00%;O1/O2v2_07_kfoC,98.51%,100.00%;O1/O2v2_08_gmlC,97.94%,100.00%;O1/O2v2_09_gmlB,98.77%,100.00%;O1/O2v2_10_gmlA,100.00%,100.00%		0		0 / 10 (0.00%)		0		
GCA_019928505.1_ASM1992850v1_genomic	O1/O2v1	O1ab	Typeable		99.16%	100.00%	-2 bp	7 / 7 (100.00%)	O1/O2v1_01_wzm,99.61%,100.00%;O1/O2v1_02_wzt,100.00%,100.00%;O1/O2v1_03_wbbM,99.84%,100.00%;O1/O2v1_04_glf,99.48%,100.00%;O1/O2v1_05_wbbN,97.98%,100.00%;O1/O2v1_06_wbbO,97.88%,100.00%;O1/O2v1_07_kfoC,99.32%,100.00%		0		0 / 7 (0.00%)		4	O3b_01_manC,99.58%,100.00%;O3/O3a_02_manB,99.78%,97.39%;Extra_genes_wbbYZ_02_wbbZ,99.63%,100.00%;Extra_genes_wbbYZ_01_wbbY,99.73%,100.00%	
GCA_019928525.1_ASM1992852v1_genomic	O1/O2v2	O2afg	Typeable		98.98%	100.00%	0 bp	10 / 10 (100.00%)	O1/O2v2_01_wzm,100.00%,100.00%;O1/O2v2_02_wzt,99.19%,100.00%;O1/O2v2_03_wbbM,98.42%,100.00%;O1/O2v2_04_glf,99.22%,100.00%;O1/O2v2_05_wbbN,97.98%,100.00%;O1/O2v2_06_wbbO,99.20%,100.00%;O1/O2v2_07_kfoC,99.00%,100.00%;O1/O2v2_08_gmlC,97.74%,100.00%;O1/O2v2_09_gmlB,99.08%,100.00%;O1/O2v2_10_gmlA,100.00%,100.00%		0		0 / 10 (0.00%)		2	O3/O3a_01_manC,98.51%,100.00%;O3b_02_manB,99.55%,97.39%	
GCA_019928545.1_ASM1992854v1_genomic	O4	O4	Typeable		100.00%	100.00%	0 bp	5 / 6 (83.33%)	O4_01_hydrolase,100.00%,100.00%;O4_02_hypothetical,100.00%,100.00%;O4_03_hypothetical,100.00%,100.00%;O4_04_wzt,100.00%,100.00%;O4_05_wzm,100.00%,100.00%;O4_06_glycosyltransferase,100.00%,100.00%		0		0 / 6 (0.00%)		0		
GCA_019928565.1_ASM1992856v1_genomic	O3b	O3b	Typeable	?4!	99.75%	102.61%	n/a	8 / 8 (100.00%)	O3b_01_manC,100.00%,21.66%,partial;O3b_01_manC,99.73%,78.13%,partial;O3b_01_manC,100.00%,21.87%,partial;O3b_02_manB,100.00%,16.30%,truncated;O3b_02_manB,99.48%,83.48%,partial;O3b_03_wzm,99.23%,100.00%;O3b_04_wzt,99.54%,100.00%;O3b_05_wbdD,99.85%,100.00%;O3b_06_wbdA,99.64%,100.00%;O3b_07_wbdB,99.74%,100.00%;O3b_08_wbdC,100.00%,100.00%		0		0 / 8 (0.00%)		1	O5_02_manB,98.39%,13.54%,partial	O3b_02_manB,100.00%,16.30%,truncated
GCA_019928585.1_ASM1992858v1_genomic	O1/O2v2	O2afg	Typeable		98.95%	100.00%	0 bp	10 / 10 (100.00%)	O1/O2v2_01_wzm,100.00%,100.00%;O1/O2v2_02_wzt,99.19%,100.00%;O1/O2v2_03_wbbM,98.89%,100.00%;O1/O2v2_04_glf,98.96%,100.00%;O1/O2v2_05_wbbN,98.32%,100.00%;O1/O2v2_06_wbbO,99.20%,100.00%;O1/O2v2_07_kfoC,98.51%,100.00%;O1/O2v2_08_gmlC,97.33%,100.00%;O1/O2v2_09_gmlB,99.08%,100.00%;O1/O2v2_10_gmlA,100.00%,100.00%		0		0 / 10 (0.00%)		4	O12_01_rfbB,98.58%,99.72%;OL13_02_rfbA,98.25%,98.62%;OL13_03_rfbD,98.65%,100.00%;OL13_04_rfbC,97.24%,98.37%	
GCA_019928595.1_ASM1992859v1_genomic	OL103	unknown (OL103)	Typeable		97.65%	99.85%	-12 bp	6 / 6 (100.00%)	OL103_01_rmlC,98.31%,93.65%,partial;OL103_02_wzm,99.62%,100.00%;OL103_03_wzt,97.79%,100.00%;OL103_04_hydrolase,94.27%,100.00%;OL103_05_spsA,97.39%,100.00%;OL103_06_wbbL,98.52%,100.00%		0		1 / 6 (16.67%)	OL103_01_rmlC,94.83%,92.06%,partial	8	O12_01_rfbB,98.52%,76.55%,partial;OL102_01_rfbB,94.12%,29.31%,partial;O12_01_rfbB,98.08%,14.97%,partial;OL13_02_rfbA,98.13%,92.39%,partial;OL13_02_rfbA,100.00%,5.88%,partial;OL13_02_rfbA,100.00%,6.23%,partial;OL13_03_rfbD,97.97%,100.00%;OL13_04_rfbC,95.97%,67.39%,partial	
GCA_019928625.2_ASM1992862v2_genomic	O1/O2v2	O2afg	Typeable		99.12%	100.00%	0 bp	10 / 10 (100.00%)	O1/O2v2_01_wzm,99.61%,100.00%;O1/O2v2_02_wzt,99.19%,100.00%;O1/O2v2_03_wbbM,98.73%,100.00%;O1/O2v2_04_glf,99.22%,100.00%;O1/O2v2_05_wbbN,98.65%,100.00%;O1/O2v2_06_wbbO,99.73%,100.00%;O1/O2v2_07_kfoC,99.00%,100.00%;O1/O2v2_08_gmlC,97.94%,100.00%;O1/O2v2_09_gmlB,99.08%,100.00%;O1/O2v2_10_gmlA,100.00%,100.00%		0		0 / 10 (0.00%)		0		
GCA_019928635.1_ASM1992863v1_genomic	O1/O2v2	O1ab	Typeable	?2	99.63%	98.44%	n/a	10 / 10 (100.00%)	O1/O2v2_01_wzm,100.00%,100.00%;O1/O2v2_02_wzt,99.59%,100.00%;O1/O2v2_03_wbbM,100.00%,16.16%,partial;O1/O2v2_03_wbbM,99.37%,74.96%,partial;O1/O2v2_04_glf,98.96%,100.00%;O1/O2v2_05_wbbN,98.99%,100.00%;O1/O2v2_06_wbbO,99.47%,100.00%;O1/O2v2_07_kfoC,99.50%,100.00%;O1/O2v2_08_gmlC,100.00%,100.00%;O1/O2v2_09_gmlB,100.00%,100.00%;O1/O2v2_10_gmlA,100.00%,100.00%		0		0 / 10 (0.00%)		4	O3b_01_manC,100.00%,100.00%;O3/O3a_02_manB,99.78%,97.39%;Extra_genes_wbbYZ_01_wbbY,99.73%,100.00%;Extra_genes_wbbYZ_02_wbbZ,99.26%,100.00%	
GCA_019928665.1_ASM1992866v1_genomic	O4	O4	Typeable		99.58%	100.00%	1 bp	5 / 6 (83.33%)	O4_01_hydrolase,99.67%,100.00%;O4_02_hypothetical,99.75%,100.00%;O4_03_hypothetical,99.57%,100.00%;O4_04_wzt,100.00%,100.00%;O4_05_wzm,98.77%,100.00%;O4_06_glycosyltransferase,99.74%,100.00%		0		0 / 6 (0.00%)		4	OL13_01_rfbB,97.46%,100.00%;OL13_02_rfbA,98.25%,98.62%;OL13_03_rfbD,98.65%,100.00%;OL13_04_rfbC,96.69%,98.37%	
GCA_019928685.1_ASM1992868v1_genomic	O1/O2v2	O1ab	Typeable		99.61%	100.00%	0 bp	10 / 10 (100.00%)	O1/O2v2_01_wzm,100.00%,100.00%;O1/O2v2_02_wzt,99.59%,100.00%;O1/O2v2_03_wbbM,99.52%,100.00%;O1/O2v2_04_glf,98.96%,100.00%;O1/O2v2_05_wbbN,98.99%,100.00%;O1/O2v2_06_wbbO,99.73%,100.00%;O1/O2v2_07_kfoC,99.50%,100.00%;O1/O2v2_08_gmlC,99.79%,100.00%;O1/O2v2_09_gmlB,100.00%,100.00%;O1/O2v2_10_gmlA,100.00%,100.00%		0		0 / 10 (0.00%)		4	O3b_01_manC,100.00%,100.00%;O5_02_manB,99.33%,97.60%;Extra_genes_wbbYZ_01_wbbY,99.73%,100.00%;Extra_genes_wbbYZ_02_wbbZ,99.26%,100.00%	
GCA_019928705.3_ASM1992870v3_genomic	O3b	O3b	Typeable	?4	99.76%	101.90%	n/a	8 / 8 (100.00%)	O3b_01_manC,100.00%,15.71%,partial;O3b_01_manC,100.00%,15.92%,partial;O3b_01_manC,100.00%,83.86%,partial;O3b_02_manB,100.00%,48.70%,partial;O3b_02_manB,99.57%,51.09%,partial;O3b_03_wzm,99.23%,100.00%;O3b_04_wzt,99.54%,100.00%;O3b_05_wbdD,99.85%,100.00%;O3b_06_wbdA,99.64%,100.00%;O3b_07_wbdB,99.48%,100.00%;O3b_08_wbdC,100.00%,100.00%		0		1 / 8 (12.50%)	O3b_02_manB,99.06%,46.30%,partial	0		
GCA_019930055.1_ASM1993005v1_genomic	O1/O2v1	O2a	Typeable	?2!	99.31%	100.09%	n/a	7 / 7 (100.00%)	O1/O2v1_01_wzm,100.00%,100.00%;O1/O2v1_02_wzt,100.00%,100.00%;O1/O2v1_03_wbbM,99.37%,100.00%;O1/O2v1_04_glf,98.18%,100.00%;O1/O2v1_05_wbbN,100.00%,100.00%;O1/O2v1_06_wbbO,98.97%,51.72%,partial;O1/O2v1_06_wbbO,98.91%,48.81%,truncated;O1/O2v1_07_kfoC,99.09%,100.00%		0		0 / 7 (0.00%)		2	O3b_01_manC,100.00%,100.00%;O3/O3a_02_manB,99.78%,97.39%	O1/O2v1_06_wbbO,98.91%,48.81%,truncated
GCA_019930085.1_ASM1993008v1_genomic	O1/O2v2	O1ab	Typeable	!	98.99%	100.00%	0 bp	10 / 10 (100.00%)	O1/O2v2_01_wzm,100.00%,100.00%;O1/O2v2_02_wzt,99.19%,100.00%;O1/O2v2_03_wbbM,98.57%,100.00%;O1/O2v2_04_glf,98.96%,100.00%;O1/O2v2_05_wbbN,98.32%,100.00%;O1/O2v2_06_wbbO,99.47%,100.00%;O1/O2v2_07_kfoC,99.24%,65.17%,truncated;O1/O2v2_08_gmlC,97.12%,100.00%;O1/O2v2_09_gmlB,99.08%,100.00%;O1/O2v2_10_gmlA,100.00%,100.00%		0		0 / 10 (0.00%)		4	O3b_01_manC,100.00%,100.00%;O3b_02_manB,99.33%,97.39%;Extra_genes_wbbYZ_01_wbbY,99.73%,100.00%;Extra_genes_wbbYZ_02_wbbZ,99.26%,100.00%	O1/O2v2_07_kfoC,99.24%,65.17%,truncated
GCA_019930125.1_ASM1993012v1_genomic	O3b	O3b	Typeable	?4!	99.80%	100.55%	n/a	8 / 8 (100.00%)	O3b_01_manC,100.00%,4.88%,partial;O3b_01_manC,100.00%,4.67%,partial;O3b_01_manC,100.00%,94.90%,partial;O3b_02_manB,100.00%,7.17%,truncated;O3b_02_manB,99.76%,92.39%,partial;O3b_03_wzm,99.23%,100.00%;O3b_04_wzt,99.77%,100.00%;O3b_05_wbdD,99.56%,100.00%;O3b_06_wbdA,99.76%,100.00%;O3b_07_wbdB,99.74%,100.00%;O3b_08_wbdC,100.00%,100.00%		0		0 / 8 (0.00%)		4	O12_01_rfbB,98.58%,99.72%;OL13_02_rfbA,97.54%,98.62%;OL13_03_rfbD,98.31%,100.00%;O12_04_rfbC,97.79%,98.37%	O3b_02_manB,100.00%,7.17%,truncated
